DATE,Name,occ_pax,QHf_kWh,QCf_kWh,Ef_kWh,Qhsf_kWh,Qhs_kWh,Qhs_lat_kWh,Qhprof_kWh,Qwwf_kWh,Qww_kWh,Qcsf_kWh,Qcs_kWh,Qcs_lat_kWh,Qcref_kWh,Qcdataf_kWh,Ealf_kWh,Eauxf_kWh,Ecaf_kWh,Edataf_kWh,Eprof_kWh,Tshs_C,Trhs_C,Tscs_C,Trcs_C,Tsww_C,Trww_C,Tsref_C,Trref_C,Tsdata_C,Trdata_C,Vw_m3,mcphs_kWC,mcpww_kWC,mcpcs_kWC,mcpref_kWC,mcpdata_kWC
2016-01-01 00:00:00,B05,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 01:00:00,B05,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 02:00:00,B05,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 03:00:00,B05,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 04:00:00,B05,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 05:00:00,B05,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 06:00:00,B05,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 07:00:00,B05,51.000,110.162,0.000,16.502,104.677,97.405,0.000,0.000,5.486,4.971,0.000,0.000,-0.000,0.000,0.000,16.488,0.014,0.000,0.000,0.000,44,38,0,0,60,10.000,0,0,0,0,0.171,18.009,0.110,0.000,0.000,0.000
2016-01-01 08:00:00,B05,102.000,108.890,0.000,32.990,98.138,90.847,0.000,0.000,10.752,9.942,0.000,0.000,-0.000,0.000,0.000,32.976,0.014,0.000,0.000,0.000,43,37,0,0,60,10.000,0,0,0,0,0.343,18.009,0.215,0.000,0.000,0.000
2016-01-01 09:00:00,B05,154.000,107.981,0.000,65.968,91.940,84.224,0.000,0.000,16.041,14.913,0.000,0.000,-0.000,0.000,0.000,65.952,0.016,0.000,0.000,0.000,42,37,0,0,60,10.000,0,0,0,0,0.514,18.009,0.321,0.000,0.000,0.000
2016-01-01 10:00:00,B05,205.000,119.079,0.000,65.976,97.743,89.548,0.000,0.000,21.336,19.884,0.000,0.000,-0.000,0.000,0.000,65.952,0.024,0.000,0.000,0.000,43,37,0,0,60,10.000,0,0,0,0,0.686,18.009,0.427,0.000,0.000,0.000
2016-01-01 11:00:00,B05,205.000,126.335,0.000,33.001,105.009,97.000,0.000,0.000,21.326,19.884,0.000,0.000,-0.000,0.000,0.000,32.976,0.025,0.000,0.000,0.000,44,38,0,0,60,10.000,0,0,0,0,0.686,18.009,0.427,0.000,0.000,0.000
2016-01-01 12:00:00,B05,102.000,94.980,0.000,16.551,84.274,77.893,0.000,0.000,10.706,9.942,0.000,0.000,-0.000,0.000,0.000,16.488,0.063,0.000,0.000,0.000,40,36,0,0,60,10.000,0,0,0,0,0.343,18.009,0.214,0.000,0.000,0.000
2016-01-01 13:00:00,B05,154.000,101.295,0.000,33.039,85.291,78.406,0.000,0.000,16.004,14.913,0.000,0.000,-0.000,0.000,0.000,32.976,0.063,0.000,0.000,0.000,40,36,0,0,60,10.000,0,0,0,0,0.514,18.009,0.320,0.000,0.000,0.000
2016-01-01 14:00:00,B05,205.000,101.492,0.000,66.023,80.183,72.798,0.000,0.000,21.309,19.884,0.000,0.000,-0.000,0.000,0.000,65.952,0.071,0.000,0.000,0.000,40,35,0,0,60,10.000,0,0,0,0,0.686,18.009,0.426,0.000,0.000,0.000
2016-01-01 15:00:00,B05,205.000,97.343,0.000,66.024,76.037,68.824,0.000,0.000,21.306,19.884,0.000,0.000,-0.000,0.000,0.000,65.952,0.072,0.000,0.000,0.000,39,35,0,0,60,10.000,0,0,0,0,0.686,18.009,0.426,0.000,0.000,0.000
2016-01-01 16:00:00,B05,102.000,81.012,0.000,16.550,70.319,64.639,0.000,0.000,10.694,9.942,0.000,0.000,-0.000,0.000,0.000,16.488,0.062,0.000,0.000,0.000,38,34,0,0,60,10.000,0,0,0,0,0.343,18.009,0.214,0.000,0.000,0.000
2016-01-01 17:00:00,B05,51.000,73.144,0.000,8.260,67.741,62.501,0.000,0.000,5.403,4.971,0.000,0.000,-0.000,0.000,0.000,8.244,0.016,0.000,0.000,0.000,37,34,0,0,60,10.000,0,0,0,0,0.171,18.009,0.108,0.000,0.000,0.000
2016-01-01 18:00:00,B05,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 19:00:00,B05,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 20:00:00,B05,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
