ID,UUID,name,ID_recycling,recycling_method,density,unit,thermal_conductivity,thermal_conductivity_source,UBP_total,UBP_production,UBP_recycling,overall_energy_total,overall_energy_production,overall_energy_production_in_process,overall_energy_prodution_in_material,overall_recycling,renewable_energy_total,renewable_energy_production,renewable_energy_production_in_process,renewable_energy_prodution_in_material,renewable_recycling,unrenewable_energy_total,unrenewable_energy_production,unrenewable_energy_production_in_process,unrenewable_energy_prodution_in_material,unrenewable_recycling,GHG_emission_total,GHG_emission_production,GHG_emission_recycling,biogenic_carbon_in_product
13.003,92B2EFB8-9F95-47EC-963D-114CBE430246,Polypropylen (PP),91.174,"Entsorgung, Kunststoffrohre, PE oder PP",910,kg,0.22,SIA 279 -- Register Baustoffkennwerte,"6,050","3,600",2450,23.2,22.9,11,11.9,0.223,0.428,0.413,0.413,0,0.0143,22.7,22.5,10.6,11.9,0.209,4.78,2.4,2.37,0
13.004,5A6449C2-62A0-4A42-BF6D-F1E33F5F9480,Polyvinylchlorid (PVC),91.156,"Entsorgung, Kunststoff-Rohre, PVC",1390,kg,0.17,SIA 279 -- Register Baustoffkennwerte,"6,240","3,880",2370,20.2,19,12.9,6.02,1.2,0.646,0.543,0.543,0,0.103,19.5,18.4,12.4,6.02,1.1,4.49,2.38,2.1,0
14.002,07DD2F56-133A-4FBF-A39B-1D374248EB2A,"Anstrich, loesemittelverduennbar, 2 Anstriche",91.023,"Entsorgung, Farbe, 2 Schichten",0.3,m2,,,"2,260","2,190",70.7,7.02,7.01,6.1,0.905,0.0174,0.452,0.451,0.451,0,0.000674,6.57,6.55,5.65,0.905,0.0167,0.975,0.919,0.0562,0
14.001,10ACA0B7-B75D-4F51-A3AB-976B923ACA8A,"Anstrich, wasserverduennbar, 2 Anstriche",91.023,"Entsorgung, Farbe, 2 Schichten",0.3,m2,,,"1,220","1,150",70.7,4.31,4.29,3.39,0.905,0.0174,0.143,0.143,0.143,0,0.000674,4.17,4.15,3.25,0.905,0.0167,0.701,0.645,0.0562,0
14.003,1165EF5A-E1A2-4C0D-9307-622DEE107999,"Bitumenemulsion, 1 Anstrich",91.157,"Entsorgung, Farbe, 1 Schicht",0.25,m2,,,428,369,59,1.87,1.85,0.722,1.13,0.0145,0.0173,0.0167,0.0167,0,0.000562,1.85,1.84,0.705,1.13,0.014,0.181,0.134,0.0468,0
14.004,F45B12F5-FF80-528A-2C76-A6DABD38F684,"Emaillieren, Metall",-,keine,-,m2,,,"16,400","16,400",0,47.6,47.6,47.6,0,0,4.16,4.16,4.16,0,0,43.5,43.5,43.5,0,0,8.11,8.11,0,0
14.005,68569EAE-A2FA-E096-D678-497AB362BCCF,"Pulverbeschichten, Aluminium",-,keine,-,m2,,,"6,260","6,260",0,17.2,17.2,17.2,0,0,0.599,0.599,0.599,0,0,16.6,16.6,16.6,0,0,3.64,3.64,0,0
14.006,E9266136-2E91-997B-5E48-CA88AB77279C,"Pulverbeschichten, Stahl",-,keine,-,m2,,,"6,760","6,760",0,21.8,21.8,21.8,0,0,0.721,0.721,0.721,0,0,21.1,21.1,21.1,0,0,4.38,4.38,0,0
14.007,3FDD883B-8EDA-4735-987C-5D7CF46F1004,"Verchromen, Stahl",-,keine,-,m2,,,"6,320","6,320",0,5.33,5.33,5.33,0,0,0.876,0.876,0.876,0,0,4.45,4.45,4.45,0,0,0.609,0.609,0,0
14.008,AAF77F9A-FE78-41CD-BAD5-16DAA6238CC2,"Verzinken, Stahl",-,keine,-,m2,,,"29,500","29,500",0,28.2,28.2,28.2,0,0,2.65,2.65,2.65,0,0,25.5,25.5,25.5,0,0,6.09,6.09,0,0
15.001,78087965-417E-4763-B8B5-4A7910943363,"Plexiglas (PMMA, Acrylglas)",91.158,"Entsorgung, Kunststoffe aus reinen Kohlenwasserstoffen",1180,kg,0.18,SIA 279 -- Register Baustoffkennwerte,"14,800","11,700","3,090",40.5,40.3,32.7,7.6,0.224,0.385,0.371,0.371,0,0.0137,40.2,40,32.4,7.6,0.21,11.6,8.68,2.92,0
15.002,A5671823-5D7E-A4B1-2A9F-C32E6CA3BCB9,Polyamid (PA) glasfaserverstaerkt,91.159,"Entsorgung, Kunststoffe, stickstoffhaltig",1360,kg,0.25,"SIA 279 -- Register Baustoffkennwerte, assumed from Polypropylen mit 25% Glasfasern ","15,200","12,300",2910,41.3,40.6,36.6,3.96,0.707,0.999,0.979,0.979,0,0.0198,40.3,39.6,35.6,3.96,0.687,11.5,8.89,2.62,0
15.003,464C8985-D30C-40EC-8B26-7E107BCF7F1A,Polycarbonat (PC),91.158,"Entsorgung, Kunststoffe aus reinen Kohlenwasserstoffen",1200,kg,0.2,SIA 279 -- Register Baustoffkennwerte,"15,900","12,800","3,090",32.2,32,26,6,0.224,0.426,0.412,0.412,0,0.0137,31.8,31.6,25.6,6,0.21,11.4,8.49,2.92,0
15.004,993A7227-F17D-4BFA-8B37-C62C13DC42F5,Polyester (UP) glasfaserverstaerkt,91.158,"Entsorgung, Kunststoffe aus reinen Kohlenwasserstoffen",1500,kg,0.19,"SIA 279 -- Register Baustoffkennwerte, assumed from Polyesterharz","13,800","10,700","3,090",32.9,32.6,28.9,3.76,0.224,1.51,1.5,1.5,0,0.0137,31.3,31.1,27.4,3.76,0.21,9.84,6.92,2.92,0
15.005,CBDADEEB-3B93-32E4-6504-08EF289B6D9B,Polystyrol (PS),91.16,"Entsorgung, Polystyrol",1050,kg,0.16,SIA 279 -- Register Baustoffkennwerte,"8,170","4,880","3,280",24.7,24.5,13.7,10.8,0.222,0.111,0.0971,0.0971,0,0.0135,24.6,24.4,13.6,10.8,0.208,6.72,3.64,3.08,0
21.001,3C36CA50-3B4E-44CA-8240-EB4B75A84B68,Abfalltrennsystem,91.123,"Entsorgung, Abfalltrennsystem",-,Stk.,,,"35,300","26,600","8,760",130,129,126,3.62,0.926,16.9,16.9,16.9,0,0.0531,113,112,109,3.62,0.873,24.2,16.1,8.13,0
21.002,FC7C4727-B6B9-45A9-9AB9-53EE5C039FB2,"Arbeitsplatte Chromstahl, high-end",91.161,"Entsorgung, Arbeitsplatte Chromstahl, High-End",-,m2,,,"837,000","836,000",708,1710,1710,1710,0,1.78,452,452,452,0,0.0372,1260,1260,1260,0,1.74,332,332,0.444,0
21.003,59550658-97D9-44D0-A19E-69C1434953F0,"Arbeitsplatte Chromstahl, Standard",91.124,"Entsorgung, Arbeitsplatte Chromstahl, Standard",-,m2,,,"137,000","136,000","1,420",314,312,258,54.3,1.55,89.2,89.1,45.5,43.7,0.0827,224,223,212,10.6,1.47,56.8,55.7,1.05,5.09
21.004,BA8B90B0-9DF2-4B24-9C2E-2771662E958F,Arbeitsplatte Kompositwerkstoff (auf Aluminiumhydroxidbasis),91.125,"Entsorgung, Arbeitsplatte Kompositwerkstoff (auf Aluminiumhydroxidbasis)",-,m2,,,"137,000","116,000","20,800",361,356,303,53.4,4.73,6.37,6.13,6.13,0,0.237,355,350,297,53.4,4.49,95.5,76.2,19.2,0
21.005,77DCCEBD-760E-4534-9BF9-975E037EB3A0,Arbeitsplatte kunstharzbeschichtet,91.126,"Entsorgung, Arbeitsplatte kunstharzbeschichtet",-,m2,,,"34,200","32,700","1,550",250,249,124,125,1.33,148,148,49,99,0.0796,102,101,74.9,25.8,1.25,20.2,19,1.2,11.6
21.006,FF8F7027-E9C1-4AD4-9E47-7DDB0F44CCEE,Arbeitsplatte Massivholz,91.127,"Entsorgung, Arbeitsplatte Massivholz",-,m2,,,"27,500","26,000","1,480",396,394,256,138,2.23,336,335,206,129,0.144,60.7,58.6,49.8,8.81,2.09,12.6,11.7,0.915,6.36
21.007,F6E3D922-9AB9-43AF-8913-DAEEA4FBE722,Arbeitsplatte Naturstein,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",-,m2,,,"159,000","155,000","3,510",429,425,425,0,4.52,73.2,73,73,0,0.182,356,352,352,0,4.34,41.1,40.1,1.05,0
21.008,84ED90B6-CBDF-4F8D-845B-272346268676,Dampfabzug,91.129,"Entsorgung, Dampfabzug",-,Stk.,,,"356,000","338,000",17700,668,667,667,0,1.35,70.6,70.6,70.6,0,0.0392,598,596,596,0,1.31,151,134,17.1,0
21.009,179EF39A-FF60-4845-9534-8D73EF207C47,"Kueche, Massivholz, 16-teilig",91.13,"Entsorgung, Kueche, Massivholz, 16-teilig",-,Stk.,,,1010000,943000,62600,7020,6980,4960,2030,40.7,5050,5040,3150,1900,2.49,1980,1940,1810,129,38.3,470,418,51.3,160
21.01,6927B923-0CE9-404D-B3A9-98914ED31E83,"Kueche, Metall, 16-teilig",91.131,"Entsorgung, Kueche, Metall, 16-teilig",-,Stk.,,,6610000,6560000,54300,11000,11000,10900,67.3,5.4,700,699,632,67.3,0.264,10300,10300,10300,0,5.13,2770,2720,51,3.45
21.011,FADC1641-F855-4888-B0BB-42B23153ED97,"Kueche, Spanplatte, 16-teilig",91.132,"Entsorgung, Kueche, Spanplatte, 16-teilig",-,Stk.,,,1200000,1110000,91000,5400,5340,2890,2460,59.7,2530,2530,604,1930,3.53,2870,2810,2280,531,56.2,632,557,74.8,223
21.012,12ADE34B-2318-4E01-89C0-4A690DF416D3,Spuele Chromstahl,91.133,"Entsorgung, Spuele Chromstahl",-,Stk.,,,110000,105000,5330,255,254,254,0,0.747,41.3,41.2,41.2,0,0.0358,214,213,213,0,0.711,48.6,43.7,4.92,0
21.013,77603615-1C21-4F15-A9A7-3194EA13EEE8,Spuele Kompositwerkstoff (auf Gesteinsmehlbasis),91.134,"Entsorgung, Spuele Kompositwerkstoff (auf Gesteinsmehlbasis)",-,Stk.,,,46600,46000,595,160,160,143,16.8,0.767,16.5,16.5,16.5,0,0.0309,144,143,126,16.8,0.736,30.7,30.5,0.178,0
