ID,UUID,name,ID_recycling,recycling_method,density,unit,thermal_conductivity,thermal_conductivity_source,UBP_total,UBP_production,UBP_recycling,overall_energy_total,overall_energy_production,overall_energy_production_in_process,overall_energy_prodution_in_material,overall_recycling,renewable_energy_total,renewable_energy_production,renewable_energy_production_in_process,renewable_energy_prodution_in_material,renewable_recycling,unrenewable_energy_total,unrenewable_energy_production,unrenewable_energy_production_in_process,unrenewable_energy_prodution_in_material,unrenewable_recycling,GHG_emission_total,GHG_emission_production,GHG_emission_recycling,biogenic_carbon_in_product
6.012,4DC70979-B6CA-4DA5-A291-6F1A082EE475,"Stahlprofil, blank",91.143,"Entsorgung, Stahl",7850,kg,50000,"SIA 279 -- Register Baustoffkennwerte, assumed from Stahl",1290,1280,11.1,3.63,3.61,3.61,0,0.0278,0.255,0.254,0.254,0,0.000582,3.38,3.35,3.35,0,0.0272,0.737,0.73,0.00693,0
6.013,3A017EE3-8EAE-4957-9976-39EA72157918,Titanzinkblech,91.141,"Entsorgung, Nichteisenmetalle",7200,kg,,,27800,27800,19.8,20.1,20,20,0,0.0322,2.61,2.61,2.61,0,0.000788,17.5,17.4,17.4,0,0.0314,4.03,4.02,0.00792,0
7.001,BBA9796B-B084-473D-B362-E703FAD37CAA,3- und 5-Schicht Massivholzplatte,91.048,"Entsorgung, Dreischichtplatte",453,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 500 kg/m3",1010,932,80.3,15.4,15.3,10.1,5.29,0.0985,13.3,13.3,8.3,4.95,0.00617,2.18,2.09,1.75,0.337,0.0923,0.469,0.414,0.0553,0.433
7.021,f346cb73-61fb-4468-b500-3bfc161d80a6,Balkenschichtholz,91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 500 kg/m3",790,716,73.8,10.2,10.1,4.86,5.19,0.0971,8.59,8.58,3.49,5.09,0.00615,1.56,1.47,1.37,0.097,0.091,0.342,0.293,0.0492,0.446
7.003,75F8C2B2-0B4E-4243-93D6-9D8B721B4D12,Brettschichtholz,91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 500 kg/m3",769,696,73.8,9.68,9.58,4.38,5.2,0.0971,8.14,8.14,3.07,5.06,0.00615,1.53,1.44,1.3,0.142,0.091,0.335,0.286,0.0492,0.446
07.003.01,5D0AAC66-9661-4D7A-A239-8A8931B4CFF3,"Brettschichtholz, Produktion Schweiz",91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 500 kg/m3",681,607,73.8,9.21,9.11,3.92,5.19,0.0971,8.01,8,2.9,5.1,0.00615,1.2,1.11,1.03,0.0844,0.091,0.253,0.204,0.0492,0.447
7.002,1095B95F-6036-45CA-B450-7A3A8E1897BB,Brettschichtholz,91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 500 kg/m3",769,696,73.8,9.68,9.58,4.38,5.2,0.0971,8.14,8.14,3.07,5.06,0.00615,1.53,1.44,1.3,0.142,0.091,0.335,0.286,0.0492,0.446
07.002.01,D6C6F539-93DD-4C07-AF40-3EF6321D4FBD,"Brettschichtholz, Produktion Schweiz",91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 500 kg/m3",681,607,73.8,9.21,9.11,3.92,5.19,0.0971,8.01,8,2.9,5.1,0.00615,1.2,1.11,1.03,0.0844,0.091,0.253,0.204,0.0492,0.447
7.02,83c72ece-6641-4675-97f0-a6236caf7e7f,Brettsperrholz,91.047,"Entsorgung, Brettschichtholz verleimt",436,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 500 kg/m3",849,776,73.8,9.94,9.84,4.63,5.21,0.0971,8.12,8.11,2.99,5.12,0.00615,1.82,1.72,1.64,0.0892,0.091,0.365,0.316,0.0492,0.449
07.020.01,25754a33-5165-4d33-b2d2-e8422557b849,"Brettsperrholz, Produktion Schweiz",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",424,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 500 kg/m3",711,638,73.8,7.27,7.17,2,5.17,0.0971,5.67,5.66,0.549,5.11,0.00615,1.6,1.51,1.45,0.054,0.091,0.25,0.201,0.0492,0.448
7.022,b914b5f8-ce92-4da0-8c94-055ee668b154,Furniersperrholz,91.145,"Entsorgung, Spanplatte, 10% Bindemittel",823,kg,0.21,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 700 kg/m3 and Sperrholz 1000 kg/m3",1970,1870,106,14.3,14.2,8.77,5.45,0.104,9.25,9.25,4.73,4.52,0.00624,5.08,4.98,4.05,0.933,0.0977,1.02,0.942,0.0798,0.41
7.004,99B2F7E4-22F3-4C8E-9C76-D3CBADA830E2,Hartfaserplatte,91.049,"Entsorgung, Holzfaserplatte hart",955,kg,0.18,"SIA 279 -- Register Baustoffkennwerte, assumed from Holzfaserplatte, einschliesslich MDF 800 kg/m3",1770,1700,68.4,11.2,11.1,5.63,5.44,0.096,7.05,7.04,1.86,5.18,0.00614,4.12,4.04,3.77,0.26,0.0899,1.07,1.03,0.0441,0.455
7.005,C916FBF8-EB8F-43A7-9D11-9E92CF9F083D,"Holzwolle-Leichtbauplatte, zementgebunden",91.144,"Entsorgung, Verbundmaterialien, organisch-mineralisch",400,kg,,,770,685,85.2,3.31,3.13,1.59,1.54,0.18,2.04,2.03,0.492,1.54,0.00977,1.27,1.1,1.1,0,0.17,0.534,0.498,0.0357,0.138
7.023,dff243df-ce92-429c-b6f4-a1e3ca114b16,Konstruktionsvollholz,91.049,"Entsorgung, Holzfaserplatte hart",436,kg,0.12,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 450 kg/m3",689,620,68.4,9.53,9.43,4.27,5.16,0.096,8.28,8.28,3.13,5.15,0.00614,1.24,1.15,1.14,0.0105,0.0899,0.288,0.244,0.0441,0.45
7.008,5452FFFF-13C9-4D8B-803B-E644F35A3325,"Massivholz Buche / Eiche, kammergetrocknet, gehobelt",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",675,kg,0.18,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 700 kg/m3",436,373,62.9,7.94,7.85,2.9,4.95,0.0949,7.28,7.27,2.32,4.95,0.00612,0.662,0.574,0.574,0,0.0888,0.152,0.113,0.039,0.451
07.008.01,348B6926-0D2A-4820-AA05-C815FE65A421,"Massivholz Buche / Eiche, kammergetrocknet, gehobelt, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",675,kg,0.18,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 700 kg/m3",396,333,62.9,7.97,7.87,2.92,4.95,0.0949,7.39,7.39,2.44,4.95,0.00612,0.572,0.483,0.483,0,0.0888,0.122,0.0833,0.039,0.451
7.007,9AC95A58-6438-48B7-BB6A-B07B6F4CFB6A,"Massivholz Buche / Eiche, kammergetrocknet, rau",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",675,kg,0.18,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 700 kg/m3",392,329,62.9,7.68,7.59,2.64,4.95,0.0949,7.12,7.11,2.16,4.95,0.00612,0.568,0.479,0.479,0,0.0888,0.135,0.0962,0.039,0.451
07.007.01,698D8A43-8983-432E-A51B-D90C9BA23AC1,"Massivholz Buche / Eiche, kammergetrocknet, rau, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",675,kg,0.18,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 700 kg/m3",356,293,62.9,7.71,7.61,2.66,4.95,0.0949,7.22,7.22,2.27,4.95,0.00612,0.485,0.396,0.396,0,0.0888,0.109,0.07,0.039,0.451
7.006,531C8578-0D4B-469A-ACE5-8E3A536FC47C,"Massivholz Buche / Eiche, luftgetrocknet, rau",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",705,kg,0.18,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 700 kg/m3",323,260,62.9,6.68,6.59,2.05,4.54,0.0949,6.21,6.2,1.66,4.54,0.00612,0.478,0.39,0.39,0,0.0888,0.12,0.0812,0.039,0.413
07.006.01,F9547BDA-290C-44C5-8794-C921A2DED0BA,"Massivholz Buche / Eiche, luftgetrocknet, rau, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",705,kg,0.18,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 700 kg/m3",290,227,62.9,6.7,6.61,2.07,4.54,0.0949,6.3,6.29,1.76,4.54,0.00612,0.402,0.314,0.314,0,0.0888,0.0979,0.0589,0.039,0.413
7.011,3D89DC7F-1638-4C94-AFA8-DC31CAC210BC,"Massivholz Fichte / Tanne / Laerche, kammergetr., gehobelt",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",465,kg,0.12,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 450 kg/m3",476,413,62.9,6.83,6.73,1.58,5.15,0.0949,6.05,6.04,0.891,5.15,0.00612,0.777,0.688,0.688,0,0.0888,0.173,0.134,0.039,0.451
07.011.01,D122C786-0887-4B71-BEBD-513955B5F184,"Massivholz Fichte / Tanne / Laerche, kammergetr., gehobelt, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",465,kg,0.12,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 450 kg/m3",459,396,62.9,6.67,6.57,1.42,5.15,0.0949,5.93,5.93,0.776,5.15,0.00612,0.733,0.644,0.644,0,0.0888,0.156,0.117,0.039,0.451
07.011.02,C4DE94C2-36D6-4BB9-9753-228622401A82,"Massivholz Fichte / Tanne, kammergetr., Vollholzhaus holzpur",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",420,kg,0.12,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 450 kg/m3",430,367,62.9,10.4,10.3,5,5.35,0.0949,9.98,9.97,4.62,5.35,0.00612,0.467,0.379,0.379,0,0.0888,0.133,0.0944,0.039,0.451
7.01,C6FE17BA-12BD-4454-B0F0-74CA8C665D6B,"Massivholz Fichte / Tanne / Laerche, luftgetr., gehobelt",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 500 kg/m3",401,338,62.9,5.89,5.79,1.07,4.72,0.0949,5.21,5.21,0.485,4.72,0.00612,0.673,0.584,0.584,0,0.0888,0.156,0.117,0.039,0.413
07.010.01,0AABF430-9178-4975-8390-B4C585739DE2,"Massivholz Fichte / Tanne / Laerche, luftgetr., gehobelt, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 500 kg/m3",385,322,62.9,5.74,5.65,0.924,4.72,0.0949,5.11,5.1,0.38,4.72,0.00612,0.633,0.544,0.544,0,0.0888,0.142,0.103,0.039,0.413
7.009,EB82F166-04B1-49F0-A586-FD8F92824196,"Massivholz Fichte / Tanne / Laerche, luftgetrocknet, rau",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 500 kg/m3",317,254,62.9,5.49,5.39,0.67,4.72,0.0949,4.98,4.97,0.249,4.72,0.00612,0.509,0.421,0.421,0,0.0888,0.129,0.0904,0.039,0.413
07.009.01,ADBDB232-AC94-49B1-9EB6-652076C22BAB,"Massivholz Fichte / Tanne / Laerche, luftgetrocknet, rau, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Nutzholz 500 kg/m3",306,243,62.9,5.35,5.26,0.546,4.71,0.0949,4.88,4.87,0.157,4.71,0.00612,0.478,0.389,0.389,0,0.0888,0.12,0.0809,0.039,0.413
7.012,962B816C-DBD4-445F-8392-E4F8532069C8,"Mitteldichte Faserplatte (MDF), UF-gebunden",91.05,"Entsorgung, Faserplatte mittlerer Dichte (MDF)",685,kg,0.16,"SIA 279 -- Register Baustoffkennwerte, interpolated from Holzfaserplatte, einschliesslich MDF 600 kg/m3 and Holzfaserplatte, einschliesslich MDF 800 kg/m3",1550,1420,128,10.3,10.2,4.43,5.79,0.108,5.85,5.85,1.24,4.61,0.0063,4.47,4.37,3.2,1.17,0.102,0.954,0.854,0.1,0.396
7.013,BD66B05D-27E3-4ADF-85A2-E0ABBBA686A5,"OSB Platte, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",605,kg,0.13,SIA 279 -- Register Baustoffkennwerte,"1,030",922,106,11,10.9,5.23,5.63,0.104,8.26,8.25,3.16,5.09,0.00624,2.71,2.61,2.08,0.535,0.0977,0.563,0.483,0.0798,0.444
7.024,2ec4e1b4-5694-4169-b734-b38c2365aaac,Roehrenspanplatte,91.145,"Entsorgung, Spanplatte, 10% Bindemittel",272,kg,,,1340,1230,106,10.5,10.4,4.87,5.57,0.104,6.89,6.88,1.96,4.92,0.00624,3.65,3.55,2.91,0.647,0.0977,0.813,0.733,0.0798,0.429
7.015,F54AEECA-7B3B-4ACE-B4CB-88527B1C903C,"Spanplatte, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",640,kg,0.17,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 700 kg/m3",886,780,106,6.93,6.82,2.39,4.43,0.104,4.37,4.36,0.781,3.58,0.00624,2.56,2.46,1.61,0.856,0.0977,0.529,0.45,0.0798,0.417
7.016,FB830352-0350-46F9-BF46-73733C576386,"Spanplatte, UF-gebunden, beschichtet, Trockenbereich",91.057,"Entsorgung, Spanplatte, 10% Bindemittel, 3.5% MF-gebunden",640,kg,0.17,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 700 kg/m3","1,210","1,090",122,8.39,8.29,3.69,4.59,0.105,4.69,4.69,1.23,3.46,0.00627,3.7,3.6,2.47,1.13,0.0985,0.735,0.641,0.0945,0.417
7.014,E88CFF0D-059B-4E8A-93BC-A4E3A917A2F6,"Spanplatte, UF-gebunden, Trockenbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",640,kg,0.17,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 700 kg/m3",886,780,106,6.93,6.82,2.39,4.43,0.104,4.37,4.36,0.781,3.58,0.00624,2.56,2.46,1.61,0.856,0.0977,0.529,0.45,0.0798,0.417
7.018,32B17B00-83C9-412F-899B-03B8DB3781BF,"Sperrholz/Multiplex, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",500,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 500 kg/m3","2,870","2,770",106,17,16.9,12,4.89,0.104,10.1,10.1,5.91,4.15,0.00624,6.94,6.84,6.1,0.741,0.0977,1.43,1.35,0.0798,0.41
7.017,55C3FB36-27C5-40BB-B51C-715C9F2984FE,"Sperrholz/Multiplex, UF-gebunden, Trockenbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",500,kg,0.13,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 500 kg/m3","2,140","2,030",106,14.7,14.6,9.71,4.89,0.104,10,10,5.85,4.15,0.00624,4.7,4.6,3.86,0.741,0.0977,0.948,0.868,0.0798,0.41
07.019.01,9b25432d-40ef-4f3b-8c5b-7104ad4b6d52,"Stabschichtholz, Buche, fagus",91.175.01,"Entsorgung, Stabschichtholz, Buche, fagus",700,kg,0.17,"SIA 279 -- Register Baustoffkennwerte, assumed from Sperrholz 700 kg/m3","1,010",926,84.4,11.3,11.2,6.02,5.18,0.114,9.46,9.46,4.36,5.1,0.00691,1.86,1.75,1.67,0.0833,0.108,0.367,0.306,0.0615,0.477
8.001,21330D47-1D7A-36C8-7F0E-CB11F4CB2767,2-Komponenten Klebstoff,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche","1,500",kg,,,"10,100","9,910",236,24.6,24.6,24.6,0,0.0581,0.355,0.353,0.353,0,0.00225,24.3,24.2,24.2,0,0.0558,4.84,4.65,0.187,0
8.002,CA0CC8C0-0CF0-4DE4-A9E8-C3B416365119,Heissbitumen,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche","1,000",kg,0.17,"SIA 279 -- Register Baustoffkennwerte, assumed from Bitumen als Stoff","2,040","1,800",236,15,15,3.48,11.5,0.0581,0.0665,0.0643,0.0643,0,0.00225,15,14.9,3.41,11.5,0.0558,1.09,0.906,0.187,0
8.003,9831C103-3AC5-439B-9BF1-3C1976328C98,Kautschukdichtungsmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1500,kg,,,"6,870","6,630",236,24.7,24.7,16.5,8.14,0.0581,0.296,0.294,0.294,0,0.00225,24.4,24.4,16.2,8.14,0.0558,2.42,2.23,0.187,0
8.004,0732FA24-108B-41A5-A86B-71ADB88B5F21,Polysulfiddichtungsmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche","1,600",kg,,,"2,890","2,660",236,8.23,8.17,6.92,1.24,0.0581,0.422,0.42,0.42,0,0.00225,7.8,7.75,6.5,1.24,0.0558,1.72,1.53,0.187,0
8.005,85E73CA0-F8D0-4F4D-BA4F-074E3BBD8A31,Silicon-Fugenmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche","1,000",kg,,,"4,570","4,340",236,16.3,16.3,8.13,8.14,0.0581,1.87,1.87,1.87,0,0.00225,14.5,14.4,6.27,8.14,0.0558,2.91,2.72,0.187,0
9.001,01CD6F3D-BD57-4002-A3FB-6CD6DF5868D7,Dampfbremse bituminoes,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen","1,100",kg,0.23,"SIA 279 -- Register Baustoffkennwerte, assumed from Bitumen als Membran / Bahn","5,220","2,790","2,430",14.1,13.9,6.29,7.57,0.281,0.669,0.654,0.654,0,0.0148,13.5,13.2,5.63,7.57,0.266,3.64,1.31,2.33,0
9.002,5155BF82-EBE7-4FE9-A0C3-3B52FF372827,Dampfbremse Polyethylen (PE),91.037,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE",920,kg,0.33,"SIA 279 -- Register Baustoffkennwerte, assumed from Polyethylen; niedrige Rohdichte","6,930",4120,"2,810",25.7,25.5,14.2,11.2,0.22,0.864,0.853,0.853,0,0.0111,24.8,24.6,13.4,11.2,0.209,5.42,2.75,2.67,0
9.003,7BA5DD3A-06EF-4108-853B-3687B698FF22,Dichtungsbahn bituminoes,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1100,kg,0.23,"SIA 279 -- Register Baustoffkennwerte, assumed from Bitumen als Membran / Bahn","4,350","1,920","2,430",12.6,12.3,4.92,7.37,0.281,0.279,0.264,0.264,0,0.0148,12.3,12,4.66,7.37,0.266,3.33,1,2.33,0
09.003.11,7734C0C2-7D2F-4604-A1A8-D8CB9E7310C7,"Bituminoese Dichtungsbahn, swissporBIKUPLAN ECO",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1267,kg,0.23,"SIA 279 -- Register Baustoffkennwerte, assumed from Bitumen als Membran / Bahn","3,510","1,080","2,430",6.35,6.07,2.62,3.45,0.281,0.224,0.209,0.169,0.0397,0.0148,6.13,5.86,2.45,3.41,0.266,2.92,0.588,2.33,0
09.003.01,8363831F-FB86-4CDD-B1F2-138E478F34B0,"Bituminoese Dichtungsbahn, swissporBIKUTOP",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1269,kg,0.23,"SIA 279 -- Register Baustoffkennwerte, assumed from Bitumen als Membran / Bahn","4,060","1,630","2,430",10.5,10.3,3.93,6.32,0.281,0.242,0.227,0.183,0.0439,0.0148,10.3,10,3.75,6.28,0.266,3.24,0.907,2.33,0
09.003.02,3734EA52-A3C5-4A05-A040-03322A348AE1,"Bituminoese Dichtungsbahn, swissporBIKUTOP ECO",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1256,kg,0.23,"SIA 279 -- Register Baustoffkennwerte, assumed from Bitumen als Membran / Bahn","3,420",983,"2,430",5.76,5.47,2.52,2.95,0.281,0.221,0.206,0.157,0.0488,0.0148,5.54,5.27,2.37,2.9,0.266,2.88,0.55,2.33,0
09.003.12,996bca23-d530-4e8e-b4f1-6f6f57b89e0a,Elastomerbitumen-Dichtungsbahn Sopravap EVA 35 flam,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4.6,kg,,,"3,750","1,320","2,430",8.56,8.28,3.77,4.51,0.282,0.325,0.31,0.31,0,0.0152,8.24,7.97,3.46,4.51,0.266,3.05,0.717,2.33,0
09.003.13,45f59ef0-c310-4611-bd9f-96c3f29ff6a3,Elastomerbitumen-Dichtungsbahn Sopralen EGV 3,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4,kg,,,"3,680","1,250","2,430",8.36,8.08,3.63,4.44,0.282,0.302,0.287,0.287,0,0.0152,8.06,7.79,3.35,4.44,0.266,3.02,0.686,2.33,0
09.003.14,417f2b8c-45c8-406b-97ac-ef149321e8f7,Elastomerbitumen-Dichtungsbahn Sopralen EGV 3.5,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4.8,kg,,,"3,660","1,230","2,430",8.37,8.09,3.56,4.52,0.282,0.282,0.267,0.267,0,0.0152,8.09,7.82,3.3,4.52,0.266,3.01,0.678,2.33,0
09.003.15,0d94f5a6-1b6a-469e-bf01-0ddab8f03d10,Elastomerbitumen-Dichtungsbahn Sopralen Premier EP 5 ard flam,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4.8,kg,,,"3,690","1,260","2,430",7.95,7.67,3.66,4.01,0.282,0.318,0.303,0.303,0,0.0152,7.64,7.37,3.36,4.01,0.266,3.06,0.728,2.33,0
09.003.16,a06b8703-9c56-4844-bbbd-388e15772d67,Elastomerbitumen-Dichtungsbahn Sopralen Jardin EP 5 ard flam,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5,kg,,,"3,720","1,290","2,430",8.06,7.78,3.74,4.04,0.282,0.321,0.306,0.306,0,0.0152,7.74,7.47,3.43,4.04,0.266,3.07,0.742,2.33,0
09.003.17,11a560d2-4cc5-4cd6-9b99-0945186d224e,Elastomerbitumen-Dichtungsbahn Sopragum Flam HT-O Jardin S5,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",6,kg,,,"4,240","1,810","2,430",10.4,10.1,5.05,5.03,0.282,0.331,0.316,0.316,0,0.0152,10,9.77,4.74,5.03,0.266,3.38,1.05,2.33,0
09.003.18,3030d795-4231-40bc-803f-4f6218b99104,Elastomerbitumen-Dichtungsbahn SOPREMA Vapro Alpino,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5.76,kg,,,4190,1760,2430,9.62,9.34,4.88,4.46,0.282,0.325,0.31,0.31,0,0.0152,9.3,9.03,4.57,4.46,0.266,3.38,1.05,2.33,0
09.003.19,431554b3-cf1e-422c-8593-f2c5946cb82f,Elastomerbitumen-Dichtungsbahn SOPREMA Vapro Nature,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5.76,kg,,,"4,190","1,760",2430,9.62,9.34,4.88,4.46,0.282,0.325,0.31,0.31,0,0.0152,9.3,9.03,4.57,4.46,0.266,3.38,1.05,2.33,0
9.004,90159AF7-455B-4996-A1AC-6D5B6E3242F4,Dichtungsbahn Gummi (EPDM),91.147,"Entsorgung, Dichtungsbahnen und Schutzfolien, EPDM",1100,kg,,,"8,110","4,860",3240,25.5,25.3,17.1,8.14,0.237,0.844,0.83,0.83,0,0.0133,24.7,24.4,16.3,8.14,0.224,5.84,2.74,3.1,0
9.005,CFA0CA34-15A6-4D99-AEC3-CA60F46DBE4D,Dichtungsbahn Polyolefin (FPO),91.148,"Entsorgung, Dichtungsbahnen und Schutzfolien, Polyolefin",1000,kg,,,"7,880","5,070",2810,23.6,23.4,11.5,11.9,0.22,0.421,0.41,0.41,0,0.0111,23.1,22.9,11,11.9,0.209,5.18,2.52,2.67,0
09.010.01,baa9751c-643c-4c60-8016-87e73f2043f7,Holzwolle-Erosionsschutzvlies Howolis Lindner Suisse GmbH,,,0.284,kg,,,"3,080","3,080",0,21.1,21.1,16.4,4.72,0,10.3,10.3,5.6,4.72,0,10.8,10.8,10.8,0,0,0.835,0.835,0,0.412
09.010.02,5271b843-d7f2-40b8-b060-c1dd23ab8148,Holzwolle-Erosionsschutz-/Abdeck-/Schutz-/Daemmvlies Lindner Suisse GmbH,,,0.542,kg,,,2010,2010,0,16.1,16.1,10.5,5.55,0,9.17,9.17,3.62,5.55,0,6.88,6.88,6.88,0,0,0.546,0.546,0,0.485
9.006,5C26C97A-D10C-49A8-815E-06A340CCC448,Kraftpapier,91.149,"Entsorgung, Kraft-Papier",650,kg,,,3450,3250,206,20.8,20.6,16,4.61,0.185,13,13,8.41,4.61,0.0128,7.73,7.56,7.56,0,0.172,1.67,1.61,0.058,0.404
9.007,D4BF6599-6623-4AE5-9D50-8EDDB6B05F41,Polyethylenfolie (PE),91.037,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE",920,kg,0.33,"SIA 279 -- Register Baustoffkennwerte, assumed from Polyethylen; niedrige Rohdichte",6930,4120,2810,25.7,25.5,13.6,11.8,0.22,0.864,0.853,0.853,0,0.0111,24.8,24.6,12.8,11.8,0.209,5.42,2.75,2.67,0
9.008,FD71B629-B98E-47C8-ADA4-513631C0896B,Polyethylenvlies (PE),91.037,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE",920,kg,0.33,"SIA 279 -- Register Baustoffkennwerte, assumed from Polyethylen; niedrige Rohdichte","7,090","4,280",2810,26.5,26.3,14.5,11.8,0.22,0.548,0.537,0.537,0,0.0111,26,25.7,13.9,11.8,0.209,5.63,2.96,2.67,0
10.014,9EC4E12B-5E75-4A0B-84DA-A1A5F152A4BC,Aerogel-Vlies,91.119,"Entsorgung, Aerogel-Vlies",150,kg,0.024,"SIA 279 -- Register Baustoffkennwerte, assumed from Kernmaterial Silica-Aerogel; nicht SIA-kontrolliert","73,600","73,200",408,242,242,242,0,0.186,12.6,12.5,12.5,0,0.012,230,229,229,0,0.174,48.7,48.4,0.289,0
10.012,E6773968-F9C9-4782-A5CD-78B9B1164571,Blaehperlit,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",65-140,kg,,,"1,460","1,410",42.5,4.62,4.57,4.57,0,0.0548,0.167,0.164,0.164,0,0.00221,4.46,4.4,4.4,0,0.0526,1.05,1.04,0.0127,0
10.011,A0A69B33-B2C9-4DE4-BA2E-770C2A4EF76A,Blaehvermiculit,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",65-140,kg,,,687,645,42.5,1.61,1.56,1.56,0,0.0548,0.0508,0.0486,0.0486,0,0.00221,1.56,1.51,1.51,0,0.0526,0.394,0.382,0.0127,0
