Date,roofs_top_kW,roofs_top_m2,walls_east_kW,walls_east_m2,walls_north_kW,walls_north_m2,walls_south_kW,walls_south_m2,walls_west_kW,walls_west_m2,windows_east_kW,windows_east_m2,windows_north_kW,windows_north_m2,windows_south_kW,windows_south_m2,windows_west_kW,windows_west_m2
2009-01-01 00:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 01:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 02:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 03:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 04:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 05:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 06:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 07:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 08:00:00,4.41,1101.32,0.32,160.69,0.8,501.01,0.59,501.01,0.17,160.69,0.24,121.22,0.68,377.96,0.45,377.96,0.15,121.22
2009-01-01 09:00:00,76.68,1101.32,10.13,160.69,10.74,501.01,16.88,501.01,1.85,160.69,7.37,121.22,8.77,377.96,10.66,377.96,1.6,121.22
2009-01-01 10:00:00,140.13,1101.32,15.95,160.69,18.75,501.01,36.27,501.01,3.48,160.69,12.56,121.22,15.42,377.96,19.73,377.96,2.98,121.22
2009-01-01 11:00:00,178.58,1101.32,19.79,160.69,22.1,501.01,49.09,501.01,4.35,160.69,15.1,121.22,17.84,377.96,30.61,377.96,3.73,121.22
2009-01-01 12:00:00,173.96,1101.32,14.35,160.69,23.01,501.01,38.96,501.01,5.2,160.69,10.86,121.22,18.67,377.96,25.32,377.96,4.49,121.22
2009-01-01 13:00:00,155.38,1101.32,10.13,160.69,20.48,501.01,31.24,501.01,5.57,160.69,7.73,121.22,17.01,377.96,25.63,377.96,4.92,121.22
2009-01-01 14:00:00,118.1,1101.32,7.37,160.69,16.35,501.01,22.01,501.01,4.71,160.69,5.62,121.22,13.68,377.96,16.55,377.96,4.24,121.22
2009-01-01 15:00:00,54.32,1101.32,3.39,160.69,8.01,501.01,9.17,501.01,2.18,160.69,2.64,121.22,6.73,377.96,7.18,377.96,2.04,121.22
2009-01-01 16:00:00,2.2,1101.32,0.16,160.69,0.43,501.01,0.5,501.01,0.06,160.69,0.12,121.22,0.38,377.96,0.38,377.96,0.05,121.22
2009-01-01 17:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 18:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 19:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 20:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 21:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 22:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
2009-01-01 23:00:00,0.0,1101.32,0.0,160.69,0.0,501.01,0.0,501.01,0.0,160.69,0.0,121.22,0.0,377.96,0.0,377.96,0.0,121.22
