Date,roofs_top_kW,roofs_top_m2,walls_east_kW,walls_east_m2,walls_north_kW,walls_north_m2,walls_south_kW,walls_south_m2,walls_west_kW,walls_west_m2,windows_east_kW,windows_east_m2,windows_north_kW,windows_north_m2,windows_south_kW,windows_south_m2,windows_west_kW,windows_west_m2
2009-01-01 00:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 01:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 02:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 03:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 04:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 05:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 06:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 07:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 08:00:00,10.87,2716.35,2.33,1165.61,0.85,424.75,0.85,424.64,1.5,919.65,0.26,129.51,0.09,47.19,0.09,47.18,0.6,375.63
2009-01-01 09:00:00,192.82,2716.35,131.61,1165.61,13.18,424.75,46.62,424.64,21.49,919.65,14.63,129.51,1.46,47.19,5.2,47.18,8.34,375.63
2009-01-01 10:00:00,350.64,2716.35,156.54,1165.61,22.53,424.75,72.23,424.64,38.66,919.65,17.33,129.51,2.49,47.19,8.05,47.18,15.25,375.63
2009-01-01 11:00:00,475.62,2716.35,163.78,1165.61,26.78,424.75,107.25,424.64,50.38,919.65,18.0,129.51,2.97,47.19,11.91,47.18,20.13,375.63
2009-01-01 12:00:00,490.81,2716.35,119.59,1165.61,28.09,424.75,103.26,424.64,59.21,919.65,13.16,129.51,3.11,47.19,11.62,47.18,23.66,375.63
2009-01-01 13:00:00,409.93,2716.35,85.23,1165.61,25.4,424.75,75.43,424.64,66.9,919.65,9.4,129.51,2.8,47.19,9.11,47.18,27.2,375.63
2009-01-01 14:00:00,296.79,2716.35,61.27,1165.61,20.37,424.75,53.26,424.64,59.98,919.65,6.73,129.51,2.26,47.19,6.05,47.18,24.27,375.63
2009-01-01 15:00:00,151.85,2716.35,29.11,1165.61,10.44,424.75,32.47,424.64,38.68,919.65,3.19,129.51,1.15,47.19,3.78,47.18,16.53,375.63
2009-01-01 16:00:00,5.43,2716.35,1.17,1165.61,0.42,424.75,0.42,424.64,0.92,919.65,0.13,129.51,0.05,47.19,0.05,47.18,0.38,375.63
2009-01-01 17:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 18:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 19:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 20:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 21:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 22:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-01 23:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 00:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 01:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 02:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 03:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 04:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 05:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 06:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 07:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 08:00:00,19.01,2716.35,4.66,1165.61,1.7,424.75,1.51,424.64,2.59,919.65,0.52,129.51,0.19,47.19,0.17,47.18,1.05,375.63
2009-01-02 09:00:00,225.16,2716.35,195.58,1165.61,13.78,424.75,69.36,424.64,23.06,919.65,21.73,129.51,1.54,47.19,7.71,47.18,8.86,375.63
2009-01-02 10:00:00,359.13,2716.35,168.21,1165.61,21.98,424.75,78.9,424.64,38.06,919.65,18.62,129.51,2.44,47.19,8.77,47.18,15.03,375.63
2009-01-02 11:00:00,440.71,2716.35,148.15,1165.61,26.58,424.75,91.37,424.64,49.53,919.65,16.29,129.51,2.94,47.19,10.14,47.18,19.76,375.63
2009-01-02 12:00:00,430.58,2716.35,109.25,1165.61,26.79,424.75,82.43,424.64,55.26,919.65,12.02,129.51,2.97,47.19,9.27,47.18,22.09,375.63
2009-01-02 13:00:00,434.4,2716.35,87.76,1165.61,26.01,424.75,81.91,424.64,70.87,919.65,9.69,129.51,2.9,47.19,9.96,47.18,28.85,375.63
2009-01-02 14:00:00,344.62,2716.35,65.94,1165.61,21.92,424.75,68.86,424.64,73.51,919.65,7.25,129.51,2.44,47.19,7.79,47.18,29.83,375.63
2009-01-02 15:00:00,179.21,2716.35,35.08,1165.61,12.48,424.75,33.2,424.64,42.08,919.65,3.83,129.51,1.38,47.19,3.85,47.18,17.8,375.63
2009-01-02 16:00:00,5.43,2716.35,1.17,1165.61,0.42,424.75,0.42,424.64,0.92,919.65,0.13,129.51,0.05,47.19,0.05,47.18,0.38,375.63
2009-01-02 17:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 18:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 19:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 20:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 21:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 22:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-02 23:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-03 00:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-03 01:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-03 02:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-03 03:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-03 04:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-03 05:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
2009-01-03 06:00:00,0.0,2716.35,0.0,1165.61,0.0,424.75,0.0,424.64,0.0,919.65,0.0,129.51,0.0,47.19,0.0,47.18,0.0,375.63
