AREA_m2,BUILDING,SURFACE,TYPE,Xcoor,Xdir,Ycoor,Ydir,Zcoor,Zdir,intersection,orientation
4.852583218667969,B1006,srf0,walls,463150.64773177204,-0.9957888817648702,15224838.385101598,0.09167607623294866,2.500000000000001,-0.0,0,west
3.182051614047475,B1006,srf1,walls,463150.64773177163,-0.9957888817648702,15224838.3851016,0.09167607623294866,2.7581921106773493,-0.0,0,west
3.1820516110756616,B1006,srf2,walls,463151.5092332889,-0.9957888817648702,15224847.74276245,0.09167607623294866,1.25819211067735,-0.0,0,west
4.8525832137805605,B1006,srf3,walls,463151.36094469187,-0.9957888817648702,15224846.13204631,0.09167607623294866,1.25819211067735,-0.0,0,west
3.182051606749821,B1006,srf4,walls,463152.07415761275,-0.9957888817648702,15224853.878991025,0.09167607623294866,2.75819211067735,-0.0,0,west
4.852583207539159,B1006,srf5,walls,463152.0741576126,-0.9957888817648702,15224853.878991026,0.09167607623294866,2.5,-0.0,0,west
4.8525832137805605,B1006,srf6,walls,463151.36094469187,-0.9957888817648702,15224846.13204631,0.09167607623294866,3.74180788932265,-0.0,0,west
3.182051611075642,B1006,srf7,walls,463151.5092332889,-0.9957888817648702,15224847.74276245,0.09167607623294866,3.74180788932265,-0.0,0,west
4.852583218667972,B1006,srf8,walls,463150.64773177204,-0.9957888817648702,15224838.385101598,0.09167607623294866,5.500000000000001,-0.0,0,west
3.182051614047464,B1006,srf9,walls,463150.647731772,-0.9957888817648702,15224838.3851016,0.09167607623294866,5.758192110677349,-0.0,0,west
3.18205161107565,B1006,srf10,walls,463151.2126560956,-0.9957888817648702,15224844.521330174,0.09167607623294866,4.258192110677351,-0.0,0,west
3.1820516067498237,B1006,srf11,walls,463152.07415761263,-0.9957888817648702,15224853.878991025,0.09167607623294866,5.24180788932265,-0.0,0,west
4.8525832137805995,B1006,srf12,walls,463151.36094469205,-0.9957888817648702,15224846.13204631,0.09167607623294866,4.258192110677349,-0.0,0,west
4.852583207539154,B1006,srf13,walls,463152.07415761246,-0.9957888817648702,15224853.878991025,0.09167607623294866,5.5,-0.0,0,west
4.852583213780548,B1006,srf14,walls,463151.36094469187,-0.9957888817648702,15224846.13204631,0.09167607623294866,6.74180788932265,-0.0,0,west
3.182051611075644,B1006,srf15,walls,463151.5092332889,-0.9957888817648702,15224847.74276245,0.09167607623294866,6.74180788932265,-0.0,0,west
4.852583218667965,B1006,srf16,walls,463150.6477317719,-0.9957888817648702,15224838.385101598,0.09167607623294866,8.5,-0.0,0,west
3.18205161404747,B1006,srf17,walls,463150.647731772,-0.9957888817648702,15224838.3851016,0.09167607623294866,8.241807889322649,-0.0,0,west
3.18205161107565,B1006,srf18,walls,463151.2126560956,-0.9957888817648702,15224844.521330174,0.09167607623294866,7.258192110677351,-0.0,0,west
3.1820516067498237,B1006,srf19,walls,463152.07415761263,-0.9957888817648702,15224853.878991025,0.09167607623294866,8.24180788932265,-0.0,0,west
