Date,roofs_top_kW,roofs_top_m2,walls_east_kW,walls_east_m2,walls_north_kW,walls_north_m2,walls_south_kW,walls_south_m2,walls_west_kW,walls_west_m2,windows_east_kW,windows_east_m2,windows_north_kW,windows_north_m2,windows_south_kW,windows_south_m2,windows_west_kW,windows_west_m2
2005-01-01 00:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 01:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 02:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 03:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 04:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 05:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 06:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 07:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 08:00:00,2.5,624.66,0.94,468.62,0.94,468.62,0.94,468.62,0.94,468.62,0.31,156.21,0.31,156.21,0.31,156.21,0.31,156.21
2005-01-01 09:00:00,44.35,624.66,52.15,468.62,14.71,468.62,57.96,468.62,15.06,468.62,17.56,156.21,4.82,156.21,19.33,156.21,4.93,156.21
2005-01-01 10:00:00,81.21,624.66,62.14,468.62,24.62,468.62,88.28,468.62,26.97,468.62,20.53,156.21,8.08,156.21,29.28,156.21,8.84,156.21
2005-01-01 11:00:00,110.09,624.66,62.74,468.62,29.5,468.62,128.21,468.62,35.67,468.62,20.73,156.21,9.71,156.21,42.47,156.21,11.72,156.21
2005-01-01 12:00:00,113.47,624.66,45.17,468.62,30.78,468.62,124.94,468.62,43.98,468.62,14.88,156.21,10.11,156.21,41.42,156.21,14.35,156.21
2005-01-01 13:00:00,94.57,624.66,34.55,468.62,27.73,468.62,100.31,468.62,51.96,468.62,11.43,156.21,9.1,156.21,33.36,156.21,17.03,156.21
2005-01-01 14:00:00,68.09,624.66,25.08,468.62,22.34,468.62,68.69,468.62,48.95,468.62,8.3,156.21,7.32,156.21,22.96,156.21,16.04,156.21
2005-01-01 15:00:00,34.98,624.66,12.32,468.62,12.02,468.62,50.29,468.62,48.66,468.62,4.11,156.21,3.97,156.21,16.98,156.21,16.31,156.21
2005-01-01 16:00:00,1.25,624.66,0.47,468.62,0.47,468.62,0.47,468.62,0.47,468.62,0.16,156.21,0.16,156.21,0.16,156.21,0.16,156.21
2005-01-01 17:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 18:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 19:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 20:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 21:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 22:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-01 23:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 00:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 01:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 02:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 03:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 04:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 05:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 06:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 07:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 08:00:00,4.37,624.66,1.86,468.62,1.74,468.62,1.87,468.62,1.77,468.62,0.62,156.21,0.54,156.21,0.62,156.21,0.58,156.21
2005-01-02 09:00:00,51.85,624.66,75.48,468.62,15.9,468.62,85.27,468.62,16.01,468.62,25.55,156.21,5.22,156.21,28.41,156.21,5.29,156.21
2005-01-02 10:00:00,83.08,624.66,66.26,468.62,24.23,468.62,96.11,468.62,26.42,468.62,21.94,156.21,7.92,156.21,31.84,156.21,8.68,156.21
2005-01-02 11:00:00,101.96,624.66,57.66,468.62,28.98,468.62,110.07,468.62,35.2,468.62,19.06,156.21,9.53,156.21,36.44,156.21,11.56,156.21
2005-01-02 12:00:00,99.32,624.66,42.48,468.62,29.03,468.62,101.04,468.62,41.12,468.62,14.01,156.21,9.55,156.21,33.47,156.21,13.41,156.21
2005-01-02 13:00:00,100.25,624.66,35.67,468.62,28.64,468.62,109.04,468.62,55.03,468.62,11.76,156.21,9.42,156.21,36.31,156.21,18.1,156.21
2005-01-02 14:00:00,79.33,624.66,27.05,468.62,24.33,468.62,86.29,468.62,59.51,468.62,8.97,156.21,7.99,156.21,28.81,156.21,19.55,156.21
2005-01-02 15:00:00,41.23,624.66,14.58,468.62,14.07,468.62,49.7,468.62,47.65,468.62,4.82,156.21,4.66,156.21,16.76,156.21,15.87,156.21
2005-01-02 16:00:00,1.25,624.66,0.47,468.62,0.47,468.62,0.47,468.62,0.47,468.62,0.16,156.21,0.16,156.21,0.16,156.21,0.16,156.21
2005-01-02 17:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 18:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 19:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 20:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 21:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 22:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-02 23:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 00:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 01:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 02:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 03:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 04:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 05:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 06:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 07:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 08:00:00,3.75,624.66,1.41,468.62,1.41,468.62,1.41,468.62,1.41,468.62,0.47,156.21,0.47,156.21,0.47,156.21,0.47,156.21
2005-01-03 09:00:00,53.72,624.66,80.42,468.62,16.12,468.62,90.88,468.62,16.24,468.62,27.25,156.21,5.33,156.21,30.28,156.21,5.36,156.21
2005-01-03 10:00:00,96.67,624.66,83.97,468.62,25.67,468.62,127.29,468.62,27.75,468.62,27.83,156.21,8.44,156.21,42.24,156.21,9.13,156.21
2005-01-03 11:00:00,130.7,624.66,79.09,468.62,29.31,468.62,192.38,468.62,35.12,468.62,26.24,156.21,9.64,156.21,63.89,156.21,11.58,156.21
2005-01-03 12:00:00,138.93,624.66,50.92,468.62,34.1,468.62,166.61,468.62,49.42,468.62,16.78,156.21,11.16,156.21,55.25,156.21,16.18,156.21
2005-01-03 13:00:00,127.43,624.66,38.79,468.62,31.31,468.62,163.67,468.62,71.75,468.62,12.81,156.21,10.29,156.21,54.49,156.21,23.63,156.21
2005-01-03 14:00:00,83.08,624.66,26.88,468.62,24.25,468.62,98.39,468.62,66.12,468.62,8.9,156.21,7.94,156.21,32.85,156.21,21.73,156.21
2005-01-03 15:00:00,41.23,624.66,14.67,468.62,14.17,468.62,47.45,468.62,45.34,468.62,4.89,156.21,4.66,156.21,15.98,156.21,15.09,156.21
2005-01-03 16:00:00,1.25,624.66,0.47,468.62,0.47,468.62,0.47,468.62,0.47,468.62,0.16,156.21,0.16,156.21,0.16,156.21,0.16,156.21
2005-01-03 17:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 18:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 19:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 20:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 21:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 22:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-03 23:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
2005-01-04 00:00:00,0.0,624.66,0.0,468.62,0.0,468.62,0.0,468.62,0.0,468.62,0.0,156.21,0.0,156.21,0.0,156.21,0.0,156.21
