Date,roofs_top_kW,roofs_top_m2,walls_east_kW,walls_east_m2,walls_north_kW,walls_north_m2,walls_south_kW,walls_south_m2,walls_west_kW,walls_west_m2,windows_east_kW,windows_east_m2,windows_north_kW,windows_north_m2,windows_south_kW,windows_south_m2,windows_west_kW,windows_west_m2
2009-01-01 00:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 01:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 02:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 03:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 04:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 05:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 06:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 07:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 08:00:00,4.85,1213.17,0.29,206.82,0.86,428.89,0.64,428.9,0.23,206.73,0.22,156.03,0.65,323.55,0.52,323.56,0.19,155.95
2009-01-01 09:00:00,86.45,1213.17,9.6,206.82,11.93,428.89,19.78,428.9,3.12,206.73,7.61,156.03,9.25,323.55,13.27,323.56,2.53,155.95
2009-01-01 10:00:00,158.1,1213.17,16.47,206.82,20.78,428.89,40.08,428.9,6.03,206.73,13.54,156.03,15.98,323.55,24.2,323.56,4.71,155.95
2009-01-01 11:00:00,213.93,1213.17,21.57,206.82,24.9,428.89,59.68,428.9,8.05,206.73,16.85,156.03,19.15,323.55,39.02,323.56,6.3,155.95
2009-01-01 12:00:00,219.98,1213.17,14.8,206.82,26.19,428.89,72.18,428.9,9.31,206.73,11.58,156.03,20.06,323.55,60.12,323.56,7.27,155.95
2009-01-01 13:00:00,183.77,1213.17,9.75,206.82,23.58,428.89,60.94,428.9,10.93,206.73,7.74,156.03,18.05,323.55,54.68,323.56,8.7,155.95
2009-01-01 14:00:00,132.59,1213.17,6.87,206.82,18.8,428.89,40.87,428.9,9.26,206.73,5.46,156.03,14.5,323.55,37.86,323.56,7.64,155.95
2009-01-01 15:00:00,67.08,1213.17,3.06,206.82,9.36,428.89,25.61,428.9,5.79,206.73,2.47,156.03,7.31,323.55,28.47,323.56,5.49,155.95
2009-01-01 16:00:00,2.43,1213.17,0.21,206.82,0.43,428.89,0.37,428.9,0.1,206.73,0.16,156.03,0.32,323.55,0.32,323.56,0.09,155.95
2009-01-01 17:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 18:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 19:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 20:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 21:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 22:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
2009-01-01 23:00:00,0.0,1213.17,0.0,206.82,0.0,428.89,0.0,428.9,0.0,206.73,0.0,156.03,0.0,323.55,0.0,323.56,0.0,155.95
