linearization_type,linearization_zone_air_temperature_heat,linearization_zone_air_temperature_cool,linearization_surface_temperature,linearization_exterior_surface_temperature,linearization_internal_gain_occupancy,linearization_internal_gain_appliances,linearization_ambient_air_temperature,linearization_sky_temperature,linearization_ambient_air_humidity_ratio,linearization_zone_air_humidity_ratio,linearization_irradiation,linearization_co2_concentration,linearization_ventilation_rate_per_square_meter
linearization_default,15,25,25,35,15,15,30,17,0.0216,0.0135,100,500,0.005
