DATE,Name,E_sys_kWh,Qhs_sys_kWh,Qww_sys_kWh,Qcs_sys_kWh
2005-01-01 00:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-01 01:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-01 02:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-01 03:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-01 04:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-01 05:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-01 06:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-01 07:00:00,B08,16.1,116.314,28.694000000000003,0.0
2005-01-01 08:00:00,B08,23.279,110.865,44.931999999999995,0.0
2005-01-01 09:00:00,B08,28.079,93.61,56.135,0.0
2005-01-01 10:00:00,B08,28.079,79.89399999999999,56.126000000000005,0.0
2005-01-01 11:00:00,B08,23.279,67.104,44.912,0.0
2005-01-01 12:00:00,B08,6.806,0.0,0.0,0.0
2005-01-01 13:00:00,B08,23.572,60.851000000000006,44.983999999999995,0.0
2005-01-01 14:00:00,B08,28.373,55.992,56.113,0.0
2005-01-01 15:00:00,B08,28.373,55.266000000000005,56.11600000000001,0.0
2005-01-01 16:00:00,B08,23.572,63.878,44.915,0.0
2005-01-01 17:00:00,B08,16.1,64.388,28.107,0.0
2005-01-01 18:00:00,B08,23.279,64.18,44.92,0.0
2005-01-01 19:00:00,B08,23.279,64.38,44.923,0.0
2005-01-01 20:00:00,B08,23.279,64.734,44.926,0.0
2005-01-01 21:00:00,B08,16.1,65.069,28.116,0.0
2005-01-01 22:00:00,B08,16.1,66.038,28.118000000000002,0.0
2005-01-01 23:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 00:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 01:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 02:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 03:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 04:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 05:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 06:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 07:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 08:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 09:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 10:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 11:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 12:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 13:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 14:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 15:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 16:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 17:00:00,B08,6.5120000000000005,0.0,0.0,0.0
2005-01-02 18:00:00,B08,6.5120000000000005,0.0,0.0,0.0
