DATE,Name,E_sys_kWh,Qhs_sys_kWh,Qww_sys_kWh,Qcs_sys_kWh
2005-01-01 00:00:00,B05,5.357,29.128,1.597,0.0
2005-01-01 01:00:00,B05,5.357,29.818,1.751,0.0
2005-01-01 02:00:00,B05,5.357,30.500999999999998,1.179,0.0
2005-01-01 03:00:00,B05,5.357,30.912,1.057,0.0
2005-01-01 04:00:00,B05,5.357,31.31,1.057,0.0
2005-01-01 05:00:00,B05,5.357,31.691,1.91,0.0
2005-01-01 06:00:00,B05,26.735,13.99,4.946000000000001,0.0
2005-01-01 07:00:00,B05,53.445,0.0,8.398,0.0
2005-01-01 08:00:00,B05,26.736,14.61,13.597000000000001,0.0
2005-01-01 09:00:00,B05,26.736,4.391,13.415999999999999,0.0
2005-01-01 10:00:00,B05,26.724,0.0,12.196,0.0
2005-01-01 11:00:00,B05,53.446000000000005,0.0,13.049000000000001,0.0
2005-01-01 12:00:00,B05,53.496,0.0,13.216,0.0
2005-01-01 13:00:00,B05,26.774,0.0,10.452,0.0
2005-01-01 14:00:00,B05,26.774,0.0,8.379,0.0
2005-01-01 15:00:00,B05,26.774,0.0,6.655,0.0
2005-01-01 16:00:00,B05,53.496,0.0,8.38,0.0
2005-01-01 17:00:00,B05,53.445,0.0,10.802,0.0
2005-01-01 18:00:00,B05,53.453,0.0,14.96,0.0
2005-01-01 19:00:00,B05,53.446000000000005,0.0,11.845,0.0
2005-01-01 20:00:00,B05,26.723000000000003,0.0,6.664,0.0
2005-01-01 21:00:00,B05,26.723000000000003,0.0,6.492999999999999,0.0
2005-01-01 22:00:00,B05,26.723000000000003,0.0,5.289,0.0
2005-01-01 23:00:00,B05,5.358,11.104000000000001,3.238,0.0
2005-01-02 00:00:00,B05,5.357,14.936,1.911,0.0
2005-01-02 01:00:00,B05,5.357,18.817999999999998,1.599,0.0
2005-01-02 02:00:00,B05,5.357,22.761999999999997,1.31,0.0
2005-01-02 03:00:00,B05,5.357,25.232,1.062,0.0
2005-01-02 04:00:00,B05,5.357,27.796999999999997,1.063,0.0
2005-01-02 05:00:00,B05,5.357,30.22,1.3119999999999998,0.0
2005-01-02 06:00:00,B05,26.735,14.493,3.4139999999999997,0.0
2005-01-02 07:00:00,B05,53.445,0.0,6.854,0.0
2005-01-02 08:00:00,B05,26.736,17.855999999999998,10.841,0.0
2005-01-02 09:00:00,B05,26.736,6.77,14.308,0.0
2005-01-02 10:00:00,B05,26.744,2.748,15.692,0.0
2005-01-02 11:00:00,B05,53.45399999999999,0.0,16.548,0.0
2005-01-02 12:00:00,B05,53.496,0.0,14.290999999999999,0.0
2005-01-02 13:00:00,B05,26.774,0.0,12.214,0.0
2005-01-02 14:00:00,B05,26.774,0.0,9.613999999999999,0.0
2005-01-02 15:00:00,B05,26.774,0.0,8.404,0.0
2005-01-02 16:00:00,B05,53.495,0.0,4.95,0.0
2005-01-02 17:00:00,B05,53.445,0.0,9.097000000000001,0.0
2005-01-02 18:00:00,B05,53.446000000000005,0.0,11.873,0.0
2005-01-02 19:00:00,B05,53.446000000000005,0.0,12.915999999999999,0.0
2005-01-02 20:00:00,B05,26.736,6.766,6.681,0.0
2005-01-02 21:00:00,B05,26.735,8.26,6.162999999999999,0.0
2005-01-02 22:00:00,B05,26.735,10.931,5.646,0.0
2005-01-02 23:00:00,B05,5.358,31.994,3.2460000000000004,0.0
2005-01-03 00:00:00,B05,5.357,33.650999999999996,1.62,0.0
2005-01-03 01:00:00,B05,5.357,34.905,1.085,0.0
2005-01-03 02:00:00,B05,5.357,36.03,1.504,0.0
2005-01-03 03:00:00,B05,5.357,37.044000000000004,1.504,0.0
2005-01-03 04:00:00,B05,5.357,37.957,1.061,0.0
2005-01-03 05:00:00,B05,5.358,38.784,6.775,0.0
2005-01-03 06:00:00,B05,26.744,21.764,17.512,0.0
2005-01-03 07:00:00,B05,53.446000000000005,0.0,14.164000000000001,0.0
2005-01-03 08:00:00,B05,26.736,23.590999999999998,11.697000000000001,0.0
2005-01-03 09:00:00,B05,26.736,9.624,8.876,0.0
2005-01-03 10:00:00,B05,26.736,1.2,7.992000000000001,0.0
2005-01-03 11:00:00,B05,53.445,0.0,7.457999999999999,0.0
2005-01-03 12:00:00,B05,53.496,0.0,10.962,0.0
2005-01-03 13:00:00,B05,26.774,0.0,9.735,0.0
2005-01-03 14:00:00,B05,26.774,0.0,5.706,0.0
2005-01-03 15:00:00,B05,26.773000000000003,0.0,5.011,0.0
2005-01-03 16:00:00,B05,53.496,0.0,5.709,0.0
2005-01-03 17:00:00,B05,53.445,0.0,9.74,0.0
2005-01-03 18:00:00,B05,53.446000000000005,0.0,13.782,0.0
2005-01-03 19:00:00,B05,53.446000000000005,0.0,13.959000000000001,0.0
2005-01-03 20:00:00,B05,26.723000000000003,0.0,10.802,0.0
2005-01-03 21:00:00,B05,26.736,0.588,7.992999999999999,0.0
2005-01-03 22:00:00,B05,26.735,2.753,4.494,0.0
2005-01-03 23:00:00,B05,5.358,23.879,3.455,0.0
2005-01-04 00:00:00,B05,5.357,26.340999999999998,1.617,0.0
2005-01-04 01:00:00,B05,5.357,29.455,1.082,0.0
2005-01-04 02:00:00,B05,5.357,31.15,1.5,0.0
2005-01-04 03:00:00,B05,5.357,32.461999999999996,1.501,0.0
2005-01-04 04:00:00,B05,5.357,33.936,1.0590000000000002,0.0
2005-01-04 05:00:00,B05,5.358,35.582,6.772,0.0
2005-01-04 06:00:00,B05,26.744,18.864,17.506,0.0
2005-01-04 07:00:00,B05,53.446000000000005,0.0,14.159,0.0
2005-01-04 08:00:00,B05,26.736,21.959,11.695,0.0
2005-01-04 09:00:00,B05,26.736,20.402,8.879,0.0
2005-01-04 10:00:00,B05,26.736,18.791,8.0,0.0
2005-01-04 11:00:00,B05,53.445,0.0,7.472,0.0
2005-01-04 12:00:00,B05,53.496,0.0,10.985999999999999,0.0
2005-01-04 13:00:00,B05,26.785999999999998,15.555,9.756,0.0
2005-01-04 14:00:00,B05,26.785999999999998,16.52,5.72,0.0
