DATE,Name,E_sys_kWh,Qhs_sys_kWh,Qww_sys_kWh,Qcs_sys_kWh
2005-01-01 00:00:00,B03,25.805999999999997,0.0,21.267,0.0
2005-01-01 01:00:00,B03,25.805999999999997,0.0,21.268,0.0
2005-01-01 02:00:00,B03,25.805999999999997,0.0,21.269000000000002,0.0
2005-01-01 03:00:00,B03,25.805999999999997,0.0,21.27,0.0
2005-01-01 04:00:00,B03,25.805999999999997,0.0,21.271,0.0
2005-01-01 05:00:00,B03,25.805999999999997,0.0,21.271,0.0
2005-01-01 06:00:00,B03,27.515,0.0,23.197,0.0
2005-01-01 07:00:00,B03,48.166000000000004,0.0,32.824,0.0
2005-01-01 08:00:00,B03,44.961999999999996,0.0,32.823,0.0
2005-01-01 09:00:00,B03,45.247,0.0,36.665,0.0
2005-01-01 10:00:00,B03,45.25899999999999,0.0,40.505,0.0
2005-01-01 11:00:00,B03,40.099000000000004,0.0,40.498000000000005,0.0
2005-01-01 12:00:00,B03,43.602,0.0,36.641,0.0
2005-01-01 13:00:00,B03,40.113,0.0,36.639,0.0
2005-01-01 14:00:00,B03,40.125,0.0,40.489000000000004,0.0
2005-01-01 15:00:00,B03,40.125,0.0,40.491,0.0
2005-01-01 16:00:00,B03,39.935,0.0,32.799,0.0
2005-01-01 17:00:00,B03,42.971000000000004,0.0,32.801,0.0
2005-01-01 18:00:00,B03,37.843,0.0,23.18,0.0
2005-01-01 19:00:00,B03,31.006999999999998,0.0,21.259,0.0
2005-01-01 20:00:00,B03,27.589000000000002,0.0,21.261999999999997,0.0
2005-01-01 21:00:00,B03,24.171,0.0,21.265,0.0
2005-01-01 22:00:00,B03,20.753,0.0,21.268,0.0
2005-01-01 23:00:00,B03,20.753,0.0,21.27,0.0
2005-01-02 00:00:00,B03,20.340999999999998,0.0,21.273000000000003,0.0
2005-01-02 01:00:00,B03,20.340999999999998,0.0,21.276999999999997,0.0
2005-01-02 02:00:00,B03,20.340999999999998,0.0,21.281,0.0
2005-01-02 03:00:00,B03,20.340999999999998,0.0,21.281999999999996,0.0
2005-01-02 04:00:00,B03,20.340999999999998,0.0,21.284000000000002,0.0
2005-01-02 05:00:00,B03,20.340999999999998,0.0,21.287,0.0
2005-01-02 06:00:00,B03,22.05,0.0,23.215,0.0
2005-01-02 07:00:00,B03,42.559,0.0,32.85,0.0
2005-01-02 08:00:00,B03,39.141,0.0,32.85,0.0
2005-01-02 09:00:00,B03,39.141,0.0,36.696,0.0
2005-01-02 10:00:00,B03,39.153,0.0,40.544000000000004,0.0
2005-01-02 11:00:00,B03,39.153,0.0,40.538000000000004,0.0
2005-01-02 12:00:00,B03,42.763000000000005,0.0,36.683,0.0
2005-01-02 13:00:00,B03,39.345,0.0,36.681,0.0
2005-01-02 14:00:00,B03,39.357,0.0,40.534,0.0
2005-01-02 15:00:00,B03,39.357,0.0,40.537,0.0
2005-01-02 16:00:00,B03,39.345,0.0,32.836999999999996,0.0
2005-01-02 17:00:00,B03,42.559,0.0,32.838,0.0
2005-01-02 18:00:00,B03,37.431,0.0,23.208000000000002,0.0
2005-01-02 19:00:00,B03,30.595,0.0,21.284000000000002,0.0
2005-01-02 20:00:00,B03,27.177,0.0,21.285999999999998,0.0
2005-01-02 21:00:00,B03,23.759,0.0,21.289,0.0
2005-01-02 22:00:00,B03,20.340999999999998,0.0,21.291,0.0
2005-01-02 23:00:00,B03,20.342,1.0959999999999999,21.293000000000003,0.0
2005-01-03 00:00:00,B03,25.879,4.075,21.293000000000003,0.0
2005-01-03 01:00:00,B03,25.879,5.676,21.293000000000003,0.0
2005-01-03 02:00:00,B03,25.986,7.101,21.293000000000003,0.0
2005-01-03 03:00:00,B03,25.986,8.517999999999999,21.293000000000003,0.0
2005-01-03 04:00:00,B03,25.987,9.853,21.293000000000003,0.0
2005-01-03 05:00:00,B03,44.714,7.756,21.293000000000003,0.0
2005-01-03 06:00:00,B03,67.788,2.465,23.22,0.0
2005-01-03 07:00:00,B03,99.759,0.0,36.495,0.0
2005-01-03 08:00:00,B03,96.88799999999999,0.0,40.132,0.0
2005-01-03 09:00:00,B03,84.867,0.0,47.608000000000004,0.0
2005-01-03 10:00:00,B03,97.603,0.0,55.08,0.0
2005-01-03 11:00:00,B03,66.39,0.0,55.068999999999996,0.0
2005-01-03 12:00:00,B03,88.663,0.0,43.931999999999995,0.0
2005-01-03 13:00:00,B03,97.589,0.0,47.559,0.0
2005-01-03 14:00:00,B03,97.73200000000001,0.0,55.042,0.0
2005-01-03 15:00:00,B03,85.603,0.0,55.05,0.0
2005-01-03 16:00:00,B03,85.529,0.0,40.086,0.0
2005-01-03 17:00:00,B03,88.52,0.0,36.451,0.0
2005-01-03 18:00:00,B03,64.202,0.0,23.191,0.0
2005-01-03 19:00:00,B03,56.332,0.0,21.268,0.0
2005-01-03 20:00:00,B03,52.723,0.0,21.27,0.0
2005-01-03 21:00:00,B03,49.303999999999995,0.0,21.271,0.0
2005-01-03 22:00:00,B03,27.23,0.0,21.274,0.0
2005-01-03 23:00:00,B03,26.695999999999998,0.0,21.276,0.0
2005-01-04 00:00:00,B03,25.877,0.0,21.278000000000002,0.0
2005-01-04 01:00:00,B03,25.877,0.0,21.281999999999996,0.0
2005-01-04 02:00:00,B03,25.984,0.0,21.283,0.0
2005-01-04 03:00:00,B03,25.984,0.0,21.284000000000002,0.0
2005-01-04 04:00:00,B03,25.984,0.0,21.285,0.0
2005-01-04 05:00:00,B03,44.711000000000006,0.0,21.285999999999998,0.0
2005-01-04 06:00:00,B03,67.786,0.0,23.212,0.0
2005-01-04 07:00:00,B03,99.759,0.0,36.482,0.0
2005-01-04 08:00:00,B03,96.88799999999999,0.0,40.12,0.0
2005-01-04 09:00:00,B03,84.867,0.0,47.61,0.0
2005-01-04 10:00:00,B03,97.603,0.0,55.099,0.0
2005-01-04 11:00:00,B03,66.39,0.0,55.099,0.0
2005-01-04 12:00:00,B03,88.663,0.0,43.965,0.0
2005-01-04 13:00:00,B03,97.589,0.0,47.601000000000006,0.0
2005-01-04 14:00:00,B03,97.73200000000001,0.0,55.091,0.0
2005-01-04 15:00:00,B03,85.603,0.0,55.093,0.0
2005-01-04 16:00:00,B03,85.529,0.0,40.111999999999995,0.0
2005-01-04 17:00:00,B03,88.52,0.0,36.475,0.0
2005-01-04 18:00:00,B03,64.202,0.0,23.208000000000002,0.0
2005-01-04 19:00:00,B03,56.332,0.0,21.285,0.0
2005-01-04 20:00:00,B03,52.723,0.0,21.285999999999998,0.0
2005-01-04 21:00:00,B03,49.303999999999995,0.0,21.288,0.0
2005-01-04 22:00:00,B03,27.23,0.0,21.291999999999998,0.0
2005-01-04 23:00:00,B03,26.695999999999998,0.0,21.296,0.0
2005-01-05 00:00:00,B03,25.877,0.0,21.294,0.0
2005-01-05 01:00:00,B03,25.877,0.0,21.295,0.0
2005-01-05 02:00:00,B03,25.984,0.0,21.296,0.0
2005-01-05 03:00:00,B03,25.984,0.0,21.296999999999997,0.0
2005-01-05 04:00:00,B03,25.984,0.0,21.298000000000002,0.0
2005-01-05 05:00:00,B03,44.711000000000006,0.0,21.296999999999997,0.0
2005-01-05 06:00:00,B03,67.786,0.0,23.224,0.0
2005-01-05 07:00:00,B03,99.759,0.0,36.5,0.0
2005-01-05 08:00:00,B03,96.88799999999999,0.0,40.138000000000005,0.0
2005-01-05 09:00:00,B03,84.867,0.0,47.625,0.0
2005-01-05 10:00:00,B03,97.603,0.0,55.11,0.0
2005-01-05 11:00:00,B03,66.39,0.0,55.104,0.0
2005-01-05 12:00:00,B03,88.663,0.0,43.967,0.0
2005-01-05 13:00:00,B03,97.589,0.0,47.601000000000006,0.0
2005-01-05 14:00:00,B03,581.2130000000001,0.0,55.09,0.0
2005-01-05 15:00:00,B03,493.73,0.0,55.093,0.0
2005-01-05 16:00:00,B03,463.81300000000005,0.0,40.114000000000004,0.0
2005-01-05 17:00:00,B03,467.352,0.0,36.479,0.0
2005-01-05 18:00:00,B03,291.245,0.0,23.21,0.0
2005-01-05 19:00:00,B03,276.2,0.0,21.287,0.0
2005-01-05 20:00:00,B03,272.83,0.0,21.289,0.0
2005-01-05 21:00:00,B03,269.812,0.0,21.291999999999998,0.0
2005-01-05 22:00:00,B03,133.30700000000002,0.0,21.295,0.0
2005-01-05 23:00:00,B03,133.04399999999998,0.0,21.298000000000002,0.0
2005-01-06 00:00:00,B03,132.264,0.0,21.3,0.0
2005-01-06 01:00:00,B03,132.46,1.325,21.302,0.0
2005-01-06 02:00:00,B03,132.763,4.615,21.304000000000002,0.0
2005-01-06 03:00:00,B03,132.881,7.395,21.305,0.0
2005-01-06 04:00:00,B03,133.002,39.604,21.299,0.0
2005-01-06 05:00:00,B03,267.656,7.888,21.307,0.0
2005-01-06 06:00:00,B03,414.408,8.346,23.236,0.0
2005-01-06 07:00:00,B03,562.756,1.19,36.522,0.0
2005-01-06 08:00:00,B03,559.714,2.05,40.164,0.0
2005-01-06 09:00:00,B03,484.86400000000003,147.224,47.58,0.0
