DATE,Name,E_sys_kWh,Qhs_sys_kWh,Qww_sys_kWh,Qcs_sys_kWh
2005-01-01 00:00:00,B06,13.538,0.0,0.0,0.0
2005-01-01 01:00:00,B06,13.538,0.0,0.0,0.0
2005-01-01 02:00:00,B06,13.538,0.0,0.0,0.0
2005-01-01 03:00:00,B06,13.538,0.0,0.0,0.0
2005-01-01 04:00:00,B06,13.538,0.0,0.0,0.0
2005-01-01 05:00:00,B06,13.538,0.0,0.0,0.0
2005-01-01 06:00:00,B06,70.692,0.0,0.0,0.0
2005-01-01 07:00:00,B06,70.70100000000001,16.003,2.407,0.0
2005-01-01 08:00:00,B06,92.264,11.033,25.272,0.0
2005-01-01 09:00:00,B06,92.256,0.0,25.267,0.0
2005-01-01 10:00:00,B06,92.256,0.0,25.261999999999997,0.0
2005-01-01 11:00:00,B06,98.72399999999999,0.0,35.407,0.0
2005-01-01 12:00:00,B06,135.541,0.0,84.79,0.0
2005-01-01 13:00:00,B06,131.21,0.0,46.045,0.0
2005-01-01 14:00:00,B06,74.071,0.0,8.802999999999999,0.0
2005-01-01 15:00:00,B06,70.836,0.0,3.0469999999999997,0.0
2005-01-01 16:00:00,B06,70.837,0.0,4.459,0.0
2005-01-01 17:00:00,B06,70.693,0.0,5.882000000000001,0.0
2005-01-01 18:00:00,B06,92.256,0.0,26.694000000000003,0.0
2005-01-01 19:00:00,B06,96.568,0.0,28.195999999999998,0.0
2005-01-01 20:00:00,B06,66.972,0.0,47.574,0.0
2005-01-01 21:00:00,B06,97.175,0.0,71.796,0.0
2005-01-01 22:00:00,B06,82.78299999999999,0.0,19.486,0.0
2005-01-01 23:00:00,B06,31.866,0.0,16.587,0.0
2005-01-02 00:00:00,B06,13.538,0.0,0.0,0.0
2005-01-02 01:00:00,B06,13.538,0.0,0.0,0.0
2005-01-02 02:00:00,B06,13.538,0.0,0.0,0.0
2005-01-02 03:00:00,B06,13.538,0.0,0.0,0.0
2005-01-02 04:00:00,B06,13.538,0.0,0.0,0.0
2005-01-02 05:00:00,B06,13.538,0.0,0.0,0.0
2005-01-02 06:00:00,B06,13.538,0.0,0.0,0.0
2005-01-02 07:00:00,B06,13.538,0.0,0.0,0.0
2005-01-02 08:00:00,B06,35.11,23.55,23.250999999999998,0.0
2005-01-02 09:00:00,B06,35.11,10.3,22.408,0.0
2005-01-02 10:00:00,B06,35.11,5.87,22.406,0.0
2005-01-02 11:00:00,B06,41.578,4.227,31.123,0.0
2005-01-02 12:00:00,B06,78.382,15.364,80.543,0.0
2005-01-02 13:00:00,B06,74.042,0.0,41.776,0.0
2005-01-02 14:00:00,B06,16.903,0.0,5.956,0.0
2005-01-02 15:00:00,B06,13.668,0.0,0.0,0.0
2005-01-02 16:00:00,B06,13.668,0.0,0.0,0.0
2005-01-02 17:00:00,B06,13.538,0.0,0.0,0.0
2005-01-02 18:00:00,B06,35.11,20.838,22.721,0.0
2005-01-02 19:00:00,B06,39.422,24.124000000000002,28.223000000000003,0.0
2005-01-02 20:00:00,B06,41.57899999999999,44.168,47.606,0.0
2005-01-02 21:00:00,B06,71.782,49.066,71.84,0.0
2005-01-02 22:00:00,B06,57.388999999999996,8.232000000000001,19.505,0.0
2005-01-02 23:00:00,B06,31.875,25.46,16.601,0.0
2005-01-03 00:00:00,B06,13.538,0.0,0.0,0.0
2005-01-03 01:00:00,B06,13.538,0.0,0.0,0.0
2005-01-03 02:00:00,B06,13.538,0.0,0.0,0.0
2005-01-03 03:00:00,B06,13.538,0.0,0.0,0.0
2005-01-03 04:00:00,B06,13.538,0.0,0.0,0.0
2005-01-03 05:00:00,B06,13.538,0.0,0.0,0.0
2005-01-03 06:00:00,B06,70.692,0.0,0.0,0.0
2005-01-03 07:00:00,B06,70.70100000000001,21.32,2.4659999999999997,0.0
2005-01-03 08:00:00,B06,92.264,25.996,25.287,0.0
2005-01-03 09:00:00,B06,92.264,7.132000000000001,25.281999999999996,0.0
2005-01-03 10:00:00,B06,92.256,0.0,25.275,0.0
2005-01-03 11:00:00,B06,98.72399999999999,0.0,35.425,0.0
2005-01-03 12:00:00,B06,135.541,0.0,84.83,0.0
2005-01-03 13:00:00,B06,131.21,0.0,46.068000000000005,0.0
2005-01-03 14:00:00,B06,74.071,0.0,8.811,0.0
2005-01-03 15:00:00,B06,70.836,0.0,3.054,0.0
2005-01-03 16:00:00,B06,70.837,0.0,4.465,0.0
2005-01-03 17:00:00,B06,70.693,0.0,5.89,0.0
2005-01-03 18:00:00,B06,92.256,0.0,26.706999999999997,0.0
2005-01-03 19:00:00,B06,96.568,0.0,28.209,0.0
2005-01-03 20:00:00,B06,66.972,0.0,47.593,0.0
2005-01-03 21:00:00,B06,97.175,0.0,71.822,0.0
