ID,UUID,name,ID_recycling,recycling_method,density,unit,UBP_total,UBP_production,UBP_recycling,overall_energy_total,overall_energy_production,overall_energy_production_in_process,overall_energy_prodution_in_material,overall_recycling,renewable_energy_total,renewable_energy_production,renewable_energy_production_in_process,renewable_energy_prodution_in_material,renewable_recycling,unrenewable_energy_total,unrenewable_energy_production,unrenewable_energy_production_in_process,unrenewable_energy_prodution_in_material,unrenewable_recycling,GHG_emission_total,GHG_emission_production,GHG_emission_recycling,biogenic_carbon_in_product,,
06.004,0FE00428-0CF6-4CC1-A4B1-BA186F56D57E,Chromnickelstahlblech 18/8 blank,91.143,"Entsorgung, Stahl","7,900",kg,"9,710","9,690",11.1,17.0,17,17,0,0,2.4,2,2,0,0,14.6,15,15,0,0,4.12,4.11,0.00693,0,"Tôle d'acier nickel-chrome 18/8, nue","Élimination, acier"
06.005,7AD1957E-FC33-43A8-88F8-2A4DD83A362A,Chromnickelstahlblech 18/8 verzinnt,91.143,"Entsorgung, Stahl","7,900",kg,"13,000","13,000",11.1,25.0,25,25,0,0,2.7,3,3,0,0,22.3,22,22,0,0,5.88,5.87,0.00693,0,Tôle d'acier nickel-chrome étamée 18/8,"Élimination, acier"
06.006,75CC3E80-7E5F-4E12-898A-03966A87E3E6,Chromstahlblech blank,91.143,"Entsorgung, Stahl","7,700",kg,"7,080","7,070",11.1,9.5,9,9,0,0,1.0,1,1,0,0,8.5,9,9,0,0,2.74,2.73,0.00693,0,"Tôle d'acier chromé, nue","Élimination, acier"
06.007,4594A8BF-8167-4183-9A45-CB64DF6D95B8,Chromstahlblech verzinnt,91.143,"Entsorgung, Stahl","7,700",kg,"10,400","10,400",11.1,17.5,18,18,0,0,1.3,1,1,0,0,16.2,16,16,0,0,4.49,4.48,0.00693,0,"Tôle d'acier chromé, étamée","Élimination, acier"
06.008,92E11D9B-9BC5-4032-BB06-2082CE3D8AFD,"Kupferblech, blank",91.141,"Entsorgung, Nichteisenmetalle","8,900",kg,"24,500","24,500",19.8,10.5,11,11,0,0,1.6,2,2,0,0,8.9,9,9,0,0,2.20,2.20,0.00792,0,"Tôle de cuivre, nue","Élimination, métaux non ferreux"
06.009,EB9E1E6E-6F40-4CB7-B373-5D66FD146CF5,Messing-/Baubronzeblech,91.141,"Entsorgung, Nichteisenmetalle","8,300",kg,"25,500","25,400",19.8,13.0,13,13,0,0,1.9,2,2,0,0,11.1,11,11,0,0,2.71,2.70,0.00792,0,Tôle de laiton/bronze de construction,"Élimination, métaux non ferreux"
06.010,38C1572A-3CE8-47C0-B24E-5E924A8AD97E,"Stahlblech, blank",91.143,"Entsorgung, Stahl","7,850",kg,"5,260","5,250",11.1,8.4,8,8,0,0,0.6,1,1,0,0,7.8,8,8,0,0,2.80,2.79,0.00693,0,Tôle d'acier nue,"Élimination, acier"
06.011,68F8D468-2A49-430A-A94A-A3073A85B029,"Stahlblech, verzinkt",91.143,"Entsorgung, Stahl","7,850",kg,"15,200","15,200",11.1,17.0,17,17,0,0,1.4,1,1,0,0,15.6,16,16,0,0,4.49,4.48,0.00693,0,"Tôle d'acier, zinguée","Élimination, acier"
06.012,4DC70979-B6CA-4DA5-A291-6F1A082EE475,"Stahlprofil, blank",91.143,"Entsorgung, Stahl","7,850",kg,"1,290","1,280",11.1,3.6,4,4,0,0,0.3,0,0,0,0,3.4,3,3,0,0,0.737,0.730,0.00693,0,"Profil en acier, nu","Élimination, acier"
06.013,3A017EE3-8EAE-4957-9976-39EA72157918,Titanzinkblech,91.141,"Entsorgung, Nichteisenmetalle","7,200",kg,"27,800","27,800",19.8,20.1,20,20,0,0,2.6,3,3,0,0,17.5,17,17,0,0,4.03,4.02,0.00792,0,Tôle zinc-titane,"Élimination, métaux non ferreux"
07.001,BBA9796B-B084-473D-B362-E703FAD37CAA,3- und 5-Schicht Massivholzplatte,91.048,"Entsorgung, Dreischichtplatte",453,kg,"1,010",932,80.3,15.4,15,10,5,0,13.3,13,8,5,0,2.2,2,2,0,0,0.469,0.414,0.055,0,Bois massif 3 et 5 plis,"Élimination, panneau tricouche"
07.021,f346cb73-61fb-4468-b500-3bfc161d80a6,Balkenschichtholz,91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,790,716,73.8,10.2,10,5,5,0,8.6,9,3,5,0,1.6,1,1,0,0,0.342,0.293,0.049,0,Bois d'équarrissage,"Élimination, lamellé-collé"
07.003,75F8C2B2-0B4E-4243-93D6-9D8B721B4D12,Brettschichtholz,91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,769,696,73.8,9.7,10,4,5,0,8.1,8,3,5,0,1.53,1,1,0,0,0.335,0.286,0.049,0,Bois lamellé-collé,"Élimination, lamellé-collé"
07.003.01,5D0AAC66-9661-4D7A-A239-8A8931B4CFF3,"Brettschichtholz, Produktion Schweiz",91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,681,607,74,9.2,9,4,5,0,8.0,8,3,5,0,1.2,1,1,0,0,0.25,0.204,0.05,0.45,"Bois lamellé-collé, colle MF, zone humide, production Suisse","Élimination, lamellé-collé"
07.002,1095B95F-6036-45CA-B450-7A3A8E1897BB,Brettschichtholz,91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,769,696,73.8,9.7,10,4,5,0,8.1,8,3,5,0,1.53,1,1,0,0,0.335,0.286,0.049,0.446,Bois lamellé-collé,"Élimination, lamellé-collé"
07.002.01,D6C6F539-93DD-4C07-AF40-3EF6321D4FBD,"Brettschichtholz, Produktion Schweiz",91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,681,607,74,9.2,9,4,5,0,8.0,8,3,5,0,1.2,1,1,0,0,0.25,0.204,0.05,0.45,"Bois lamellé-collé, colle UF, zone sèche, production Suisse","Élimination, lamellé-collé"
07.020,83c72ece-6641-4675-97f0-a6236caf7e7f,Brettsperrholz,91.047,"Entsorgung, Brettschichtholz verleimt",436,kg,849,776,73.8,9.9,10,5,5,0,8.1,8,3,5,0,1.8,2,2,0,0,0.365,0.316,0.049,0.449,Contreplaqué de planches,"Élimination, plaque de serrage, agent liant 10 %"
07.020.01,25754a33-5165-4d33-b2d2-e8422557b849,"Brettsperrholz, Produktion Schweiz",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",424,kg,711,638,73.8,7.3,7,2,5,0,5.7,6,1,5,0,1.6,2,1,0,0,0.250,0.201,0.049,0.448,"Contreplaqué de placage, production Suisse","Élimination, plaque de serrage, agent liant 10 %"
07.022,b914b5f8-ce92-4da0-8c94-055ee668b154,Furniersperrholz,91.145,"Entsorgung, Spanplatte, 10% Bindemittel",823,kg,"1,970","1,870",106.0,14.3,14,9,5,0,9.3,9,5,5,0,5.1,5,4,1,0,1.020,0.942,0.080,0,Contreplaqué de placage,"Élimination, plaque de serrage, agent liant 10 %"
07.004,99B2F7E4-22F3-4C8E-9C76-D3CBADA830E2,Hartfaserplatte,91.049,"Entsorgung, Holzfaserplatte hart",955,kg,"1,770","1,700",68.4,11.2,11,6,5,0,7.1,7,2,5,0,4.1,4,4,0,0,1.070,1.030,0.044,0,Panneau de particules dur,"Élimination, panneau de fibres dur"
07.005,C916FBF8-EB8F-43A7-9D11-9E92CF9F083D,"Holzwolle-Leichtbauplatte, zementgebunden",91.144,"Entsorgung, Verbundmaterialien, organisch-mineralisch",400,kg,770,685,85.2,3.3,3,2,2,0,2.0,2,0,2,0,1.27,1,1,0,0,0.534,0.498,0.0357,0,Panneau de bois léger à paille de bois liée par du ciment,"Élimination, matériaux composites, organique-minéral"
07.025,2dc81359-969b-4c73-acbb-c1c5e704d8ad,Holzwolle Faschine,,,,,,,,,,,,,,,,,,,,,,,,,,,fascine en laine de bois,
07.025.01,89a24a27-7cf1-495b-8ddb-2e9c1a061b2a,Holzwolle Quickquader-Faschine Howolis Lindner Suisse GmbH,,,12.6,kg,964,964,0.0,7.8,8,3,5,0,5.5,6,1,5,0,2.3,2,2,0,0,0.296,0.296,0.000,0.413,fascine Howolis Quickquader en laine de bois Lindner Suisse GmbH,
07.023,dff243df-ce92-429c-b6f4-a1e3ca114b16,Konstruktionsvollholz,91.049,"Entsorgung, Holzfaserplatte hart",436,kg,689,620,68.4,9.5,9,4,5,0,8.3,8,3,5,0,1.24,1,1,0,0,0.288,0.244,0.0441,0,Bois massif de construction,"Élimination, panneau de fibres dur"
07.008,5452FFFF-13C9-4D8B-803B-E644F35A3325,"Massivholz Buche / Eiche, kammergetrocknet, gehobelt",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",675,kg,436,373,62.9,7.9,8,3,5,0,7.3,7,2,5,0,0.66,1,1,0,0,0.152,0.113,0.0390,0,"Bois massif hêtre / chêne, séché en cellule, raboté","Élimination, bois et matériaux dérivés, bois massif"
07.008.01,348B6926-0D2A-4820-AA05-C815FE65A421,"Massivholz Buche / Eiche, kammergetrocknet, gehobelt, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",675,kg,396,333,63,8.0,8,3,5,0,7.4,7,2,5,0,0.6,0,0,0,0,0.12,0.083,0.04,0.45,"Bois massif hêtre / chêne, séché en cellule, raboté, production Suisse","Élimination, bois et matériaux dérivés, bois massif"
07.007,9AC95A58-6438-48B7-BB6A-B07B6F4CFB6A,"Massivholz Buche / Eiche, kammergetrocknet, rau",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",675,kg,392,329,62.9,7.7,8,3,5,0,7.1,7,2,5,0,0.57,0,0,0,0,0.135,0.096,0.0390,0,"Bois massif hêtre, chêne, séché en cellule, brut","Élimination, bois et matériaux dérivés, bois massif"
07.007.01,698D8A43-8983-432E-A51B-D90C9BA23AC1,"Massivholz Buche / Eiche, kammergetrocknet, rau, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",675,kg,356,293,63,7.7,8,3,5,0,7.2,7,2,5,0,0.5,0,0,0,0,0.11,0.070,0.04,0.45,"Bois massif hêtre, chêne, séché en cellule, brut, production Suisse","Élimination, bois et matériaux dérivés, bois massif"
07.006,531C8578-0D4B-469A-ACE5-8E3A536FC47C,"Massivholz Buche / Eiche, luftgetrocknet, rau",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",705,kg,323,260,62.9,6.7,7,2,5,0,6.2,6,2,5,0,0.48,0,0,0,0,0.1200,0.0812,0.03900,0,"Bois massif hêtre / chêne, séché à l'air, brut","Élimination, bois et matériaux dérivés, bois massif"
07.006.01,F9547BDA-290C-44C5-8794-C921A2DED0BA,"Massivholz Buche / Eiche, luftgetrocknet, rau, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",705,kg,290,227,63,6.7,7,2,5,0,6.3,6,2,5,0,0.4,0,0,0,0,0.10,0.059,0.04,0.41,"Bois massif hêtre / chêne, séché à l'air, brut, production Suisse","Élimination, bois et matériaux dérivés, bois massif"
07.011,3D89DC7F-1638-4C94-AFA8-DC31CAC210BC,"Massivholz Fichte / Tanne / Lärche, kammergetr., gehobelt",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",465,kg,476,413,62.9,6.8,7,2,5,0,6.1,6,1,5,0,0.78,1,1,0,0,0.173,0.134,0.0390,0,"Bois massif épicéa / sapin / mélèze, séché en cellule, raboté","Élimination, bois et matériaux dérivés, bois massif"
07.011.01,D122C786-0887-4B71-BEBD-513955B5F184,"Massivholz Fichte / Tanne / Lärche, kammergetr., gehobelt, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",465,kg,459,396,63,6.7,7,1,5,0,5.9,6,1,5,0,0.7,1,1,0,0,0.16,0.117,0.04,0.45,"Bois massif épicéa / sapin / mélèze, séché en cellule, raboté, production Suisse","Élimination, bois et matériaux dérivés, bois massif"
07.011.02,C4DE94C2-36D6-4BB9-9753-228622401A82,"Massivholz Fichte / Tanne, kammergetr., Vollholzhaus holzpur",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",420,kg,430,367,63,10.4,10,5,5,0,10.0,10,5,5,0,0.5,0,0,0,0,0.13,0.094,0.04,0.45,"Bois massif épicéa / sapin, séché en cellule, holzpur","Élimination, bois et matériaux dérivés, bois massif"
07.010,C6FE17BA-12BD-4454-B0F0-74CA8C665D6B,"Massivholz Fichte / Tanne / Lärche, luftgetr., gehobelt",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,401,338,62.9,5.9,6,1,5,0,5.2,5,0,5,0,0.67,1,1,0,0,0.156,0.117,0.03900,0,"Bois massif épicéa / sapin / mélèze, séché à l'air, raboté","Élimination, bois et matériaux dérivés, bois massif"
07.010.01,0AABF430-9178-4975-8390-B4C585739DE2,"Massivholz Fichte / Tanne / Lärche, luftgetr., gehobelt, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,385,322,63,5.7,6,1,5,0,5.1,5,0,5,0,0.6,1,1,0,0,0.14,0.103,0.04,0.41,"Bois massif épicéa / sapin / mélèze, séché à l'air, raboté, production Suisse","Élimination, bois et matériaux dérivés, bois massif"
07.009,EB82F166-04B1-49F0-A586-FD8F92824196,"Massivholz Fichte / Tanne / Lärche, luftgetrocknet, rau",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,317,254,62.9,5.5,5,1,5,0,5.0,5,0,5,0,0.51,0,0,0,0,0.1290,0.0904,0.03900,0,"Bois massif épicéa / sapin / mélèze, séché à l'air, brut","Élimination, bois et matériaux dérivés, bois massif"
07.009.01,ADBDB232-AC94-49B1-9EB6-652076C22BAB,"Massivholz Fichte / Tanne / Lärche, luftgetrocknet, rau, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,306,243,63,5.4,5,1,5,0,4.9,4.870,0,5,0,0.5,0,0,0.000,0,0.12,0.081,0.04,0.41,"Bois massif épicéa / sapin / mélèze, séché à l'air, brut, production Suisse","Élimination, bois et matériaux dérivés, bois massif"
07.012,962B816C-DBD4-445F-8392-E4F8532069C8,"Mitteldichte Faserplatte (MDF), UF-gebunden",91.050,"Entsorgung, Faserplatte mittlerer Dichte (MDF)",685,kg,"1,550","1,420",128.0,10.3,10,4,6,0,5.9,6,1,5,0,4.5,4,3,1,0,0.954,0.854,0.100,0,"Panneau de fibres à densité moyenne (MDF), colle UF","Élimination, panneau de fibres de compacité moyenne"
07.013,BD66B05D-27E3-4ADF-85A2-E0ABBBA686A5,"OSB Platte, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",605,kg,"1,030",922,106.0,11.0,11,5,6,0,8.3,8,3,5,0,2.7,3,2,1,0,0.563,0.483,0.080,0,"Panneau d'aggloméré type OSB, colle PF, zone humide","Élimination, plaque de serrage, agent liant 10 %"
07.024,2ec4e1b4-5694-4169-b734-b38c2365aaac,Röhrenspanplatte,91.145,"Entsorgung, Spanplatte, 10% Bindemittel",272,kg,"1,340","1,230",106.0,10.5,10,5,6,0,6.9,7,2,5,0,3.7,4,3,1,0,0.813,0.733,0.080,0,Panneau de particules tubulaire,"Élimination, plaque de serrage, agent liant 10 %"
07.015,F54AEECA-7B3B-4ACE-B4CB-88527B1C903C,"Spanplatte, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",640,kg,886,780,106.0,6.9,7,2,4,0,4.4,4,1,4,0,2.56,2,2,1,0,0.529,0.450,0.080,0,"Panneau de particules, colle PF, zone humide","Élimination, plaque de serrage, agent liant 10 %"
07.016,FB830352-0350-46F9-BF46-73733C576386,"Spanplatte, UF-gebunden, beschichtet, Trockenbereich",91.057,"Entsorgung, Spanplatte, 10% Bindemittel, 3.5% MF-gebunden",640,kg,"1,210","1,090",122.0,8.4,8,4,5,0,4.7,5,1,3,0,3.7,4,2,1,0,0.735,0.641,0.095,0,"Panneau de particules, colle UF, enduit, zone sèche","Élimination, plaque de serrage, agent liant 10 %, 3,5 % résine MF"
07.014,E88CFF0D-059B-4E8A-93BC-A4E3A917A2F6,"Spanplatte, UF-gebunden, Trockenbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",640,kg,886,780,106.0,6.9,7,2,4,0,4.4,4,1,4,0,2.6,2,2,1,0,0.529,0.450,0.080,0,"Panneau de particules, colle UF, zone sèche","Élimination, plaque de serrage, agent liant 10 %"
07.018,32B17B00-83C9-412F-899B-03B8DB3781BF,"Sperrholz/Multiplex, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",500,kg,"2,870","2,770",106.0,17.0,17,12,5,0,10.1,10,6,4,0,6.9,7,6,1,0,1.43,1.350,0.080,0,"Bois lamellé / multiplex, colle PF, zone humide","Élimination, plaque de serrage, agent liant 10 %"
07.017,55C3FB36-27C5-40BB-B51C-715C9F2984FE,"Sperrholz/Multiplex, UF-gebunden, Trockenbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",500,kg,"2,140","2,030",106.0,14.7,15,10,5,0,10.0,10,6,4,0,4.7,5,4,1,0,0.95,0.868,0.080,0,"Bois lamellé / multiplex, colle UF, zone sèche","Élimination, plaque de serrage, agent liant 10 %"
07.019,134906e4-dbd4-42e3-828c-e819fea6a651,"Stabschichtholz, Buche",,,,,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.00,0.000,0.000,0,Bois lamellé-collé en hêtre,
08.001,21330D47-1D7A-36C8-7F0E-CB11F4CB2767,2-Komponenten Klebstoff,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche","1,500",kg,"10,100","9,910",236,24.6,25,25,0,0,0.4,0,0,0,0,24.3,24,24,0,0,4.84,4.65,0.19,0,Colle bicomposant,"Élimination, colles, produits d'étanchéité, peintures"
08.002,CA0CC8C0-0CF0-4DE4-A9E8-C3B416365119,Heissbitumen,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche","1,000",kg,"2,040","1,800",236,15.0,15,3,12,0,0.1,0,0,0,0,15.0,15,3,12,0,1.09,0.906,0.19,0,"Masse bitumeuse, chaude","Élimination, colles, produits d'étanchéité, peintures"
08.003,9831C103-3AC5-439B-9BF1-3C1976328C98,Kautschukdichtungsmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche","1,500",kg,"6,870","6,630",236,24.7,25,17,8,0,0.3,0,0,0,0,24.4,24,16,8,0,2.42,2.23,0.19,0,Masse de jointoiement en caoutchouc,"Élimination, colles, produits d'étanchéité, peintures"
08.004,0732FA24-108B-41A5-A86B-71ADB88B5F21,Polysulfiddichtungsmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche","1,600",kg,"2,890","2,660",236,8.2,8,7,1,0,0.4,0,0,0,0,7.8,8,7,1,0,1.72,1.53,0.19,0,Masse de jointoiement en polysulfide,"Élimination, colles, produits d'étanchéité, peintures"
08.005,85E73CA0-F8D0-4F4D-BA4F-074E3BBD8A31,Silicon-Fugenmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche","1,000",kg,"4,570","4,340",236,16.3,16,8,8,0,1.9,2,2,0,0,14.5,14,6,8,0,2.91,2.72,0.19,0,Masse de jointoiement en silicone,"Élimination, colles, produits d'étanchéité, peintures"
09.001,01CD6F3D-BD57-4002-A3FB-6CD6DF5868D7,Dampfbremse bituminös,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen","1,100",kg,"5,220","2,790","2,430",14.1,14,6,8,0,0.7,1,1,0,0,13.5,13,6,8,0,3.64,1.31,2.33,0,Barrière de vapeur bitumineuse,"Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.002,5155BF82-EBE7-4FE9-A0C3-3B52FF372827,Dampfbremse Polyethylen (PE),91.037,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE",920,kg,"6,930","4,120","2,810",25.7,26,14,11,0,0.9,1,1,0,0,24.8,25,13,11,0,5.42,2.75,2.67,0,Barrière de vapeur PE,"Élimination, feuilles d'étanchéité et de protection, frein de vapeur en PE"
09.003,7BA5DD3A-06EF-4108-853B-3687B698FF22,Dichtungsbahn bituminös,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen","1,100",kg,"4,350","1,920","2,430",12.6,12,5,7,0,0.3,0,0,0,0,12.3,12,5,7,0,3.33,1.000,2.33,0,Lé d'étanchéité bitumineux,"Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.11,7734C0C2-7D2F-4604-A1A8-D8CB9E7310C7,"Bituminöse Dichtungsbahn, swissporBIKUPLAN ECO",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen","1,267",kg,"3,510","1,080","2,430",6.4,6,3,3,0,0.2,0,0,0,0,6.1,6,2,3,0,2.92,0.588,2.33,0.00,"Lé d'étanchéité bitumineux, swissporBIKUPLAN ECO","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.01,8363831F-FB86-4CDD-B1F2-138E478F34B0,"Bituminöse Dichtungsbahn, swissporBIKUTOP",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen","1,269",kg,"4,060","1,630","2,430",10.5,10,4,6,0,0.2,0,0,0,0,10.3,10,4,6,0,3.24,0.907,2.33,0.00,"Lé d'étanchéité bitumineux, swissporBIKUTOP","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.02,3734EA52-A3C5-4A05-A040-03322A348AE1,"Bituminöse Dichtungsbahn, swissporBIKUTOP ECO",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen","1,256",kg,"3,420",983,"2,430",5.8,5,3,3,0,0.2,0,0,0,0,5.5,5,2,3,0,2.88,0.550,2.33,0.00,"Lé d'étanchéité bitumineux, swissporBIKUTOP ECO","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.12,996bca23-d530-4e8e-b4f1-6f6f57b89e0a,Elastomerbitumen-Dichtungsbahn Sopravap EVA 35 flam,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4.6,kg,"3,750","1,320","2,430",8.6,8,4,5,0,0.3,0,0,0,0,8.2,8,3,5,0,3.05,0.717,2.33,0.00,Feuille d'étanchéité à base de bitume élastomèren Sopravap EVA 35 flam,
09.003.13,45f59ef0-c310-4611-bd9f-96c3f29ff6a3,Elastomerbitumen-Dichtungsbahn Sopralen EGV 3,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4.0,kg,"3,680","1,250","2,430",8.4,8,4,4,0,0.3,0,0,0,0,8.1,8,3,4,0,3.02,0.686,2.33,0.00,Feuille d'étanchéité à base de bitume élastomèren Sopralen EGV 3,
09.003.14,417f2b8c-45c8-406b-97ac-ef149321e8f7,Elastomerbitumen-Dichtungsbahn Sopralen EGV 3.5,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4.8,kg,"3,660","1,230","2,430",8.4,8,4,5,0,0.3,0,0,0,0,8.1,8,3,5,0,3.01,0.678,2.33,0.00,Feuille d'étanchéité à base de bitume élastomèren Sopralen EGV 3.5,
09.003.15,0d94f5a6-1b6a-469e-bf01-0ddab8f03d10,Elastomerbitumen-Dichtungsbahn Sopralen Premier EP 5 ard flam,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4.8,kg,"3,690","1,260","2,430",8.0,8,4,4,0,0.3,0,0,0,0,7.6,7,3,4,0,3.06,0.728,2.33,0.00,Feuille d'étanchéité à base de bitume élastomèren Sopralen Premier EP 5 ard flam,
09.003.16,a06b8703-9c56-4844-bbbd-388e15772d67,Elastomerbitumen-Dichtungsbahn Sopralen Jardin EP 5 ard flam,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5.4,kg,"3,720","1,290","2,430",8.1,8,4,4,0,0.3,0,0,0,0,7.7,7,3,4,0,3.07,0.742,2.33,0.00,Feuille d'étanchéité à base de bitume élastomèren Sopralen Jardin EP 5 ard flam,
09.003.17,11a560d2-4cc5-4cd6-9b99-0945186d224e,Elastomerbitumen-Dichtungsbahn Sopragum Flam HT-O Jardin S5,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5.6,kg,"4,240","1,810","2,430",10.4,10,5,5,0,0.3,0,0,0,0,10.0,10,5,5,0,3.38,1.050,2.33,0.00,Feuille d'étanchéité à base de bitume élastomèren Sopragum Flam HT-O Jardin S5,
09.003.18,3030d795-4231-40bc-803f-4f6218b99104,Elastomerbitumen-Dichtungsbahn SOPREMA Vapro Alpino,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5.8,kg,"4,190","1,760","2,430",9.6,9,5,4,0,0.3,0,0,0,0,9.3,9,5,4,0,3.38,1.050,2.33,0.00,Feuille d'étanchéité à base de bitume élastomèren SOPREMA Vapro Alpino,
09.003.19,431554b3-cf1e-422c-8593-f2c5946cb82f,Elastomerbitumen-Dichtungsbahn SOPREMA Vapro Nature,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5.8,kg,"4,190","1,760","2,430",9.6,9,5,4,0,0.3,0,0,0,0,9.3,9,5,4,0,3.38,1.050,2.33,0.00,Feuille d'étanchéité à base de bitume élastomèren SOPREMA Vapro Nature,
09.004,90159AF7-455B-4996-A1AC-6D5B6E3242F4,Dichtungsbahn Gummi (EPDM),91.147,"Entsorgung, Dichtungsbahnen und Schutzfolien, EPDM","1,100",kg,"8,110","4,860","3,240",25.5,25,17,8,0,0.8,1,1,0,0,24.7,24,16,8,0,5.84,2.74,3.10,0,Lé d'étanchéité caoutchouc (EPDM),"Élimination, bandes d'étanchéité et de protection, EPDM"
09.005,CFA0CA34-15A6-4D99-AEC3-CA60F46DBE4D,Dichtungsbahn Polyolefin (FPO),91.148,"Entsorgung, Dichtungsbahnen und Schutzfolien, Polyolefin","1,000",kg,"7,880","5,070","2,810",23.6,23,12,12,0,0.4,0,0,0,0,23.1,23,11,12,0,5.18,2.52,2.67,0,Lé d'étanchéité polyoléfine (FPO),"Élimination, bandes d'étanchéité et de protection, polyoléfine"
09.010,acd9f802-59c4-4caf-9250-bd1827c2079d,Holzwolle-Erosionsschutzvlies,,,,,,,,,,,,,,,,,,,,,,,,,,, tapis anti-érosion en laine de bois,
09.010.01,baa9751c-643c-4c60-8016-87e73f2043f7,Holzwolle-Erosionsschutzvlies Howolis Lindner Suisse GmbH,,,0.28,kg,"3,080","3,080",0,21.1,21,16,5,0,10.3,10,6,5,0,10.8,11,11,0,0,0.84,0.835,0.00,0.41, tapis anti-érosion en laine de bois Howolis Lindner Suisse GmbH,
09.010.02,5271b843-d7f2-40b8-b060-c1dd23ab8148,Holzwolle-Erosionsschutz-/Abdeck-/Schutz-/Dämmvlies Lindner Suisse GmbH,,,0.54,kg,"2,010","2,010",0,16.1,16,11,6,0,9.2,9,4,6,0,6.9,7,7,0,0,0.55,0.546,0.00,0.49, tapis de laine de bois anti-érosion/couverture/protection/isolationHowolis Lindner Suisse GmbH,
09.006,5C26C97A-D10C-49A8-815E-06A340CCC448,Kraftpapier,91.149,"Entsorgung, Kraft-Papier",650,kg,"3,450","3,250",206.0,20.8,21,16,5,0,13.0,13,8,5,0,7.7,8,8,0,0,1.67,1.61,0.0580,0,Papier Kraft,"Élimination, papier kraft"
