ID,UUID,name,ID_recycling,recycling_method,density,unit,UBP_total,UBP_production,UBP_recycling,overall_energy_total,overall_energy_production,overall_energy_production_in_process,overall_energy_prodution_in_material,overall_recycling,renewable_energy_total,renewable_energy_production,renewable_energy_production_in_process,renewable_energy_prodution_in_material,renewable_recycling,unrenewable_energy_total,unrenewable_energy_production,unrenewable_energy_production_in_process,unrenewable_energy_prodution_in_material,unrenewable_recycling,GHG_emission_total,GHG_emission_production,GHG_emission_recycling,biogenic_carbon_in_product,,
02.002.02,adbada8c-108b-4869-a098-bc2cda5c5929,"Kalksandstein, Hunziker Kalksandstein AG",91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",1200-2000,kg,190,148,42.5,0.304,0.249,0.249,0,0.0548,0.0167,0.0145,0.0145,0,0.00221,0.287,0.235,0.235,0,0.0526,0.106,0.0938,0.0127,0,"Grès, Hunziker Kalksandstein AG","Élimination, matériaux de construction, minéral, non spécifique"
02.003,45766F6B-BC17-4725-B939-23AA76838736,Leichtlehmstein,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",700,kg,353,311,42.5,1.56,1.5,1.5,0,0.0548,0.793,0.791,0.791,0,0.00221,0.764,0.711,0.711,0,0.0526,0.18,0.167,0.0127,0,Brique en argile légère,"Élimination, matériaux de construction, minéral, non spécifique"
02.004,2DEEC4B0-D3FE-4124-A08A-0DD398A65220,"Leichtzementstein, Blähton",91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch","1,200",kg,609,566,42.5,1.48,1.42,1.42,0,0.0548,0.0564,0.0541,0.0541,0,0.00221,1.42,1.37,1.37,0,0.0526,0.428,0.415,0.0127,0,Pierre en béton léger: argile expansée,"Élimination, matériaux de construction, minéral, non spécifique"
02.005,27B5089E-6003-4920-991A-0BCC005B9434,"Leichtzementstein, Naturbims",91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",1200,kg,322,280,42.5,0.4,0.345,0.345,0,0.0548,0.0367,0.0345,0.0345,0,0.00221,0.363,0.311,0.311,0,0.0526,0.212,0.2,0.0127,0,Pierre en béton léger: pierre ponce naturelle,"Élimination, matériaux de construction, minéral, non spécifique"
02.006,406B9ED4-C9C0-41E2-B945-7844C7313250,Porenbetonstein,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",500,kg,573,531,42.5,0.93,0.876,0.876,0,0.0548,0.0709,0.0687,0.0687,0,0.00221,0.86,0.807,0.807,0,0.0526,0.426,0.413,0.0127,0,Béton cellulaire,"Élimination, matériaux de construction, minéral, non spécifique"
02.007,69524911-E277-4B29-827D-B8475E4D8C23,Zementstein,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch","1,700",kg,214,172,42.5,0.252,0.197,0.197,0,0.0548,0.0263,0.0241,0.0241,0,0.00221,0.225,0.173,0.173,0,0.0526,0.126,0.114,0.0127,0,Plot de ciment,"Élimination, matériaux de construction, minéral, non spécifique"
02.007.01,288A84C2-129A-431D-B135-7F7A3F9D0CBD,"Erdstein, aus gepresster Erde, Terrabloc",91.177.01,"Entsorgung, Erdstein, aus gepresster Erde, Terrabloc","1,850",kg,136,84,51.6,0.152,0.139,0.132,0.00701,0.013,0.01,0.01,0.00573,0.00427,0,0.142,0.129,0.126,0.00274,0.013,0.057,0.054,0.003,0,"Bloc de terre compressé, terrabloc","Élimination, pierre de terre, en terre comprimée, Terrabloc"
02.007.02,276ac558-09e7-4a6d-b6d8-5643d08bcf9b,"Hanfsteine, Schönthaler AG",91.176.01,"Entsorgung, Hanfsteine, Schönthaler AG",300,kg,824,751,72.1,3.72,3.57,1.86,1.72,0.149,1.81,1.8,0.0873,1.72,0.00431,1.91,1.77,1.77,0,0.145,0.372,0.338,0.0334,0.15,"Pierres de chanvre, Schönthaler AG","Élimination, pierres de chanvre, Schönthaler AG"
03.021,fc996053-6ce2-4be3-a99f-42fb01b5d1ce,Betongranulat 1,91.062,"Entsorgung, Kies und Sand","1,500",kg,43,3,40.2,0.0654,0.0105,0.0105,0,0.0548,0.00374,0.00148,0.00148,0,0.00226,0.0616,0.00905,0.00905,0,0.0526,0.014,0.00132,0.0126,0,Granulés de béton 1,"Élimination, gravier et sable"
03.001,D00BA00E-D63B-4109-ADC0-4D9A3367734D,Betonziegel,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch","2,300",kg,326,284,42.5,0.506,0.452,0.452,0,0.0548,0.038,0.0358,0.0358,0,0.00221,0.468,0.416,0.416,0,0.0526,0.209,0.196,0.0127,0,Tuiles en béton,"Élimination, matériaux de construction, minéral, non spécifique"
03.002,8873B601-8644-4FF4-B2CF-042546B8500D,Faserzement-Dachschindel,91.137,"Entsorgung, Faserzement","1,800",kg,"1,100","1,030",67.8,2.66,2.6,2.6,0,0.0544,0.496,0.495,0.495,0,0.0016,2.16,2.11,2.11,0,0.0528,0.699,0.686,0.0132,0,Bardeau de fibrociment,"Élimination, ciment à fibres"
03.003,EC993875-136D-4857-B06E-BB581EA9DA43,Faserzementplatte gross,91.137,"Entsorgung, Faserzement","1,800",kg,"1,510","1,450",67.8,3.54,3.49,3.49,0,0.0544,0.62,0.619,0.619,0,0.0016,2.92,2.87,2.87,0,0.0528,1.03,1.02,0.0132,0,"Dalle de fibrociment, grande","Élimination, ciment à fibres"
03.004,08C9C771-82D9-4925-8E06-39A4367A8370,Faserzement-Wellplatte,91.137,"Entsorgung, Faserzement","1,800",kg,1060,991,67.8,2.34,2.28,2.28,0,0.0544,0.557,0.556,0.556,0,0.0016,1.78,1.72,1.72,0,0.0528,0.649,0.636,0.0132,0,Plaque ondulée en fibrociment,"Élimination, ciment à fibres"
03.005,9304338C-8D4A-4EE3-B1A2-43977ADA18A4,Flachglas beschichtet,91.032,"Entsorgung, Flachglas","2,500",kg,1990,1920,68.8,4.9,4.78,4.78,0,0.121,0.263,0.251,0.251,0,0.0121,4.64,4.53,4.53,0,0.109,1.2,1.18,0.0191,0,"Verre plat, enduit","Élimination, verre plat"
03.006,8A03A7D4-FB51-48D0-BA86-9D13EE70A0D9,Flachglas unbeschichtet,91.032,"Entsorgung, Flachglas",2500,kg,1790,1720,68.8,4.22,4.1,4.1,0,0.121,0.143,0.131,0.131,0,0.0121,4.08,3.97,3.97,0,0.109,1.14,1.12,0.0191,0,"Verre plat, non enduit","Élimination, verre plat"
03.007,45BEA46B-47E9-425F-926C-AEB31CB4A09D,Gipsfaserplatte,91.063,"Entsorgung, Gipsfaserplatte","1,200",kg,873,801,71.5,2.57,2.49,2.49,0,0.0823,0.098,0.0938,0.0938,0,0.00418,2.47,2.39,2.39,0,0.0781,0.552,0.533,0.0186,0.0449,Plaque de plâtre armé de fibres,"Élimination, plaque de plâtre armé de fibres"
03.007.01,e2d949c3-d7aa-4074-9ea4-fed438c157d5,Gipsfaserplatte Fermacell,91.063,"Entsorgung, Gipsfaserplatte",1180,kg,596,524,71.4,2.16,2.08,2.08,0,0.0822,0.69,0.686,0.686,0,0.0041,1.47,1.4,1.4,0,0.0781,0.335,0.317,0.0186,0.0617,Plaque de plâtre armé de fibres Fermacell,"Élimination, plaque de plâtre armé de fibres"
03.008,38A83C73-92BD-492B-B435-97332A84863E,Gipskartonplatte,91.064,"Entsorgung, Gipskartonplatte",850,kg,523,452,71.7,1.42,1.34,1.34,0,0.082,0.089,0.0848,0.0848,0,0.00417,1.33,1.25,1.25,0,0.0778,0.301,0.283,0.0187,0.018,Plaque de plâtre cartonnée,"Élimination, plaque de plâtre cartonné"
03.016,DB2B00A9-DBF6-CA2A-BAC1-9BCCE4E4846A,Gips-Wandbauplatte / Vollgipsplatte,91.069,"Entsorgung, Gips-Wandbauplatte / Vollgipsplatte","1,000",kg,531,459,71.3,1.48,1.4,1.4,0,0.0825,0.0323,0.0281,0.0281,0,0.00419,1.45,1.37,1.37,0,0.0783,0.317,0.298,0.0185,0,Blocs de gypse / plâtre massif,"Élimination, plaque de plâtre murale / plaque de plâtre massif"
03.023,a3868d35-8eaf-47d0-be53-2f7e988a1cce,Glasfaserbeton,91.061,"Entsorgung, Beton",,,,,,,,,,,,,,,,,,,,,,,,,Composite ciment-verre,"Élimination, béton"
03.023.01,3c956888-cdbf-42fa-8759-172ed1f7822d,Glasfaserbeton Ecomur,91.061,"Entsorgung, Beton","2,105",kg,"1,280","1,250",35.9,2.71,2.66,2.66,0,0.0541,0.546,0.544,0.544,0,0.00192,2.17,2.12,2.12,0,0.0522,0.823,0.811,0.0128,0,Composite ciment-verre Ecomur,"Élimination, béton"
03.009,B787C33A-9D88-414E-84DE-3E087E3639ED,Hartsandsteinplatte,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",2500,kg,112,69.3,42.5,0.321,0.266,0.266,0,0.0548,0.046,0.0438,0.0438,0,0.00221,0.275,0.223,0.223,0,0.0526,0.0406,0.028,0.0127,0,Plaque de grès dur,"Élimination, matériaux de construction, minéral, non spécifique"
03.017,8FE3FD69-2400-4DC4-933B-E91CDE601165,Kalksteinplatte,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch","2,500",kg,141,98.3,42.5,0.365,0.31,0.31,0,0.0548,0.0261,0.0239,0.0239,0,0.00221,0.338,0.286,0.286,0,0.0526,0.0736,0.061,0.0127,0,Plaque de calcaire dur,"Élimination, matériaux de construction, minéral, non spécifique"
03.010,8B49329A-8573-47FC-8D1A-9F2E4640C4E6,Keramik-/Steinzeugplatte,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",2600,kg,4100,4060,42.5,3.93,3.88,3.88,0,0.0548,0.212,0.21,0.21,0,0.00221,3.72,3.67,3.67,0,0.0526,0.793,0.78,0.0127,0,Dalle de céramique/grès,"Élimination, matériaux de construction, minéral, non spécifique"
03.011,1300707C-F4F2-4FDC-AF3B-E31F5840F18E,Kies gebrochen 1,91.062,"Entsorgung, Kies und Sand",1'400 - 1'500,kg,64.8,24.6,40.2,0.0924,0.0376,0.0376,0,0.0548,0.00776,0.0055,0.0055,0,0.00226,0.0847,0.0321,0.0321,0,0.0526,0.0176,0.00501,0.0126,0,Gravier concassé 1,"Élimination, gravier et sable"
03.022,805e0a9f-a660-4446-b7df-f9c3b43824c2,Mischgranulat 1,91.062,"Entsorgung, Kies und Sand","1,600",kg,41,1,40.2,0.0554,0.000522,0.000522,0,0.0548,0.00233,0.0000665,0.0000665,0,0.00226,0.053,0.000456,0.000456,0,0.0526,0.0133,0.00071,0.0126,0,Granulés pour mélange 1,"Élimination, gravier et sable"
03.012,1A0D933D-B136-4441-B98F-6E6FFD1DFDD8,Rundkies 1,91.062,"Entsorgung, Kies und Sand",1'600 - 1'700,kg,59.4,19.2,40.2,0.0722,0.0174,0.0174,0,0.0548,0.00405,0.00179,0.00179,0,0.00226,0.0682,0.0156,0.0156,0,0.0526,0.0157,0.00305,0.0126,0,Gravier rond 1,"Élimination, gravier et sable"
03.013,B6F7B71D-25CE-45F6-BA5A-1A786AC69E0B,Sand 1,91.062,"Entsorgung, Kies und Sand","1,500",kg,59.4,19.2,40.2,0.0722,0.0174,0.0174,0,0.0548,0.00405,0.00179,0.00179,0,0.00226,0.0682,0.0156,0.0156,0,0.0526,0.0157,0.00305,0.0126,0,Sable 1,"Élimination, gravier et sable"
03.014,A5A3BA1D-7F7F-4677-9E1C-3545B9DF79BA,Sanitärkeramik,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch","2,000",kg,4680,4640,42.5,11.5,11.4,11.4,0,0.0548,0.367,0.365,0.365,0,0.00221,11.1,11.1,11.1,0,0.0526,2.38,2.37,0.0127,0,Céramique sanitaire,"Élimination, matériaux de construction, minéral, non spécifique"
03.020,D3586070-8058-4A67-BC89-68508822DA21,Stampflehm,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch","2,000",kg,80.1,32,48.2,0.0846,0.0794,0.0794,0,0.00523,0.00514,0.00487,0.00487,0,0.00027,0.0795,0.0745,0.0745,0,0.00496,0.0194,0.0183,0.00115,0,Mur en pisé,"Élimination, matériaux de construction, minéral, non spécifique"
03.015,84E2D4F6-D61F-4EDF-9D13-7DA1543A7887,Tonziegel,91.138,"Entsorgung, Ziegel","1,700",kg,514,479,35.6,1.15,1.1,1.1,0,0.0539,0.0357,0.0338,0.0338,0,0.00193,1.11,1.06,1.06,0,0.052,0.385,0.373,0.0127,0,Tuile en terre cuite,"Élimination des déchets, briques"
04.008,FA96A840-32DF-4C9A-935F-19037F653A62,Baukleber/Einbettmörtel mineralisch,91.139,"Entsorgung, Mörtel, Putze",1400,kg,633,590,42.5,1.7,1.65,1.65,0,0.0545,0.175,0.173,0.173,0,0.00208,1.53,1.47,1.47,0,0.0524,0.406,0.393,0.0127,0,Colle de construction/mortier d'enrobage minéral(e) ,"Élimination, mortier, crépi"
04.010,985B3DC3-846D-49CE-9067-8F50B4FE70D7,Baukleber/Einbettmörtel mineralisch Leichtzuschlag,91.139,"Entsorgung, Mörtel, Putze","1,100",kg,638,595,42.5,1.76,1.71,1.71,0,0.0545,0.154,0.152,0.152,0,0.00208,1.61,1.56,1.56,0,0.0524,0.426,0.414,0.0127,0,Colle de construction/mortier d'enrobage minéral(e) avec agrégats légers,"Élimination, mortier, crépi"
04.002,3A9DAB99-F63E-4DC7-9D95-2789F2A46143,Baukleber/Einbettmörtel organisch,91.139,"Entsorgung, Mörtel, Putze","1,670",kg,1390,1350,42.5,4.31,4.26,4.26,0,0.0545,0.163,0.161,0.161,0,0.00208,4.15,4.1,4.1,0,0.0524,0.777,0.764,0.0127,0,Colle de construction/mortier d'enrobage organique,"Élimination, mortier, crépi"
04.017,BE39AA2B-67C3-4306-AD5D-5261E43D632D,Gips-Kalk-Putz,91.139,"Entsorgung, Mörtel, Putze",925,kg,251,209,42.5,0.739,0.685,0.685,0,0.0545,0.0649,0.0629,0.0629,0,0.00208,0.674,0.622,0.622,0,0.0524,0.158,0.145,0.0127,0,Enduit en plâtre et chaux,"Élimination, mortier, crépi"
04.001,76D9CFC6-6174-4644-829E-1020C95D5322,Gips-/Weissputz,91.139,"Entsorgung, Mörtel, Putze","1,100",kg,241,199,42.5,0.744,0.689,0.689,0,0.0545,0.0633,0.0612,0.0612,0,0.00208,0.68,0.628,0.628,0,0.0524,0.151,0.138,0.0127,0,Crépi de plâtre,"Élimination, mortier, crépi"
04.003,D4AB5F70-61BE-4668-8A2C-FF1C755A1728,Kunststoffputz (Dispersionsputz),91.139,"Entsorgung, Mörtel, Putze","1,540",kg,1740,1700,42.5,5.44,5.38,4.61,0.779,0.0545,0.238,0.236,0.236,0,0.00208,5.2,5.15,4.37,0.779,0.0524,0.97,0.957,0.0127,0,Crépi synthétique (enduit de dispersion),"Élimination, mortier, crépi"
04.013,9BD4C9E4-4499-4215-9215-2EF12370ACE6,Kalk-Zement/Zement-Kalk-Putz,91.139,"Entsorgung, Mörtel, Putze","1,550",kg,396,353,42.5,0.851,0.796,0.796,0,0.0545,0.136,0.134,0.134,0,0.00208,0.715,0.662,0.662,0,0.0524,0.263,0.251,0.0127,0,Crépi chaux-ciment,"Élimination, mortier, crépi"
04.004,412F0DEF-2F16-4D81-95CF-2A7394086B28,Lehmputz,91.139,"Entsorgung, Mörtel, Putze","1,800",kg,96.2,53.7,42.5,0.191,0.137,0.137,0,0.0545,0.019,0.0169,0.0169,0,0.00208,0.172,0.12,0.12,0,0.0524,0.0323,0.0195,0.0127,0,Enduit de glaise,"Élimination, mortier, crépi"
04.015,A8D1862B-6EEC-48B6-83BC-8EFACE342122,Leichtputz mineralisch,91.139,"Entsorgung, Mörtel, Putze","1,000",kg,574,532,42.5,1.4,1.34,1.34,0,0.0545,0.164,0.162,0.162,0,0.00208,1.23,1.18,1.18,0,0.0524,0.373,0.36,0.0127,0,Enduit minéral léger,"Élimination, mortier, crépi"
04.011,868CB13D-7EF0-454B-B4FD-AE2B04538206,Silikatputz (Dispersionssilikatputz),91.139,"Entsorgung, Mörtel, Putze","1,880",kg,1880,1840,42.5,5.76,5.71,5.71,0,0.0545,0.278,0.276,0.276,0,0.00208,5.49,5.43,5.43,0,0.0524,1.08,1.07,0.0127,0,Crépi silicate (silicate de dispersion),"Élimination, mortier, crépi"
04.012,324E5DE0-FEB1-49C3-9188-F1AA0E119514,Silikonharzputz,91.139,"Entsorgung, Mörtel, Putze","1,670",kg,2010,1970,42.5,6.45,6.4,6.4,0,0.0545,0.361,0.359,0.359,0,0.00208,6.09,6.04,6.04,0,0.0524,1.14,1.13,0.0127,0,Crépi à la résine de silicone,"Élimination, mortier, crépi"
04.016,333331BA-98CA-49BD-887A-D65AA4D5B2C4,Sumpfkalkputz,91.139,"Entsorgung, Mörtel, Putze",1350,kg,745,702,42.5,1.9,1.84,1.84,0,0.0545,0.13,0.128,0.128,0,0.00208,1.77,1.72,1.72,0,0.0524,0.51,0.497,0.0127,0,Enduit à la chaux grasse,"Élimination, mortier, crépi"
04.005,3B956811-9D40-452C-BAC2-FBA122630C43,"Unterlagsboden Anhydrit, 60 mm",91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch","2,000",kg,215,172,42.5,0.461,0.407,0.407,0,0.0548,0.0323,0.0301,0.0301,0,0.00221,0.429,0.376,0.376,0,0.0526,0.0911,0.0784,0.0127,0,"Chape d'anhydrite, 60 mm","Élimination, matériaux de construction, minéral, non spécifique"
04.006,B0F22D3F-709D-408F-9ACA-1533FA4C7F45,"Unterlagsboden Zement, 85 mm",91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch","1,850",kg,206,163,42.5,0.268,0.213,0.213,0,0.0548,0.0366,0.0344,0.0344,0,0.00221,0.231,0.179,0.179,0,0.0526,0.12,0.107,0.0127,0,"Chape de ciment, 85 mm","Élimination, matériaux de construction, minéral, non spécifique"
04.007,E68F96C7-984A-47B5-B17C-B2806BD1CF1C,Wärmedämmputz EPS,91.139,"Entsorgung, Mörtel, Putze",250,kg,964,921,43,1.94,1.88,1.46,0.424,0.0545,0.151,0.148,0.148,0,0.00208,1.79,1.74,1.31,0.424,0.0524,0.727,0.714,0.0127,0,Enduit d'isolation thermique EPS,"Élimination, mortier, crépi"
04.014,223F00DA-C2D9-4971-879F-F391648A0155,Weisszementputz,91.139,"Entsorgung, Mörtel, Putze",1550,kg,507,464,43,1.04,0.987,0.987,0,0.0545,0.141,0.139,0.139,0,0.00208,0.901,0.848,0.848,0,0.0524,0.353,0.341,0.0127,0,Crépi en ciment blanc,"Élimination, mortier, crépi"
04.009,382D5231-E4CF-42D6-B935-D41BA653E3EE,Zementputz,91.139,"Entsorgung, Mörtel, Putze",1550,kg,391,348,42.5,0.782,0.728,0.728,0,0.0545,0.128,0.126,0.126,0,0.00208,0.654,0.602,0.602,0,0.0524,0.261,0.248,0.0127,0,Enduit de ciment,"Élimination, mortier, crépi"
05.008,297C8AF9-6B6F-47A2-9F51-A0D37EFCB892,"Fassade, Pfosten-Riegel, Alu/Glas 1",91.135,"Entsorgung, Fassade, Pfosten-Riegel, Alu/Glas",-,m2,"329,000","313,000","15,500",776,771,771,0,5.72,73.2,72.8,72.8,0,0.49,703,698,698,0,5.23,182,169,13.1,0,"Façade, à montants et traverses, Alu/Glas","Élimination, façade, à montants et traverses, aluminium/verre"
05.022,5905B6AD-722F-40CB-9877-57D366B4ABF4,"Fassadenplatte, Aluverbund, 4 mm",91.103,"Entsorgung, Fassadenplatte, Aluverbund, 4 mm",7.1,m2,"74,900","66,600","8,270",216,216,216,0,0.921,24,24,24,0,0.0511,192,192,192,0,0.87,43.3,35.7,7.65,0,"Panneau de façade, en aluminium, 4 mm","Élimination, panneau de façade, en aluminium, 4 mm"
05.028,d3cdab2e-988a-4dcf-a9a9-00bda1cfe0ee,"Fassadenplatte, Glasfaserbeton",91.061,"Entsorgung, Beton",,,,,,,,,,,,,,,,,,,,,,,,,"Élément de façade, composite ciment-verre","Élimination, béton"
05.028.01,33d095f4-9d1b-4bbb-bd49-2bc99388facd,"Fassadenplatte, Glasfaserbeton Ecomur, 15mm",91.061,"Entsorgung, Beton",33.6,m2,"44,886","43,680","1,206",91.160832,89.3424,89.3424,0,1.818432,17.166912,17.1024,17.1024,0,0.064512,73.99392,72.24,72.24,0,1.75392,29.76288,29.3328,0.43008,0,"Élément de façade, composite ciment-verre Ecomur, 15mm","Élimination, béton"
05.028.02,e87386b1-baac-4021-8cdb-e9588c9cfeaa,"Fassadenplatte, Glasfaserbeton Ecomur, 18mm",91.061,"Entsorgung, Beton",40.3,m2,"53,837","52,390","1,447",109.338736,107.1577,107.1577,0,2.181036,20.590076,20.5127,20.5127,0,0.077376,88.74866,86.645,86.645,0,2.10366,35.69774,35.1819,0.51584,0,"Élément de façade, composite ciment-verre Ecomur, 18mm","Élimination, béton"
05.023,4722E1EF-E1A5-470C-8310-F4DC0300F7F3,"Fassadenplatte, Hochdrucklaminatplatte (HPL), 8.1 mm",91.106,"Entsorgung, HPL-Fassadenplatten",11.6,m2,"73,400","58,400","15,000",282,279,216,63.2,3.26,84.4,84.2,47.5,36.7,0.205,198,195,168,26.5,3.05,46,33.3,12.6,3.28,"Panneau de façade, stratifié (HPL), 8,1 mm","Élimination, panneaux de façade stratifiés"
05.025,D4B0ECEB-1E00-4A60-A09E-D631A07E2EE3,"Fassadenplatte, Kalkstein, 30 mm",91.140,"Entsorgung, Fassade, mineralisch, Kalkstein",78,m2,"11,000","7,670","3,310",28.4,24.2,24.2,0,4.28,2.04,1.87,1.87,0,0.172,26.4,22.3,22.3,0,4.1,5.74,4.75,0.989,0,"Panneau de façade, calcaire, 30 mm","Élimination, façade, minéral, calcaire"
05.024,4BA8E23B-3562-494B-87B2-9D891B313B9B,"Fassadenplatte, Kunststoff glasfaserverstärkt (GFK), 1.6 mm",91.071,"Entsorgung, GFK-Fassadenplatte",2.4,m2,"31,700","25,700","6,000",79,78.3,69.3,9.02,0.683,3.63,3.6,3.6,0,0.0291,75.4,74.7,65.7,9.02,0.654,22.1,16.6,5.51,0,"Panneau de façade, plastique à renfort de verre (PRV), 1,6 mm","Élimination, panneau de façade renforcé de fibre de verre (PRV)"
05.004,9F6858EE-648D-43AA-A72E-46D8A0B25E11,"Fensterrahmen Aluminium 2,5",91.105,"Entsorgung, Gebäude, Fensterrahmen, Aluminium",-,m2,"246,000","230,000","16,200",631,629,629,0,2.09,77.5,77.4,77.4,0,0.107,553,551,551,0,1.98,132,117,14.9,0,Cadre de fenêtre en aluminium,"Élimination, bâtiment, cadre de fenêtre en aluminium"
05.004.01,A4A06F21-D291-4225-99D1-EAEAAD11A2A3,"Fensterrahmen Aluminium, WICLINE 75evo, hergestellt mit Hydro CIRCAL 75R 2,5",91.105.01,"Entsorgung, Gebäude, Fensterrahmen Aluminium, WICLINE 75evo, hergestellt mit Hydro CIRCAL 75R",-,m2,"177,000","171,000","6,240",247,247,247,0,0.495,53.9,53.9,53.9,0,0.0156,193,193,193,0,0.48,55.6,49.6,5.98,0,"Cadre de fenêtre en aluminium, WICLINE 75evo, fabriqué avec Hydro CIRCAL 75R 2","Élimination, bâtiment, cadre de fenêtre en aluminium, WICLINE 75evo, fabriqué avec Hydro CIRCAL 75R"
05.005,E65D5066-3C25-440A-A67B-44AACF067AD5,"Fensterrahmen Holz 2,6",91.029,"Entsorgung, Gebäude, Fensterrahmen, Holz",-,m2,"77,700","70,600","7,120",362,360,264,95.5,2.03,190,190,104,85.7,0.0357,172,170,160,9.8,2,36.2,30.3,5.89,7.5,Cadre de fenêtre en bois,"Élimination, bâtiment, cadre de fenêtre bois"
05.005.01,7fc677ab-2fc6-41f9-a1a0-7524d56ea307,"Fensterrahmen Holz, Saphir integral 67/55, G. Baumgartner AG 2,6",91.029.01,"Entsorgung, Gebäude, Fensterrahmen, Holz, Saphir integral 67/55, G. Baumgartner AG",-,m2,"59,300","55,400","3,960",253,252,198,54,1.25,114,114,67.3,47,0.0221,139,138,131,7.03,1.23,25.4,22,3.36,4.11,"Cadre de fenêtre en bois, Saphir intégral 67/55, G. Baumgartner AG 2","Élimination, bâtiment, cadre de fenêtre bois, saphir intégral 67/55, G. Baumgartner SA"
05.006,5D3F1239-2A50-4539-8DEF-341218D0F70A,"Fensterrahmen Holz-Metall 2,6",91.030,"Entsorgung, Gebäude, Fensterrahmen, Holz-Metall",-,m2,"134,000","126,000","8,230",479,477,394,83.6,1.93,179,179,108,71.4,0.0369,300,298,286,12.2,1.89,65.7,58.6,7.11,6.25,Cadre de fenêtre bois-métal,"Élimination, bâtiment, cadre de fenêtre bois-métal"
05.006.01,11d36a08-6653-4405-bb9e-2dbbd8e71d8e,"Fensterrahmen Holz-Metall, Saphir integral 55/55, G. Baumgartner AG 2,6",91.030.01,"Entsorgung, Gebäude, Fensterrahmen, Holz-Metall, Saphir integral 55/55, G. Baumgartner AG",-,m2,"79,600","71,900","7,640",306,304,245,58.8,1.49,113,113,69.6,43.5,0.0309,193,191,176,15.3,1.46,38,31.1,6.9,3.81,"Cadre de fenêtre bois-métal, Saphir intégral 55/55, G. Baumgartner AG 2","Élimination, bâtiment, cadre de fenêtre bois, saphir intégral 55/55, G. Baumgartner SA"
05.007,84E9C627-DD03-4A9F-AB74-C19202145195,"Fensterrahmen Kunststoff/PVC 2,6",91.031,"Entsorgung, Gebäude, Fensterrahmen, Plastik",-,m2,"115,000","103,000","11,800",344,338,257,81.1,5.8,15.6,15.1,15.1,0,0.494,328,323,242,81.1,5.31,63.4,53.2,10.2,0,Cadre en matière synthétique (PVC) 2,"Élimination, bâtiment, cadre de fenêtre plastique"
05.001,F9C5864D-7143-472A-A4CB-7ED4DC0B447F,"Isolierverglasung 2-fach, Ug-Wert 1.1 W/m2K, Dicke 24 mm 3",91.042,"Entsorgung, Isolierverglasung 2-fach, Float/ESG, Ug-Wert 1.1 W/m2K, Dicke 24 mm",-,m2,"70,700","65,800","4,910",178,175,175,0,2.93,10.5,10.2,10.2,0,0.277,167,165,165,0,2.66,44.3,40.7,3.6,0,"Double vitrage, U<1.1 W/m2K, épaisseur 24 mm 3","Élimination, vitrage isolant 2-IV, verre ESG, U<1.1 W/m2K, 24 mm d'épaisseur"
05.009,7785FAA6-5F71-47CC-8753-2694318F593D,"Isolierverglasung 2-fach, Ug-Wert 1.1 W/m2K, Dicke 18 mm 3",91.107,"Entsorgung, Isolierverglasung 2-fach, Ug-Wert 1.1 W/m2K, Dicke 18 mm",-,m2,"78,900","74,800","4,090",208,205,205,0,2.85,13.2,12.9,12.9,0,0.272,195,192,192,0,2.58,48.6,45.7,2.84,0,"Double vitrage, U<1.1 W/m2K, épaisseur 18 mm 3","Élimination, double vitrage, U<1.1 W/m2K, épaisseur 18 mm"
05.010,235E295B-72C0-461F-8320-6D07BA2F7021,"Isolierverglasung 2-fach, ESG, Ug-Wert 1.1 W/m2K 3",91.042,"Entsorgung, Isolierverglasung 2-fach, Float/ESG, Ug-Wert 1.1 W/m2K, Dicke 24 mm",-,m2,"87,000","82,100","4,910",235,232,232,0,2.93,18.9,18.7,18.7,0,0.277,216,214,214,0,2.66,52.1,48.5,3.6,0,"Double vitrage, verre ESG, U<1.1 W/m2K 3","Élimination, vitrage isolant 2-IV, verre ESG, U<1.1 W/m2K, 24 mm d'épaisseur"
05.002,7D185B01-5484-4A8B-A8F5-73CB990EE890,"Isolierverglasung 2-fach, VSG, Ug-Wert 1.1 W/m2K 3",91.043,"Entsorgung, Isolierverglasung 2-fach, Float/ESG/VSG, Ug-Wert 1.1 W/m2K",-,m2,"128,000","119,000","8,730",346,341,341,0,4.55,21.7,21.2,21.2,0,0.424,324,320,320,0,4.12,79.3,72.6,6.68,0,"Double vitrage, verre VSG, U<1.1 W/m2K 3","Élimination, vitrage isolant 2-IV, verre ESG/VSG, U<1.1 W/m2K,"
