DATE,Hour,Hour2,Month,Day,tintH_set,tintC_set,People,Ve,I_int,w_int,Ealf_nove,Epro,Qcdata,Qcrefri,Edata,Mww,Mw
3/1/2010 6:00,7,55,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 7:00,8,56,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 8:00,9,57,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 9:00,10,58,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 10:00,11,59,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 11:00,12,60,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 12:00,13,61,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 13:00,14,62,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 14:00,15,63,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 15:00,16,64,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 16:00,17,65,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 17:00,18,66,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 18:00,19,67,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 19:00,20,68,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 20:00,21,69,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 21:00,22,70,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 22:00,23,71,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
3/1/2010 23:00,24,72,1,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 0:00,1,73,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 1:00,2,74,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 2:00,3,75,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 3:00,4,76,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 4:00,5,77,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 5:00,6,78,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 6:00,7,79,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 7:00,8,80,1,2,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
4/1/2010 8:00,9,81,1,2,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
4/1/2010 9:00,10,82,1,2,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
4/1/2010 10:00,11,83,1,2,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
4/1/2010 11:00,12,84,1,2,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
4/1/2010 12:00,13,85,1,2,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
4/1/2010 13:00,14,86,1,2,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
4/1/2010 14:00,15,87,1,2,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
4/1/2010 15:00,16,88,1,2,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
4/1/2010 16:00,17,89,1,2,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
4/1/2010 17:00,18,90,1,2,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
4/1/2010 18:00,19,91,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 19:00,20,92,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 20:00,21,93,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 21:00,22,94,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 22:00,23,95,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2010 23:00,24,96,1,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 0:00,1,97,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 1:00,2,98,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 2:00,3,99,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 3:00,4,100,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 3:59,5,101,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 4:59,6,102,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 5:59,7,103,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 6:59,8,104,1,3,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
5/1/2010 7:59,9,105,1,3,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
5/1/2010 8:59,10,106,1,3,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
5/1/2010 9:59,11,107,1,3,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
5/1/2010 10:59,12,108,1,3,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
5/1/2010 11:59,13,109,1,3,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
5/1/2010 12:59,14,110,1,3,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
5/1/2010 13:59,15,111,1,3,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
5/1/2010 14:59,16,112,1,3,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
5/1/2010 15:59,17,113,1,3,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
5/1/2010 16:59,18,114,1,3,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
5/1/2010 17:59,19,115,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 18:59,20,116,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 19:59,21,117,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 20:59,22,118,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 21:59,23,119,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 22:59,24,120,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2010 23:59,1,121,1,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 0:59,2,122,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 1:59,3,123,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 2:59,4,124,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 3:59,5,125,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 4:59,6,126,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 5:59,7,127,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 6:59,8,128,1,4,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
6/1/2010 7:59,9,129,1,4,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
6/1/2010 8:59,10,130,1,4,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
6/1/2010 9:59,11,131,1,4,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
6/1/2010 10:59,12,132,1,4,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
6/1/2010 11:59,13,133,1,4,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
6/1/2010 12:59,14,134,1,4,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
6/1/2010 13:59,15,135,1,4,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
6/1/2010 14:59,16,136,1,4,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
6/1/2010 15:59,17,137,1,4,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
6/1/2010 16:59,18,138,1,4,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
6/1/2010 17:59,19,139,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 18:59,20,140,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 19:59,21,141,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 20:59,22,142,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 21:59,23,143,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 22:59,24,144,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
6/1/2010 23:59,1,145,1,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 0:59,2,146,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 1:59,3,147,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 2:59,4,148,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 3:59,5,149,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 4:59,6,150,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 5:59,7,151,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 6:59,8,152,1,5,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
7/1/2010 7:59,9,153,1,5,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
7/1/2010 8:59,10,154,1,5,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
7/1/2010 9:59,11,155,1,5,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
7/1/2010 10:59,12,156,1,5,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
7/1/2010 11:59,13,157,1,5,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
7/1/2010 12:59,14,158,1,5,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
7/1/2010 13:59,15,159,1,5,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
7/1/2010 14:59,16,160,1,5,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
7/1/2010 15:59,17,161,1,5,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
7/1/2010 16:59,18,162,1,5,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
7/1/2010 17:59,19,163,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 18:59,20,164,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 19:59,21,165,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 20:59,22,166,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 21:59,23,167,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 22:59,24,168,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
7/1/2010 23:59,1,169,1,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 0:59,2,170,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 1:59,3,171,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 2:59,4,172,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 3:59,5,173,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 4:59,6,174,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 5:59,7,175,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 6:59,8,176,1,6,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
8/1/2010 7:59,9,177,1,6,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
8/1/2010 8:59,10,178,1,6,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
8/1/2010 9:59,11,179,1,6,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
8/1/2010 10:59,12,180,1,6,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
8/1/2010 11:59,13,181,1,6,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
8/1/2010 12:59,14,182,1,6,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
8/1/2010 13:59,15,183,1,6,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
8/1/2010 14:59,16,184,1,6,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
8/1/2010 15:59,17,185,1,6,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
8/1/2010 16:59,18,186,1,6,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
8/1/2010 17:59,19,187,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 18:59,20,188,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 19:59,21,189,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 20:59,22,190,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 21:59,23,191,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 22:59,24,192,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
8/1/2010 23:59,1,193,1,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 0:59,2,194,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 1:59,3,195,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 2:59,4,196,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 3:59,5,197,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 4:59,6,198,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 5:59,7,199,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 6:59,8,200,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 7:59,9,201,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 8:59,10,202,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 9:59,11,203,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
9/1/2010 10:59,12,204,1,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
