DATE,Hour,Hour2,Month,Day,tintH_set,tintC_set,People,Ve,I_int,w_int,Ealf_nove,Epro,Qcdata,Qcrefri,Edata,Mww,Mw
13/4/2010 9:59,11,2459,4,3,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
13/4/2010 10:59,12,2460,4,3,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
13/4/2010 11:59,13,2461,4,3,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
13/4/2010 12:59,14,2462,4,3,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
13/4/2010 13:59,15,2463,4,3,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
13/4/2010 14:59,16,2464,4,3,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
13/4/2010 15:59,17,2465,4,3,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
13/4/2010 16:59,18,2466,4,3,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
13/4/2010 17:59,19,2467,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
13/4/2010 18:59,20,2468,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
13/4/2010 19:59,21,2469,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
13/4/2010 20:59,22,2470,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
13/4/2010 21:59,23,2471,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
13/4/2010 22:59,24,2472,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
13/4/2010 23:59,1,2473,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 0:59,2,2474,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 1:59,3,2475,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 2:59,4,2476,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 3:59,5,2477,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 4:59,6,2478,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 5:59,7,2479,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 6:59,8,2480,4,4,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
14/4/2010 7:59,9,2481,4,4,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
14/4/2010 8:59,10,2482,4,4,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
14/4/2010 9:59,11,2483,4,4,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
14/4/2010 10:59,12,2484,4,4,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
14/4/2010 11:59,13,2485,4,4,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
14/4/2010 12:59,14,2486,4,4,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
14/4/2010 13:59,15,2487,4,4,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
14/4/2010 14:59,16,2488,4,4,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
14/4/2010 15:59,17,2489,4,4,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
14/4/2010 16:59,18,2490,4,4,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
14/4/2010 17:59,19,2491,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 18:59,20,2492,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 19:59,21,2493,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 20:59,22,2494,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 21:59,23,2495,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 22:59,24,2496,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
14/4/2010 23:59,1,2497,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 0:59,2,2498,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 1:59,3,2499,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 2:59,4,2500,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 3:59,5,2501,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 4:59,6,2502,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 5:59,7,2503,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 6:59,8,2504,4,5,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
15/4/2010 7:59,9,2505,4,5,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
15/4/2010 8:59,10,2506,4,5,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
15/4/2010 9:59,11,2507,4,5,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
15/4/2010 10:59,12,2508,4,5,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
15/4/2010 11:59,13,2509,4,5,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
15/4/2010 12:59,14,2510,4,5,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
15/4/2010 13:59,15,2511,4,5,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
15/4/2010 14:59,16,2512,4,5,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
15/4/2010 15:59,17,2513,4,5,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
15/4/2010 16:59,18,2514,4,5,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
15/4/2010 17:59,19,2515,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 18:59,20,2516,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 19:59,21,2517,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 20:59,22,2518,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 21:59,23,2519,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 22:59,24,2520,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
15/4/2010 23:59,1,2521,4,5,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 0:59,2,2522,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 1:59,3,2523,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 2:59,4,2524,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 3:59,5,2525,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 4:59,6,2526,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 5:59,7,2527,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 6:59,8,2528,4,6,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
16/4/2010 7:59,9,2529,4,6,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
16/4/2010 8:59,10,2530,4,6,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
16/4/2010 9:59,11,2531,4,6,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
16/4/2010 10:59,12,2532,4,6,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
16/4/2010 11:59,13,2533,4,6,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
16/4/2010 12:59,14,2534,4,6,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
16/4/2010 13:59,15,2535,4,6,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
16/4/2010 14:59,16,2536,4,6,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
16/4/2010 15:59,17,2537,4,6,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
16/4/2010 16:59,18,2538,4,6,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
16/4/2010 17:59,19,2539,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 18:59,20,2540,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 19:59,21,2541,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 20:59,22,2542,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 21:59,23,2543,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 22:59,24,2544,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
16/4/2010 23:59,1,2545,4,6,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 0:59,2,2546,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 1:59,3,2547,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 2:59,4,2548,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 3:59,5,2549,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 4:59,6,2550,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 5:59,7,2551,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 6:59,8,2552,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 7:59,9,2553,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 8:59,10,2554,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 9:59,11,2555,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 10:59,12,2556,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 11:59,13,2557,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 12:59,14,2558,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 13:59,15,2559,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 14:59,16,2560,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 15:59,17,2561,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 16:59,18,2562,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 17:59,19,2563,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 18:59,20,2564,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 19:59,21,2565,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 20:59,22,2566,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 21:59,23,2567,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 22:59,24,2568,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
17/4/2010 23:59,1,2569,4,7,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 0:59,2,2570,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 1:59,3,2571,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 2:59,4,2572,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 3:59,5,2573,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 4:59,6,2574,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 5:59,7,2575,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 6:59,8,2576,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 7:59,9,2577,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 8:59,10,2578,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 9:59,11,2579,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 10:59,12,2580,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 11:59,13,2581,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 12:59,14,2582,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 13:59,15,2583,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 14:59,16,2584,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 15:59,17,2585,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 16:59,18,2586,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 17:59,19,2587,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 18:59,20,2588,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 19:59,21,2589,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 20:59,22,2590,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 21:59,23,2591,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 22:59,24,2592,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
18/4/2010 23:59,1,2593,4,1,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 0:59,2,2594,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 1:59,3,2595,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 2:59,4,2596,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 3:59,5,2597,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 4:59,6,2598,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 5:59,7,2599,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 6:59,8,2600,4,2,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
19/4/2010 7:59,9,2601,4,2,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
19/4/2010 8:59,10,2602,4,2,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
19/4/2010 9:59,11,2603,4,2,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
19/4/2010 10:59,12,2604,4,2,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
19/4/2010 11:59,13,2605,4,2,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
19/4/2010 12:59,14,2606,4,2,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
19/4/2010 13:59,15,2607,4,2,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
19/4/2010 14:59,16,2608,4,2,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
19/4/2010 15:59,17,2609,4,2,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
19/4/2010 16:59,18,2610,4,2,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
19/4/2010 17:59,19,2611,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 18:59,20,2612,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 19:59,21,2613,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 20:59,22,2614,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 21:59,23,2615,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 22:59,24,2616,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
19/4/2010 23:59,1,2617,4,2,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 0:59,2,2618,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 1:59,3,2619,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 2:59,4,2620,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 3:59,5,2621,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 4:59,6,2622,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 5:59,7,2623,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 6:59,8,2624,4,3,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
20/4/2010 7:59,9,2625,4,3,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
20/4/2010 8:59,10,2626,4,3,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
20/4/2010 9:59,11,2627,4,3,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
20/4/2010 10:59,12,2628,4,3,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
20/4/2010 11:59,13,2629,4,3,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
20/4/2010 12:59,14,2630,4,3,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
20/4/2010 13:59,15,2631,4,3,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
20/4/2010 14:59,16,2632,4,3,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
20/4/2010 15:59,17,2633,4,3,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
20/4/2010 16:59,18,2634,4,3,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
20/4/2010 17:59,19,2635,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 18:59,20,2636,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 19:59,21,2637,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 20:59,22,2638,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 21:59,23,2639,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 22:59,24,2640,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
20/4/2010 23:59,1,2641,4,3,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
21/4/2010 0:59,2,2642,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
21/4/2010 1:59,3,2643,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
21/4/2010 2:59,4,2644,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
21/4/2010 3:59,5,2645,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
21/4/2010 4:59,6,2646,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
21/4/2010 5:59,7,2647,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
21/4/2010 6:59,8,2648,4,4,22,22,0.01,0.41,3.18,1.41,3.60,0.00,0.00,0.00,0.00,0.02,0.04
21/4/2010 7:59,9,2649,4,4,22,22,0.02,0.82,6.37,2.33,7.20,0.00,0.00,0.00,0.00,0.04,0.08
21/4/2010 8:59,10,2650,4,4,22,22,0.03,1.23,11.94,3.24,14.40,0.00,0.00,0.00,0.00,0.06,0.11
21/4/2010 9:59,11,2651,4,4,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
21/4/2010 10:59,12,2652,4,4,22,22,0.05,1.65,7.97,4.16,7.20,0.00,0.00,0.00,0.00,0.08,0.15
21/4/2010 11:59,13,2653,4,4,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
21/4/2010 12:59,14,2654,4,4,22,22,0.03,1.23,7.17,3.24,7.20,0.00,0.00,0.00,0.00,0.06,0.11
21/4/2010 13:59,15,2655,4,4,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
21/4/2010 14:59,16,2656,4,4,22,22,0.05,1.65,12.74,4.16,14.40,0.00,0.00,0.00,0.00,0.08,0.15
21/4/2010 15:59,17,2657,4,4,22,22,0.02,0.82,3.98,2.33,3.60,0.00,0.00,0.00,0.00,0.04,0.08
21/4/2010 16:59,18,2658,4,4,22,22,0.01,0.41,1.99,1.41,1.80,0.00,0.00,0.00,0.00,0.02,0.04
21/4/2010 17:59,19,2659,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
21/4/2010 18:59,20,2660,4,4,-22,44,0.00,0.24,1.19,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00
