DATE,Hour,Hour2,Month,Day,tintH_set,tintC_set,People,Ve,I_int,w_int,Ealf_nove,Epro,Edata,Qcdata,Qcrefri,Mww,Mw
19/3/2010 18:59,20.00,1868,3,6,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
19/3/2010 19:59,21.00,1869,3,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/3/2010 20:59,22.00,1870,3,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/3/2010 21:59,23.00,1871,3,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/3/2010 22:59,24.00,1872,3,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
19/3/2010 23:59,1.00,1873,3,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/3/2010 0:59,2.00,1874,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/3/2010 1:59,3.00,1875,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/3/2010 2:59,4.00,1876,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/3/2010 3:59,5.00,1877,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/3/2010 4:59,6.00,1878,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/3/2010 5:59,7.00,1879,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/3/2010 6:59,8.00,1880,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/3/2010 7:59,9.00,1881,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/3/2010 8:59,10.00,1882,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/3/2010 9:59,11.00,1883,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/3/2010 10:59,12.00,1884,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/3/2010 11:59,13.00,1885,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/3/2010 12:59,14.00,1886,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/3/2010 13:59,15.00,1887,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/3/2010 14:59,16.00,1888,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/3/2010 15:59,17.00,1889,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/3/2010 16:59,18.00,1890,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/3/2010 17:59,19.00,1891,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/3/2010 18:59,20.00,1892,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/3/2010 19:59,21.00,1893,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/3/2010 20:59,22.00,1894,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/3/2010 21:59,23.00,1895,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/3/2010 22:59,24.00,1896,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/3/2010 23:59,1.00,1897,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/3/2010 0:59,2.00,1898,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/3/2010 1:59,3.00,1899,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/3/2010 2:59,4.00,1900,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/3/2010 3:59,5.00,1901,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/3/2010 4:59,6.00,1902,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/3/2010 5:59,7.00,1903,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/3/2010 6:59,8.00,1904,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/3/2010 7:59,9.00,1905,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/3/2010 8:59,10.00,1906,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/3/2010 9:59,11.00,1907,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/3/2010 10:59,12.00,1908,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/3/2010 11:59,13.00,1909,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/3/2010 12:59,14.00,1910,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/3/2010 13:59,15.00,1911,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/3/2010 14:59,16.00,1912,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/3/2010 15:59,17.00,1913,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/3/2010 16:59,18.00,1914,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/3/2010 17:59,19.00,1915,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/3/2010 18:59,20.00,1916,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/3/2010 19:59,21.00,1917,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/3/2010 20:59,22.00,1918,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/3/2010 21:59,23.00,1919,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/3/2010 22:59,24.00,1920,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/3/2010 23:59,1.00,1921,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/3/2010 0:59,2.00,1922,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/3/2010 1:59,3.00,1923,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/3/2010 2:59,4.00,1924,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/3/2010 3:59,5.00,1925,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/3/2010 4:59,6.00,1926,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/3/2010 5:59,7.00,1927,3,2,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/3/2010 6:59,8.00,1928,3,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/3/2010 7:59,9.00,1929,3,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/3/2010 8:59,10.00,1930,3,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/3/2010 9:59,11.00,1931,3,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/3/2010 10:59,12.00,1932,3,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/3/2010 11:59,13.00,1933,3,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/3/2010 12:59,14.00,1934,3,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/3/2010 13:59,15.00,1935,3,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/3/2010 14:59,16.00,1936,3,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/3/2010 15:59,17.00,1937,3,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/3/2010 16:59,18.00,1938,3,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/3/2010 17:59,19.00,1939,3,2,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/3/2010 18:59,20.00,1940,3,2,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/3/2010 19:59,21.00,1941,3,2,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/3/2010 20:59,22.00,1942,3,2,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/3/2010 21:59,23.00,1943,3,2,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/3/2010 22:59,24.00,1944,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/3/2010 23:59,1.00,1945,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/3/2010 0:59,2.00,1946,3,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/3/2010 1:59,3.00,1947,3,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/3/2010 2:59,4.00,1948,3,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/3/2010 3:59,5.00,1949,3,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/3/2010 4:59,6.00,1950,3,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/3/2010 5:59,7.00,1951,3,3,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/3/2010 6:59,8.00,1952,3,3,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/3/2010 7:59,9.00,1953,3,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/3/2010 8:59,10.00,1954,3,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/3/2010 9:59,11.00,1955,3,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/3/2010 10:59,12.00,1956,3,3,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/3/2010 11:59,13.00,1957,3,3,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/3/2010 12:59,14.00,1958,3,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/3/2010 13:59,15.00,1959,3,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/3/2010 14:59,16.00,1960,3,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/3/2010 15:59,17.00,1961,3,3,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/3/2010 16:59,18.00,1962,3,3,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/3/2010 17:59,19.00,1963,3,3,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/3/2010 18:59,20.00,1964,3,3,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/3/2010 19:59,21.00,1965,3,3,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/3/2010 20:59,22.00,1966,3,3,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/3/2010 21:59,23.00,1967,3,3,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/3/2010 22:59,24.00,1968,3,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/3/2010 23:59,1.00,1969,3,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/3/2010 0:59,2.00,1970,3,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/3/2010 1:59,3.00,1971,3,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/3/2010 2:59,4.00,1972,3,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/3/2010 3:59,5.00,1973,3,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/3/2010 4:59,6.00,1974,3,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/3/2010 5:59,7.00,1975,3,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/3/2010 6:59,8.00,1976,3,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/3/2010 7:59,9.00,1977,3,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/3/2010 8:59,10.00,1978,3,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/3/2010 9:59,11.00,1979,3,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/3/2010 10:59,12.00,1980,3,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/3/2010 11:59,13.00,1981,3,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/3/2010 12:59,14.00,1982,3,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/3/2010 13:59,15.00,1983,3,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/3/2010 14:59,16.00,1984,3,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/3/2010 15:59,17.00,1985,3,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/3/2010 16:59,18.00,1986,3,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/3/2010 17:59,19.00,1987,3,4,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/3/2010 18:59,20.00,1988,3,4,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/3/2010 19:59,21.00,1989,3,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/3/2010 20:59,22.00,1990,3,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/3/2010 21:59,23.00,1991,3,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/3/2010 22:59,24.00,1992,3,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/3/2010 23:59,1.00,1993,3,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/3/2010 0:59,2.00,1994,3,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/3/2010 1:59,3.00,1995,3,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/3/2010 2:59,4.00,1996,3,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/3/2010 3:59,5.00,1997,3,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/3/2010 4:59,6.00,1998,3,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/3/2010 5:59,7.00,1999,3,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/3/2010 6:59,8.00,2000,3,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/3/2010 7:59,9.00,2001,3,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/3/2010 8:59,10.00,2002,3,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/3/2010 9:59,11.00,2003,3,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/3/2010 10:59,12.00,2004,3,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/3/2010 11:59,13.00,2005,3,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/3/2010 12:59,14.00,2006,3,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/3/2010 13:59,15.00,2007,3,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/3/2010 14:59,16.00,2008,3,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/3/2010 15:59,17.00,2009,3,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/3/2010 16:59,18.00,2010,3,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/3/2010 17:59,19.00,2011,3,5,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/3/2010 18:59,20.00,2012,3,5,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/3/2010 19:59,21.00,2013,3,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/3/2010 20:59,22.00,2014,3,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/3/2010 21:59,23.00,2015,3,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/3/2010 22:59,24.00,2016,3,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/3/2010 23:59,1.00,2017,3,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
26/3/2010 0:59,2.00,2018,3,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
26/3/2010 1:59,3.00,2019,3,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
26/3/2010 2:59,4.00,2020,3,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
26/3/2010 3:59,5.00,2021,3,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
26/3/2010 4:59,6.00,2022,3,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
26/3/2010 5:59,7.00,2023,3,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
26/3/2010 6:59,8.00,2024,3,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
26/3/2010 7:59,9.00,2025,3,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
26/3/2010 8:59,10.00,2026,3,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
26/3/2010 9:59,11.00,2027,3,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
26/3/2010 10:59,12.00,2028,3,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
26/3/2010 11:59,13.00,2029,3,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
26/3/2010 12:59,14.00,2030,3,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
26/3/2010 13:59,15.00,2031,3,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
26/3/2010 14:59,16.00,2032,3,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
26/3/2010 15:59,17.00,2033,3,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
26/3/2010 16:59,18.00,2034,3,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
26/3/2010 17:59,19.00,2035,3,6,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
26/3/2010 18:59,20.00,2036,3,6,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
26/3/2010 19:59,21.00,2037,3,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
26/3/2010 20:59,22.00,2038,3,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
26/3/2010 21:59,23.00,2039,3,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
26/3/2010 22:59,24.00,2040,3,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
26/3/2010 23:59,1.00,2041,3,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
27/3/2010 0:59,2.00,2042,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
27/3/2010 1:59,3.00,2043,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
27/3/2010 2:59,4.00,2044,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
27/3/2010 3:59,5.00,2045,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
27/3/2010 4:59,6.00,2046,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
27/3/2010 5:59,7.00,2047,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
27/3/2010 6:59,8.00,2048,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
27/3/2010 7:59,9.00,2049,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
27/3/2010 8:59,10.00,2050,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
27/3/2010 9:59,11.00,2051,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
27/3/2010 10:59,12.00,2052,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
27/3/2010 11:59,13.00,2053,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
27/3/2010 12:59,14.00,2054,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
27/3/2010 13:59,15.00,2055,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
27/3/2010 14:59,16.00,2056,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
27/3/2010 15:59,17.00,2057,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
27/3/2010 16:59,18.00,2058,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
27/3/2010 17:59,19.00,2059,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
27/3/2010 18:59,20.00,2060,3,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
27/3/2010 19:59,21.00,2061,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
27/3/2010 20:59,22.00,2062,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
27/3/2010 21:59,23.00,2063,3,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
27/3/2010 22:59,24.00,2064,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
27/3/2010 23:59,1.00,2065,3,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
28/3/2010 0:59,2.00,2066,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
28/3/2010 1:59,3.00,2067,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
28/3/2010 2:59,4.00,2068,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
28/3/2010 3:59,5.00,2069,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
28/3/2010 4:59,6.00,2070,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
28/3/2010 5:59,7.00,2071,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
28/3/2010 6:59,8.00,2072,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
28/3/2010 7:59,9.00,2073,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
28/3/2010 8:59,10.00,2074,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
28/3/2010 9:59,11.00,2075,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
28/3/2010 10:59,12.00,2076,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
28/3/2010 11:59,13.00,2077,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
28/3/2010 12:59,14.00,2078,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
28/3/2010 13:59,15.00,2079,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
28/3/2010 14:59,16.00,2080,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
28/3/2010 15:59,17.00,2081,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
28/3/2010 16:59,18.00,2082,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
28/3/2010 17:59,19.00,2083,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
28/3/2010 18:59,20.00,2084,3,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
28/3/2010 19:59,21.00,2085,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
28/3/2010 20:59,22.00,2086,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
28/3/2010 21:59,23.00,2087,3,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
28/3/2010 22:59,24.00,2088,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
28/3/2010 23:59,1.00,2089,3,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
29/3/2010 0:59,2.00,2090,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
29/3/2010 1:59,3.00,2091,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
29/3/2010 2:59,4.00,2092,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
29/3/2010 3:59,5.00,2093,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
29/3/2010 4:59,6.00,2094,3,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
29/3/2010 5:59,7.00,2095,3,2,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
29/3/2010 6:59,8.00,2096,3,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
