,a,b,d
0,22.0,0,0
1,22.0,0,1
2,22.0,0,2
3,22.0,0,3
4,22.0,0,4
5,22.0,0,5
6,22.0,0,6
7,22.0,0,7
8,22.0,0,8
9,22.0,0,9
10,22.0,0,10
11,22.0,0,11
12,22.0,0,12
13,22.0,0,13
14,22.0,0,14
15,22.0,0,15
16,22.0,0,16
17,22.0,0,17
18,22.0,0,18
19,22.0,0,19
20,22.0,0,20
21,22.0,0,21
22,22.0,0,22
23,22.0,0,23
24,22.0,0,0
25,22.0,0,1
26,22.0,0,2
27,22.0,0,3
28,22.0,0,4
29,22.0,0,5
30,22.0,0,6
31,22.0,0,7
32,22.0,0,8
33,22.0,0,9
34,22.0,0,10
35,22.0,0,11
36,22.0,0,12
37,22.0,0,13
38,22.0,0,14
39,22.0,0,15
40,22.0,0,16
41,22.0,0,17
42,22.0,0,18
43,22.0,0,19
44,22.0,0,20
45,22.0,0,21
46,22.0,0,22
47,22.0,0,23
48,22.0,0,0
49,22.0,0,1
50,22.0,0,2
51,22.0,0,3
52,22.0,0,4
53,22.0,0,5
54,22.0,0,6
55,22.0,0,7
56,22.0,0,8
57,22.0,0,9
58,22.0,0,10
59,22.0,0,11
60,22.0,0,12
61,22.0,0,13
62,22.0,0,14
63,22.0,0,15
64,22.0,0,16
65,22.0,0,17
66,22.0,0,18
67,22.0,0,19
68,22.0,0,20
69,22.0,0,21
70,22.0,0,22
71,22.0,0,23
72,22.0,0,0
73,22.0,0,1
74,22.0,0,2
75,22.0,0,3
76,22.0,0,4
77,22.0,0,5
78,22.0,0,6
79,22.0,0,7
80,22.0,0,8
81,22.0,0,9
82,22.0,0,10
83,22.0,0,11
84,22.0,0,12
85,22.0,0,13
86,22.0,0,14
87,22.0,0,15
88,22.0,0,16
89,22.0,0,17
90,22.0,0,18
91,22.0,0,19
92,22.0,0,20
93,22.0,0,21
94,22.0,0,22
95,22.0,0,23
96,22.0,0,0
97,22.0,0,1
98,22.0,0,2
99,22.0,0,3
100,22.0,0,4
101,22.0,0,5
102,22.0,0,6
103,22.0,0,7
104,22.0,0,8
105,22.0,0,9
106,22.0,0,10
107,22.0,0,11
108,22.0,0,12
109,22.0,0,13
110,22.0,0,14
111,22.0,0,15
112,22.0,0,16
113,22.0,0,17
114,22.0,0,18
115,22.0,0,19
116,22.0,0,20
117,22.0,0,21
118,22.0,0,22
119,22.0,0,23
120,22.0,0,0
121,22.0,0,1
122,22.0,0,2
123,22.0,0,3
124,22.0,0,4
125,22.0,0,5
126,22.0,0,6
127,22.0,0,7
128,22.0,0,8
129,22.0,0,9
130,22.0,0,10
131,22.0,0,11
132,22.0,0,12
133,22.0,0,13
134,22.0,0,14
135,22.0,0,15
136,22.0,0,16
137,22.0,0,17
138,22.0,0,18
139,22.0,0,19
140,22.0,0,20
141,22.0,0,21
142,22.0,0,22
143,22.0,0,23
144,22.0,0,0
145,22.0,0,1
146,22.0,0,2
147,22.0,0,3
148,22.0,0,4
149,22.0,0,5
150,22.0,0,6
151,22.0,0,7
152,22.0,0,8
153,22.0,0,9
154,22.0,0,10
155,22.0,0,11
156,22.0,0,12
157,22.0,0,13
158,22.0,0,14
159,22.0,0,15
160,22.0,0,16
161,22.0,0,17
162,22.0,0,18
163,22.0,0,19
164,22.0,0,20
165,22.0,0,21
166,22.0,0,22
167,22.0,0,23
168,22.0,0,0
169,22.0,0,1
170,22.0,0,2
171,22.0,0,3
172,22.0,0,4
173,22.0,0,5
174,22.0,0,6
175,22.0,0,7
176,22.0,0,8
177,22.0,0,9
178,22.0,0,10
179,22.0,0,11
180,22.0,0,12
181,22.0,0,13
182,22.0,0,14
183,22.0,0,15
184,22.0,0,16
185,22.0,0,17
186,22.0,0,18
187,22.0,0,19
188,22.0,0,20
189,22.0,0,21
190,22.0,0,22
191,22.0,0,23
192,22.0,0,0
193,22.0,0,1
194,22.0,0,2
195,22.0,0,3
196,22.0,0,4
197,22.0,0,5
198,22.0,0,6
199,22.0,0,7
200,22.0,0,8
201,22.0,0,9
202,22.0,0,10
203,22.0,0,11
204,22.0,0,12
205,22.0,0,13
206,22.0,0,14
207,22.0,0,15
208,22.0,0,16
209,22.0,0,17
210,22.0,0,18
211,22.0,0,19
212,22.0,0,20
213,22.0,0,21
214,22.0,0,22
215,22.0,0,23
216,22.0,0,0
217,22.0,0,1
218,22.0,0,2
219,22.0,0,3
220,22.0,0,4
221,22.0,0,5
222,22.0,0,6
223,22.0,0,7
224,22.0,0,8
225,22.0,0,9
226,22.0,0,10
227,22.0,0,11
228,22.0,0,12
229,22.0,0,13
230,22.0,0,14
231,22.0,0,15
232,22.0,0,16
233,22.0,0,17
234,22.0,0,18
235,22.0,0,19
236,22.0,0,20
237,22.0,0,21
238,22.0,0,22
239,22.0,0,23
240,22.0,0,0
241,22.0,0,1
242,22.0,0,2
243,22.0,0,3
244,22.0,0,4
245,22.0,0,5
246,22.0,0,6
247,22.0,0,7
248,22.0,0,8
249,22.0,0,9
250,22.0,0,10
251,22.0,0,11
252,22.0,0,12
253,22.0,0,13
254,22.0,0,14
255,22.0,0,15
256,22.0,0,16
257,22.0,0,17
258,22.0,0,18
259,22.0,0,19
260,22.0,0,20
261,22.0,0,21
262,22.0,0,22
263,22.0,0,23
264,22.0,0,0
265,22.0,0,1
266,22.0,0,2
267,22.0,0,3
268,22.0,0,4
269,22.0,0,5
270,22.0,0,6
271,22.0,0,7
272,22.0,0,8
273,22.0,0,9
274,22.0,0,10
275,22.0,0,11
276,22.0,0,12
277,22.0,0,13
278,22.0,0,14
279,22.0,0,15
280,22.0,0,16
281,22.0,0,17
282,22.0,0,18
283,22.0,0,19
284,22.0,0,20
285,22.0,0,21
286,22.0,0,22
287,22.0,0,23
288,22.0,0,0
289,22.0,0,1
290,22.0,0,2
291,22.0,0,3
292,22.0,0,4
293,22.0,0,5
294,22.0,0,6
295,22.0,0,7
296,22.0,0,8
297,22.0,0,9
298,22.0,0,10
299,22.0,0,11
300,22.0,0,12
301,22.0,0,13
302,22.0,0,14
303,22.0,0,15
304,22.0,0,16
305,22.0,0,17
306,22.0,0,18
307,22.0,0,19
308,22.0,0,20
309,22.0,0,21
310,22.0,0,22
311,22.0,0,23
312,22.0,0,0
313,22.0,0,1
314,22.0,0,2
315,22.0,0,3
316,22.0,0,4
317,22.0,0,5
318,22.0,0,6
319,22.0,0,7
320,22.0,0,8
321,22.0,0,9
322,22.0,0,10
323,22.0,0,11
324,22.0,0,12
325,22.0,0,13
326,22.0,0,14
327,22.0,0,15
328,22.0,0,16
329,22.0,0,17
330,22.0,0,18
331,22.0,0,19
332,22.0,0,20
333,22.0,0,21
334,22.0,0,22
335,22.0,0,23
336,22.0,0,0
337,22.0,0,1
338,22.0,0,2
339,22.0,0,3
340,22.0,0,4
341,22.0,0,5
342,22.0,0,6
343,22.0,0,7
344,22.0,0,8
345,22.0,0,9
346,22.0,0,10
347,22.0,0,11
348,22.0,0,12
349,22.0,0,13
350,22.0,0,14
351,22.0,0,15
352,22.0,0,16
353,22.0,0,17
354,22.0,0,18
355,22.0,0,19
356,22.0,0,20
357,22.0,0,21
358,22.0,0,22
359,22.0,0,23
360,22.0,0,0
361,22.0,0,1
362,22.0,0,2
363,22.0,0,3
364,22.0,0,4
365,22.0,0,5
366,22.0,0,6
367,22.0,0,7
368,22.0,0,8
369,22.0,0,9
370,22.0,0,10
371,22.0,0,11
372,22.0,0,12
373,22.0,0,13
374,22.0,0,14
375,22.0,0,15
376,22.0,0,16
377,22.0,0,17
378,22.0,0,18
379,22.0,0,19
380,22.0,0,20
381,22.0,0,21
382,22.0,0,22
383,22.0,0,23
384,22.0,0,0
385,22.0,0,1
386,22.0,0,2
387,22.0,0,3
388,22.0,0,4
389,22.0,0,5
390,22.0,0,6
391,22.0,0,7
392,22.0,0,8
393,22.0,0,9
394,22.0,0,10
395,22.0,0,11
396,22.0,0,12
397,22.0,0,13
398,22.0,0,14
399,22.0,0,15
400,22.0,0,16
401,22.0,0,17
402,22.0,0,18
403,22.0,0,19
404,22.0,0,20
405,22.0,0,21
406,22.0,0,22
407,22.0,0,23
408,22.0,0,0
409,22.0,0,1
410,22.0,0,2
411,22.0,0,3
412,22.0,0,4
413,22.0,0,5
414,22.0,0,6
415,22.0,0,7
416,22.0,0,8
417,22.0,0,9
418,22.0,0,10
419,22.0,0,11
420,22.0,0,12
421,22.0,0,13
422,22.0,0,14
423,22.0,0,15
424,22.0,0,16
425,22.0,0,17
426,22.0,0,18
427,22.0,0,19
428,22.0,0,20
429,22.0,0,21
430,22.0,0,22
431,22.0,0,23
432,22.0,0,0
433,22.0,0,1
434,22.0,0,2
435,22.0,0,3
436,22.0,0,4
437,22.0,0,5
438,22.0,0,6
439,22.0,0,7
440,22.0,0,8
441,22.0,0,9
442,22.0,0,10
443,22.0,0,11
444,22.0,0,12
445,22.0,0,13
446,22.0,0,14
447,22.0,0,15
448,22.0,0,16
449,22.0,0,17
450,22.0,0,18
451,22.0,0,19
452,22.0,0,20
453,22.0,0,21
454,22.0,0,22
455,22.0,0,23
456,22.0,0,0
457,22.0,0,1
458,22.0,0,2
459,22.0,0,3
460,22.0,0,4
461,22.0,0,5
462,22.0,0,6
463,22.0,0,7
464,22.0,0,8
465,22.0,0,9
466,22.0,0,10
467,22.0,0,11
468,22.0,0,12
469,22.0,0,13
470,22.0,0,14
471,22.0,0,15
472,22.0,0,16
473,22.0,0,17
474,22.0,0,18
475,22.0,0,19
476,22.0,0,20
477,22.0,0,21
478,22.0,0,22
479,22.0,0,23
480,22.0,0,0
481,22.0,0,1
482,22.0,0,2
483,22.0,0,3
484,22.0,0,4
485,22.0,0,5
486,22.0,0,6
487,22.0,0,7
488,22.0,0,8
489,22.0,0,9
490,22.0,0,10
491,22.0,0,11
492,22.0,0,12
493,22.0,0,13
494,22.0,0,14
495,22.0,0,15
496,22.0,0,16
497,22.0,0,17
498,22.0,0,18
499,22.0,0,19
500,22.0,0,20
501,22.0,0,21
502,22.0,0,22
503,22.0,0,23
504,22.0,0,0
505,22.0,0,1
506,22.0,0,2
507,22.0,0,3
508,22.0,0,4
509,22.0,0,5
510,22.0,0,6
511,22.0,0,7
512,22.0,0,8
513,22.0,0,9
514,22.0,0,10
515,22.0,0,11
516,22.0,0,12
517,22.0,0,13
518,22.0,0,14
519,22.0,0,15
520,22.0,0,16
521,22.0,0,17
522,22.0,0,18
523,22.0,0,19
524,22.0,0,20
525,22.0,0,21
526,22.0,0,22
527,22.0,0,23
528,22.0,0,0
529,22.0,0,1
530,22.0,0,2
531,22.0,0,3
532,22.0,0,4
533,22.0,0,5
534,22.0,0,6
535,22.0,0,7
536,22.0,0,8
537,22.0,0,9
538,22.0,0,10
539,22.0,0,11
540,22.0,0,12
541,22.0,0,13
542,22.0,0,14
543,22.0,0,15
544,22.0,0,16
545,22.0,0,17
546,22.0,0,18
547,22.0,0,19
548,22.0,0,20
549,22.0,0,21
550,22.0,0,22
551,22.0,0,23
552,22.0,0,0
553,22.0,0,1
554,22.0,0,2
555,22.0,0,3
556,22.0,0,4
557,22.0,0,5
558,22.0,0,6
559,22.0,0,7
560,22.0,0,8
561,22.0,0,9
562,22.0,0,10
563,22.0,0,11
564,22.0,0,12
565,22.0,0,13
566,22.0,0,14
567,22.0,0,15
568,22.0,0,16
569,22.0,0,17
570,22.0,0,18
571,22.0,0,19
572,22.0,0,20
573,22.0,0,21
574,22.0,0,22
575,22.0,0,23
576,22.0,0,0
577,22.0,0,1
578,22.0,0,2
579,22.0,0,3
580,22.0,0,4
581,22.0,0,5
582,22.0,0,6
583,22.0,0,7
584,22.0,0,8
585,22.0,0,9
586,22.0,0,10
587,22.0,0,11
588,22.0,0,12
589,22.0,0,13
590,22.0,0,14
591,22.0,0,15
592,22.0,0,16
593,22.0,0,17
594,22.0,0,18
595,22.0,0,19
596,22.0,0,20
597,22.0,0,21
598,22.0,0,22
599,22.0,0,23
600,22.0,0,0
601,22.0,0,1
602,22.0,0,2
603,22.0,0,3
604,22.0,0,4
605,22.0,0,5
606,22.0,0,6
607,22.0,0,7
608,22.0,0,8
609,22.0,0,9
610,22.0,0,10
611,22.0,0,11
612,22.0,0,12
613,22.0,0,13
614,22.0,0,14
615,22.0,0,15
616,22.0,0,16
617,22.0,0,17
618,22.0,0,18
619,22.0,0,19
620,22.0,0,20
621,22.0,0,21
622,22.0,0,22
623,22.0,0,23
624,22.0,0,0
625,22.0,0,1
626,22.0,0,2
627,22.0,0,3
628,22.0,0,4
629,22.0,0,5
630,22.0,0,6
631,22.0,0,7
632,22.0,0,8
633,22.0,0,9
634,22.0,0,10
635,22.0,0,11
636,22.0,0,12
637,22.0,0,13
638,22.0,0,14
639,22.0,0,15
640,22.0,0,16
641,22.0,0,17
642,22.0,0,18
643,22.0,0,19
644,22.0,0,20
645,22.0,0,21
646,22.0,0,22
647,22.0,0,23
648,22.0,0,0
649,22.0,0,1
650,22.0,0,2
651,22.0,0,3
652,22.0,0,4
653,22.0,0,5
654,22.0,0,6
655,22.0,0,7
656,22.0,0,8
657,22.0,0,9
658,22.0,0,10
659,22.0,0,11
660,22.0,0,12
661,22.0,0,13
662,22.0,0,14
663,22.0,0,15
664,22.0,0,16
665,22.0,0,17
666,22.0,0,18
667,22.0,0,19
668,22.0,0,20
669,22.0,0,21
670,22.0,0,22
671,22.0,0,23
672,22.0,0,0
673,22.0,0,1
674,22.0,0,2
675,22.0,0,3
676,22.0,0,4
677,22.0,0,5
678,22.0,0,6
679,22.0,0,7
680,22.0,0,8
681,22.0,0,9
682,22.0,0,10
683,22.0,0,11
684,22.0,0,12
685,22.0,0,13
686,22.0,0,14
687,22.0,0,15
688,22.0,0,16
689,22.0,0,17
690,22.0,0,18
691,22.0,0,19
692,22.0,0,20
693,22.0,0,21
694,22.0,0,22
695,22.0,0,23
696,22.0,0,0
697,22.0,0,1
698,22.0,0,2
699,22.0,0,3
700,22.0,0,4
701,22.0,0,5
702,22.0,0,6
703,22.0,0,7
704,22.0,0,8
705,22.0,0,9
706,22.0,0,10
707,22.0,0,11
708,22.0,0,12
709,22.0,0,13
710,22.0,0,14
711,22.0,0,15
712,22.0,0,16
713,22.0,0,17
714,22.0,0,18
715,22.0,0,19
716,22.0,0,20
717,22.0,0,21
718,22.0,0,22
719,22.0,0,23
720,22.0,0,0
721,22.0,0,1
722,22.0,0,2
723,22.0,0,3
724,22.0,0,4
725,22.0,0,5
726,22.0,0,6
727,22.0,0,7
728,22.0,0,8
729,22.0,0,9
730,22.0,0,10
731,22.0,0,11
732,22.0,0,12
733,22.0,0,13
734,22.0,0,14
735,22.0,0,15
736,22.0,0,16
737,22.0,0,17
738,22.0,0,18
739,22.0,0,19
740,22.0,0,20
741,22.0,0,21
742,22.0,0,22
743,22.0,0,23
744,22.0,0,0
745,22.0,0,1
746,22.0,0,2
747,22.0,0,3
748,22.0,0,4
749,22.0,0,5
750,22.0,0,6
751,22.0,0,7
752,22.0,0,8
753,22.0,0,9
754,22.0,0,10
755,22.0,0,11
756,22.0,0,12
757,22.0,0,13
758,22.0,0,14
759,22.0,0,15
760,22.0,0,16
761,22.0,0,17
762,22.0,0,18
763,22.0,0,19
764,22.0,0,20
765,22.0,0,21
766,22.0,0,22
767,22.0,0,23
768,22.0,0,0
769,22.0,0,1
770,22.0,0,2
771,22.0,0,3
772,22.0,0,4
773,22.0,0,5
774,22.0,0,6
775,22.0,0,7
776,22.0,0,8
777,22.0,0,9
778,22.0,0,10
779,22.0,0,11
780,22.0,0,12
781,22.0,0,13
782,22.0,0,14
783,22.0,0,15
784,22.0,0,16
785,22.0,0,17
786,22.0,0,18
787,22.0,0,19
788,22.0,0,20
789,22.0,0,21
790,22.0,0,22
791,22.0,0,23
792,22.0,0,0
793,22.0,0,1
794,22.0,0,2
795,22.0,0,3
796,22.0,0,4
797,22.0,0,5
798,22.0,0,6
799,22.0,0,7
800,22.0,0,8
801,22.0,0,9
802,22.0,0,10
803,22.0,0,11
804,22.0,0,12
805,22.0,0,13
806,22.0,0,14
807,22.0,0,15
808,22.0,0,16
809,22.0,0,17
810,22.0,0,18
811,22.0,0,19
812,22.0,0,20
813,22.0,0,21
814,22.0,0,22
815,22.0,0,23
816,22.0,0,0
817,22.0,0,1
818,22.0,0,2
819,22.0,0,3
820,22.0,0,4
821,22.0,0,5
822,22.0,0,6
823,22.0,0,7
824,22.0,0,8
825,22.0,0,9
826,22.0,0,10
827,22.0,0,11
828,22.0,0,12
829,22.0,0,13
830,22.0,0,14
831,22.0,0,15
832,22.0,0,16
833,22.0,0,17
834,22.0,0,18
835,22.0,0,19
836,22.0,0,20
837,22.0,0,21
838,22.0,0,22
839,22.0,0,23
840,22.0,0,0
841,22.0,0,1
842,22.0,0,2
843,22.0,0,3
844,22.0,0,4
845,22.0,0,5
846,22.0,0,6
847,22.0,0,7
848,22.0,0,8
849,22.0,0,9
850,22.0,0,10
851,22.0,0,11
852,22.0,0,12
853,22.0,0,13
854,22.0,0,14
855,22.0,0,15
856,22.0,0,16
857,22.0,0,17
858,22.0,0,18
859,22.0,0,19
860,22.0,0,20
861,22.0,0,21
862,22.0,0,22
863,22.0,0,23
864,22.0,0,0
865,22.0,0,1
866,22.0,0,2
867,22.0,0,3
868,22.0,0,4
869,22.0,0,5
870,22.0,0,6
871,22.0,0,7
872,22.0,0,8
873,22.0,0,9
874,22.0,0,10
875,22.0,0,11
876,22.0,0,12
877,22.0,0,13
878,22.0,0,14
879,22.0,0,15
880,22.0,0,16
881,22.0,0,17
882,22.0,0,18
883,22.0,0,19
884,22.0,0,20
885,22.0,0,21
886,22.0,0,22
887,22.0,0,23
888,22.0,0,0
889,22.0,0,1
890,22.0,0,2
891,22.0,0,3
892,22.0,0,4
893,22.0,0,5
894,22.0,0,6
895,22.0,0,7
896,22.0,0,8
897,22.0,0,9
898,22.0,0,10
899,22.0,0,11
900,22.0,0,12
901,22.0,0,13
902,22.0,0,14
903,22.0,0,15
904,22.0,0,16
905,22.0,0,17
906,22.0,0,18
907,22.0,0,19
908,22.0,0,20
909,22.0,0,21
910,22.0,0,22
911,22.0,0,23
912,22.0,0,0
913,22.0,0,1
914,22.0,0,2
915,22.0,0,3
916,22.0,0,4
917,22.0,0,5
918,22.0,0,6
919,22.0,0,7
920,22.0,0,8
921,22.0,0,9
922,22.0,0,10
923,22.0,0,11
924,22.0,0,12
925,22.0,0,13
926,22.0,0,14
927,22.0,0,15
928,22.0,0,16
929,22.0,0,17
930,22.0,0,18
931,22.0,0,19
932,22.0,0,20
933,22.0,0,21
934,22.0,0,22
935,22.0,0,23
936,22.0,0,0
937,22.0,0,1
938,22.0,0,2
939,22.0,0,3
940,22.0,0,4
941,22.0,0,5
942,22.0,0,6
943,22.0,0,7
944,22.0,0,8
945,22.0,0,9
946,22.0,0,10
947,22.0,0,11
948,22.0,0,12
949,22.0,0,13
950,22.0,0,14
951,22.0,0,15
952,22.0,0,16
953,22.0,0,17
954,22.0,0,18
955,22.0,0,19
956,22.0,0,20
957,22.0,0,21
958,22.0,0,22
959,22.0,0,23
960,22.0,0,0
961,22.0,0,1
962,22.0,0,2
963,22.0,0,3
964,22.0,0,4
965,22.0,0,5
966,22.0,0,6
967,22.0,0,7
968,22.0,0,8
969,22.0,0,9
970,22.0,0,10
971,22.0,0,11
972,22.0,0,12
973,22.0,0,13
974,22.0,0,14
975,22.0,0,15
976,22.0,0,16
977,22.0,0,17
978,22.0,0,18
979,22.0,0,19
980,22.0,0,20
981,22.0,0,21
982,22.0,0,22
983,22.0,0,23
984,22.0,0,0
985,22.0,0,1
986,22.0,0,2
987,22.0,0,3
988,22.0,0,4
989,22.0,0,5
990,22.0,0,6
991,22.0,0,7
992,22.0,0,8
993,22.0,0,9
994,22.0,0,10
995,22.0,0,11
996,22.0,0,12
997,22.0,0,13
998,22.0,0,14
999,22.0,0,15
1000,22.0,0,16
1001,22.0,0,17
1002,22.0,0,18
1003,22.0,0,19
1004,22.0,0,20
1005,22.0,0,21
1006,22.0,0,22
1007,22.0,0,23
1008,22.0,0,0
1009,22.0,0,1
1010,22.0,0,2
1011,22.0,0,3
1012,22.0,0,4
1013,22.0,0,5
1014,22.0,0,6
1015,22.0,0,7
1016,22.0,0,8
1017,22.0,0,9
1018,22.0,0,10
1019,22.0,0,11
1020,22.0,0,12
1021,22.0,0,13
1022,22.0,0,14
1023,22.0,0,15
1024,22.0,0,16
1025,22.0,0,17
1026,22.0,0,18
1027,22.0,0,19
1028,22.0,0,20
1029,22.0,0,21
1030,22.0,0,22
1031,22.0,0,23
1032,22.0,0,0
1033,22.0,0,1
1034,22.0,0,2
1035,22.0,0,3
1036,22.0,0,4
1037,22.0,0,5
1038,22.0,0,6
1039,22.0,0,7
1040,22.0,0,8
1041,22.0,0,9
1042,22.0,0,10
1043,22.0,0,11
1044,22.0,0,12
1045,22.0,0,13
1046,22.0,0,14
1047,22.0,0,15
1048,22.0,0,16
1049,22.0,0,17
1050,22.0,0,18
1051,22.0,0,19
1052,22.0,0,20
1053,22.0,0,21
1054,22.0,0,22
1055,22.0,0,23
1056,22.0,0,0
1057,22.0,0,1
1058,22.0,0,2
1059,22.0,0,3
1060,22.0,0,4
1061,22.0,0,5
1062,22.0,0,6
1063,22.0,0,7
1064,22.0,0,8
1065,22.0,0,9
1066,22.0,0,10
1067,22.0,0,11
1068,22.0,0,12
1069,22.0,0,13
1070,22.0,0,14
1071,22.0,0,15
1072,22.0,0,16
1073,22.0,0,17
1074,22.0,0,18
1075,22.0,0,19
1076,22.0,0,20
1077,22.0,0,21
1078,22.0,0,22
1079,22.0,0,23
1080,22.0,0,0
1081,22.0,0,1
1082,22.0,0,2
1083,22.0,0,3
1084,22.0,0,4
1085,22.0,0,5
1086,22.0,0,6
1087,22.0,0,7
1088,22.0,0,8
1089,22.0,0,9
1090,22.0,0,10
1091,22.0,0,11
1092,22.0,0,12
1093,22.0,0,13
1094,22.0,0,14
1095,22.0,0,15
1096,22.0,0,16
1097,22.0,0,17
1098,22.0,0,18
1099,22.0,0,19
1100,22.0,0,20
1101,22.0,0,21
1102,22.0,0,22
1103,22.0,0,23
1104,22.0,0,0
1105,22.0,0,1
1106,22.0,0,2
1107,22.0,0,3
1108,22.0,0,4
1109,22.0,0,5
1110,22.0,0,6
1111,22.0,0,7
1112,22.0,0,8
1113,22.0,0,9
1114,22.0,0,10
1115,22.0,0,11
1116,22.0,0,12
1117,22.0,0,13
1118,22.0,0,14
1119,22.0,0,15
1120,22.0,0,16
1121,22.0,0,17
1122,22.0,0,18
1123,22.0,0,19
1124,22.0,0,20
1125,22.0,0,21
1126,22.0,0,22
1127,22.0,0,23
1128,22.0,0,0
1129,22.0,0,1
1130,22.0,0,2
1131,22.0,0,3
1132,22.0,0,4
1133,22.0,0,5
1134,22.0,0,6
1135,22.0,0,7
1136,22.0,0,8
1137,22.0,0,9
1138,22.0,0,10
1139,22.0,0,11
1140,22.0,0,12
1141,22.0,0,13
1142,22.0,0,14
1143,22.0,0,15
1144,22.0,0,16
1145,22.0,0,17
1146,22.0,0,18
1147,22.0,0,19
1148,22.0,0,20
1149,22.0,0,21
1150,22.0,0,22
1151,22.0,0,23
1152,22.0,0,0
1153,22.0,0,1
1154,22.0,0,2
1155,22.0,0,3
1156,22.0,0,4
1157,22.0,0,5
1158,22.0,0,6
1159,22.0,0,7
1160,22.0,0,8
1161,22.0,0,9
1162,22.0,0,10
1163,22.0,0,11
1164,22.0,0,12
1165,22.0,0,13
1166,22.0,0,14
1167,22.0,0,15
1168,22.0,0,16
1169,22.0,0,17
1170,22.0,0,18
1171,22.0,0,19
1172,22.0,0,20
1173,22.0,0,21
1174,22.0,0,22
1175,22.0,0,23
1176,22.0,0,0
1177,22.0,0,1
1178,22.0,0,2
1179,22.0,0,3
1180,22.0,0,4
1181,22.0,0,5
1182,22.0,0,6
1183,22.0,0,7
1184,22.0,0,8
1185,22.0,0,9
1186,22.0,0,10
1187,22.0,0,11
1188,22.0,0,12
1189,22.0,0,13
1190,22.0,0,14
1191,22.0,0,15
1192,22.0,0,16
1193,22.0,0,17
1194,22.0,0,18
1195,22.0,0,19
1196,22.0,0,20
1197,22.0,0,21
1198,22.0,0,22
1199,22.0,0,23
1200,22.0,0,0
1201,22.0,0,1
1202,22.0,0,2
1203,22.0,0,3
1204,22.0,0,4
1205,22.0,0,5
1206,22.0,0,6
1207,22.0,0,7
1208,22.0,0,8
1209,22.0,0,9
1210,22.0,0,10
1211,22.0,0,11
1212,22.0,0,12
1213,22.0,0,13
1214,22.0,0,14
1215,22.0,0,15
1216,22.0,0,16
1217,22.0,0,17
1218,22.0,0,18
1219,22.0,0,19
1220,22.0,0,20
1221,22.0,0,21
1222,22.0,0,22
1223,22.0,0,23
1224,22.0,0,0
1225,22.0,0,1
1226,22.0,0,2
1227,22.0,0,3
1228,22.0,0,4
1229,22.0,0,5
1230,22.0,0,6
1231,22.0,0,7
1232,22.0,0,8
1233,22.0,0,9
1234,22.0,0,10
1235,22.0,0,11
1236,22.0,0,12
1237,22.0,0,13
1238,22.0,0,14
1239,22.0,0,15
1240,22.0,0,16
1241,22.0,0,17
1242,22.0,0,18
1243,22.0,0,19
1244,22.0,0,20
1245,22.0,0,21
1246,22.0,0,22
1247,22.0,0,23
1248,22.0,0,0
1249,22.0,0,1
1250,22.0,0,2
1251,22.0,0,3
1252,22.0,0,4
1253,22.0,0,5
1254,22.0,0,6
1255,22.0,0,7
1256,22.0,0,8
1257,22.0,0,9
1258,22.0,0,10
1259,22.0,0,11
1260,22.0,0,12
1261,22.0,0,13
1262,22.0,0,14
1263,22.0,0,15
1264,22.0,0,16
1265,22.0,0,17
1266,22.0,0,18
1267,22.0,0,19
1268,22.0,0,20
1269,22.0,0,21
1270,22.0,0,22
1271,22.0,0,23
1272,22.0,0,0
1273,22.0,0,1
1274,22.0,0,2
1275,22.0,0,3
1276,22.0,0,4
1277,22.0,0,5
1278,22.0,0,6
1279,22.0,0,7
1280,22.0,0,8
1281,22.0,0,9
1282,22.0,0,10
1283,22.0,0,11
1284,22.0,0,12
1285,22.0,0,13
1286,22.0,0,14
1287,22.0,0,15
1288,22.0,0,16
1289,22.0,0,17
1290,22.0,0,18
1291,22.0,0,19
1292,22.0,0,20
1293,22.0,0,21
1294,22.0,0,22
1295,22.0,0,23
1296,22.0,0,0
1297,22.0,0,1
1298,22.0,0,2
1299,22.0,0,3
1300,22.0,0,4
1301,22.0,0,5
1302,22.0,0,6
1303,22.0,0,7
1304,22.0,0,8
1305,22.0,0,9
1306,22.0,0,10
1307,22.0,0,11
1308,22.0,0,12
1309,22.0,0,13
1310,22.0,0,14
1311,22.0,0,15
1312,22.0,0,16
1313,22.0,0,17
1314,22.0,0,18
1315,22.0,0,19
1316,22.0,0,20
1317,22.0,0,21
1318,22.0,0,22
1319,22.0,0,23
1320,22.0,0,0
1321,22.0,0,1
1322,22.0,0,2
1323,22.0,0,3
1324,22.0,0,4
1325,22.0,0,5
1326,22.0,0,6
1327,22.0,0,7
1328,22.0,0,8
1329,22.0,0,9
1330,22.0,0,10
1331,22.0,0,11
1332,22.0,0,12
1333,22.0,0,13
1334,22.0,0,14
1335,22.0,0,15
1336,22.0,0,16
1337,22.0,0,17
1338,22.0,0,18
1339,22.0,0,19
1340,22.0,0,20
1341,22.0,0,21
1342,22.0,0,22
1343,22.0,0,23
1344,22.0,0,0
1345,22.0,0,1
1346,22.0,0,2
1347,22.0,0,3
1348,22.0,0,4
1349,22.0,0,5
1350,22.0,0,6
1351,22.0,0,7
1352,22.0,0,8
1353,22.0,0,9
1354,22.0,0,10
1355,22.0,0,11
1356,22.0,0,12
1357,22.0,0,13
1358,22.0,0,14
1359,22.0,0,15
1360,22.0,0,16
1361,22.0,0,17
1362,22.0,0,18
