Name,Af_m2,Aroof_m2,GFA_m2,people0,Q_gain_sen_base0_kW,Qhs_sen_ahu_MWhyr,Eauxf_cs0_kW,Qcsf_aru_MWhyr,Qhsf_aru0_kW,Qcs_lat_sys_MWhyr,Q_gain_lat_peop_MWhyr,Qhs_dis_ls0_kW,Qhs_lat_sys_MWhyr,Qhprof0_kW,Qhsf_lat0_kW,Qhs_sen_ahu0_kW,Qwwf_MWhyr,Q_loss_sen_ref0_kW,Q_gain_sen_vent_MWhyr,Qcsf_scu0_kW,Edataf_MWhyr,Qcs_em_ls_MWhyr,I_sol0_kW,Eauxf_fw_MWhyr,Qhs_lat_aru_MWhyr,Qcsf_MWhyr,Qcdataf0_kW,Qcs_lat_sys0_kW,Qhs_sen_sys0_kW,Eaf0_kW,Q_gain_sen_light_MWhyr,Qcs_sen_scu_MWhyr,Qcref_MWhyr,Q_gain_sen_wind0_kW,Q_gain_sen_data0_kW,Qcs_em_ls0_kW,Edataf0_kW,Q_gain_sen_peop_MWhyr,Qcsf_scu_MWhyr,Q_gain_sen_roof_MWhyr,Qcs_lat_aru0_kW,Eauxf0_kW,Qhsf_ahu0_kW,Qcsf_lat0_kW,Eauxf_hs0_kW,Eprof_MWhyr,Q_gain_sen_wall_MWhyr,Ef_MWhyr,Qcs_lat_ahu0_kW,Qhs_lat_sys0_kW,QEf_MWhyr,Ef0_kW,Qcs_lat_aru_MWhyr,Egenf_cs_MWhyr,Qhsf_shu0_kW,Qhsf_MWhyr,Q_gain_sen_peop0_kW,Qcs_MWhyr,Eauxf_cs_MWhyr,Qcref0_kW,Eauxf_MWhyr,Qcsf_aru0_kW,Q_gain_sen_app_MWhyr,Eauxf_ww_MWhyr,Qwwf0_kW,Qcsf_lat_MWhyr,Qhs_sen_aru0_kW,I_sol_MWhyr,Qcsf0_kW,Qcdataf_MWhyr,Qhs_lat_ahu_MWhyr,Q_gain_sen_roof0_kW,Elf0_kW,Eaf_MWhyr,Egenf_cs0_kW,Eref0_kW,I_sol_and_I_rad0_kW,Q_gain_lat_peop0_kW,Qcs_dis_ls_MWhyr,Qcs_lat_ahu_MWhyr,Ecaf0_kW,QHf0_kW,Q_gain_sen_vent0_kW,Q_gain_sen_wall0_kW,Qcs_sen_ahu_MWhyr,Eauxf_hs_MWhyr,Qcs_sen_sys_MWhyr,Eprof0_kW,Ealf_MWhyr,Ecaf_MWhyr,Qhsf_ahu_MWhyr,Qcs0_kW,Qcs_sen_aru0_kW,Qcs_sen_ahu0_kW,Qhs_lat_ahu0_kW,Qhsf0_kW,Qcs_sen_sys0_kW,Ealf0_kW,Qhs_sen_sys_MWhyr,Qcs_dis_ls0_kW,QCf0_kW,Qhs_dis_ls_MWhyr,QCf_MWhyr,Qww0_kW,QEf0_kW,Qhs_lat_aru0_kW,Qcs_sen_aru_MWhyr,I_sol_and_I_rad_MWhyr,Eauxf_ve0_kW,Qhsf_lat_MWhyr,Qcs_sen_scu0_kW,Eauxf_ww0_kW,Elf_MWhyr,Eauxf_ve_MWhyr,Eref_MWhyr,Qhprof_MWhyr,Q_loss_sen_ref_MWhyr,Qhs_sen_aru_MWhyr,Q_gain_sen_base_MWhyr,Q_gain_sen_light0_kW,Qhs_sen_shu_MWhyr,Qhs_MWhyr,Qhsf_aru_MWhyr,Q_gain_sen_wind_MWhyr,Qhs_sen_shu0_kW,Qcsf_ahu_MWhyr,I_rad0_kW,I_rad_MWhyr,Qhsf_shu_MWhyr,Qhs_em_ls0_kW,Qcsf_ahu0_kW,Qww_MWhyr,Qhs0_kW,Eauxf_fw0_kW,Q_gain_sen_app0_kW,Q_gain_sen_data_MWhyr,QHf_MWhyr,Qhs_em_ls_MWhyr
B001,25261.404,7725.200,46351.200,1453.000,115.583,0.000,0.474,-8939.757,0.000,-2096.434,339.200,0.000,0.000,0.000,0.000,0.000,236.734,0,333.743,0.000,0.000,-261.681,621.066,0.406,0.000,8939.757,0,0.000,0.000,300.147,2834.807,0.000,0,154.215,0.000,0.000,0.000,415.793,0.000,49.614,0.000,271.818,0.000,767.851,0.000,0.000,72.752,7532.206,0.000,0.000,16708.697,1432.774,-2096.434,1293.346,0.000,0.000,101.710,8672.236,1.215,0,1378.888,0.000,1539.168,0.079,65.120,2096.434,0.000,1143.971,1859.842,0,0.000,34.163,546.710,1710.186,316.780,0.000,603.137,82.974,-5.841,0.000,0.000,65.120,157.041,50.094,0.000,0.000,-6575.802,0.000,4859.972,0.000,0.000,1798.902,0.000,0.000,0.000,0.000,0.000,846.857,0.000,0.000,1859.842,0.000,8939.757,62.099,3259.203,0.000,-6575.802,948.113,271.115,0.000,0.000,0.031,3149.785,1377.188,0.000,0.000,0,0.000,167.861,492.039,0.000,0.000,0.000,325.794,0.000,0.000,-7.572,-195.859,0.000,0.000,0.000,219.214,0.000,0.222,270.132,0.000,236.734,0.000
B002,25261.404,7725.200,46351.200,1453.000,115.800,0.000,0.474,-8931.691,0.000,-2096.434,339.200,0.000,0.000,0.000,0.000,0.000,236.734,0,333.771,0.000,0.000,-261.351,595.698,0.406,0.000,8931.691,0,0.000,0.000,300.147,2834.807,0.000,0,154.406,0.000,0.000,0.000,415.793,0.000,49.838,0.000,271.009,0.000,767.851,0.000,0.000,73.081,7529.479,0.000,0.000,16697.904,1431.229,-2096.434,1292.232,0.000,0.000,101.710,8664.508,1.212,0,1377.275,0.000,1539.168,0.079,65.120,2096.434,0.000,1133.856,1860.803,0,0.000,34.227,546.710,1710.186,317.072,0.000,577.093,82.974,-5.833,0.000,0.000,65.120,157.041,50.188,0.000,0.000,-6568.074,0.000,4859.972,0.000,0.000,1799.810,0.000,0.000,0.000,0.000,0.000,846.857,0.000,0.000,1860.803,0.000,8931.691,62.099,3261.467,0.000,-6568.074,938.077,270.306,0.000,0.000,0.031,3149.785,1375.578,0.000,0.000,0,0.000,168.620,492.039,0.000,0.000,0.000,326.448,0.000,0.000,-7.549,-195.780,0.000,0.000,0.000,219.214,0.000,0.222,270.132,0.000,236.734,0.000
B003,36772.785,3748.500,67473.000,2116.000,54.971,0.000,0.469,-13516.238,0.000,-3052.162,493.904,0.000,0.000,0.000,0.000,0.000,333.415,0,486.590,0.000,0.000,-399.098,1106.939,7.683,0.000,13516.238,0,0.000,0.000,436.921,4126.601,0.000,0,396.220,0.000,0.000,0.000,605.431,0.000,23.883,0.000,431.061,0.000,1117.732,0.000,0.000,188.738,11149.919,0.000,0.000,24999.573,2146.659,-3052.162,1958.577,0.000,0.000,148.120,13113.994,1.315,0,2116.728,0.000,2240.552,0.078,92.483,3052.162,0.000,2156.349,2746.174,0,0.000,16.248,795.841,2489.502,491.035,0.000,1073.715,120.835,-3.146,0.000,0.000,92.483,228.708,128.397,0.000,0.000,-10061.833,0.000,7074.614,0.000,0.000,2689.134,0.000,0.000,0.000,0.000,0.000,1232.762,0.000,0.000,2746.174,0.000,13516.238,90.398,4977.656,0.000,-10061.833,1754.181,426.369,0.000,0.000,0.030,4585.112,2107.652,0.000,0.000,0,0.000,80.806,716.257,0.000,0.000,0.000,850.439,0.000,0.000,-16.336,-402.167,0.000,0.000,0.000,319.107,0.000,4.210,393.229,0.000,333.415,0.000
B004,25951.332,3948.704,47617.123,1493.000,53.745,0.000,0.412,-10219.664,0.000,-2153.955,348.645,0.000,0.000,0.000,0.000,0.000,239.170,0,342.893,0.000,0.000,-308.041,1483.912,2.919,0.000,10219.664,0,0.000,0.000,308.345,2912.230,0.000,0,266.504,0.000,0.000,0.000,427.371,0.000,17.727,0.000,342.146,0.000,788.867,0.000,0.000,93.550,8100.567,0.000,0.000,18559.401,1561.052,-2153.955,1479.835,0.000,0.000,104.510,9908.385,1.103,0,1628.028,0.000,1581.205,0.065,65.810,2153.955,0.000,2343.390,2119.601,0,0.000,15.808,561.642,1756.894,354.997,0.000,1448.991,85.258,-3.238,0.000,0.000,65.810,161.362,83.418,0.000,0.000,-7754.430,0.000,4992.705,0.000,0.000,2067.250,0.000,0.000,0.000,0.000,0.000,869.986,0.000,0.000,2119.601,0.000,10219.664,63.795,3741.001,0.000,-7754.430,2043.979,340.110,0.000,0.000,0.025,3235.811,1623.940,0.000,0.000,0,0.000,60.272,505.477,0.000,0.000,0.000,523.003,0.000,0.000,-12.050,-299.411,0.000,0.000,0.000,225.201,0.000,1.600,277.510,0.000,239.170,0.000
B005,36772.785,3748.500,67473.000,2116.000,50.947,0.000,0.487,-14411.357,0.000,-3052.162,493.904,0.000,0.000,0.000,0.000,0.000,333.412,0,485.762,0.000,0.000,-434.153,2101.528,7.683,0.000,14411.357,0,0.000,0.000,436.921,4126.601,0.000,0,379.916,0.000,0.000,0.000,605.431,0.000,16.421,0.000,477.910,0.000,1117.732,0.000,0.000,129.764,11457.032,0.000,0.000,26201.801,2197.951,-3052.162,2086.130,0.000,0.000,148.120,13974.094,1.343,0,2296.288,0.000,2240.552,0.078,92.483,3052.162,0.000,3293.508,2960.091,0,0.000,15.058,795.841,2489.502,498.725,0.000,2060.807,120.835,-3.109,0.000,0.000,92.483,228.708,118.997,0.000,0.000,-10921.933,0.000,7074.614,0.000,0.000,2887.588,0.000,0.000,0.000,0.000,0.000,1232.762,0.000,0.000,2960.091,0.000,14411.357,90.398,5242.898,0.000,-10921.933,2880.231,473.185,0.000,0.000,0.030,4585.112,2287.185,0.000,0.000,0,0.000,55.556,716.257,0.000,0.000,0.000,738.330,0.000,0.000,-16.548,-413.277,0.000,0.000,0.000,319.107,0.000,4.210,393.229,0.000,333.412,0.000
B006,16886.280,5164.000,30984.000,971.000,77.225,0.000,0.375,-5956.246,0.000,-1401.264,226.679,0.000,0.000,0.000,0.000,0.000,163.264,0,222.886,0.000,0.000,-174.617,467.333,0.271,0.000,5956.246,0,0.000,0.000,200.637,1894.960,0.000,0,87.131,0.000,0.000,0.000,277.864,0.000,31.196,0.000,176.375,0.000,513.233,0.000,0.000,38.506,5026.798,0.000,0.000,11146.308,942.496,-1401.264,860.509,0.000,0.000,67.970,5777.058,0.985,0,917.584,0.000,1028.875,0.063,44.334,1401.264,0.000,778.994,1229.410,0,0.000,22.825,365.455,1143.194,201.586,0.000,454.765,55.449,-4.571,0.000,0.000,44.334,104.934,28.173,0.000,0.000,-4375.794,0.000,3248.705,0.000,0.000,1189.328,0.000,0.000,0.000,0.000,0.000,566.092,0.000,0.000,1229.410,0.000,5956.246,41.511,2134.643,0.000,-4375.794,662.722,175.852,0.000,0.000,0.024,2105.511,916.264,0.000,0.000,0,0.000,105.546,328.909,0.000,0.000,0.000,178.780,0.000,0.000,-4.292,-116.272,0.000,0.000,0.000,146.536,0.000,0.149,180.573,0.000,163.264,0.000
B007,60699.375,2025.000,111375.000,3492.000,28.786,0.000,0.698,-21607.527,0.000,-5037.693,815.104,0.000,0.000,0.000,0.000,0.000,545.510,0,799.962,0.000,0.000,-636.781,2188.042,48.776,0.000,21607.527,0,0.000,0.000,721.209,6811.616,0.000,0,412.957,0.000,0.000,0.000,999.160,0.000,9.782,0.000,674.506,0.000,1844.999,0.000,0.000,148.551,18182.871,0.000,0.000,40335.908,3405.127,-5037.693,3119.301,0.000,0.000,244.440,20968.669,1.699,0,3385.785,0.000,3698.390,0.116,152.519,5037.693,0.000,3406.705,4562.400,0,0.000,8.508,1313.663,4109.322,718.071,0.000,2149.404,199.412,-2.077,0.000,0.000,152.519,377.410,129.204,0.000,0.000,-15930.977,0.000,11677.785,0.000,0.000,4412.753,0.000,0.000,0.000,0.000,0.000,2034.871,0.000,0.000,4562.400,0.000,21607.527,149.216,7771.660,0.000,-15930.977,2993.555,647.065,0.000,0.000,0.045,7568.462,3335.195,0.000,0.000,0,0.000,33.096,1182.296,0.000,0.000,0.000,795.231,0.000,0.000,-15.261,-413.150,0.000,0.000,0.000,526.737,0.000,26.726,649.088,0.000,545.510,0.000
B008,28252.800,1440.000,51840.000,1625.000,20.040,0.000,0.422,-10412.427,0.000,-2344.695,379.435,0.000,0.000,0.000,0.000,0.000,260.421,0,372.536,0.000,0.000,-309.445,1228.651,14.076,0.000,10412.427,0,0.000,0.000,335.690,3170.498,0.000,0,227.426,0.000,0.000,0.000,465.114,0.000,6.630,0.000,331.643,0.000,858.806,0.000,0.000,79.291,8579.372,0.000,0.000,19252.220,1620.683,-2344.695,1504.568,0.000,0.000,113.750,10101.304,1.150,0,1639.326,0.000,1721.432,0.070,71.832,2344.695,0.000,1919.793,2129.381,0,0.000,5.923,611.450,1912.703,349.782,0.000,1212.632,92.796,-1.678,0.000,0.000,71.832,175.626,70.836,0.000,0.000,-7756.609,0.000,5435.478,0.000,0.000,2059.304,0.000,0.000,0.000,0.000,0.000,947.140,0.000,0.000,2129.381,0.000,10412.427,69.453,3763.559,0.000,-7756.609,1685.492,323.488,0.000,0.000,0.027,3522.775,1624.031,0.000,0.000,0,0.000,22.432,550.305,0.000,0.000,0.000,437.182,0.000,0.000,-8.910,-234.301,0.000,0.000,0.000,245.172,0.000,7.713,302.121,0.000,260.421,0.000
B009,18835.200,1440.000,34560.000,1084.000,20.062,0.000,0.328,-6964.006,0.000,-1563.179,252.913,0.000,0.000,0.000,0.000,0.000,177.157,0,248.445,0.000,0.000,-207.059,821.140,5.751,0.000,6964.006,0,0.000,0.000,223.793,2113.665,0.000,0,151.343,0.000,0.000,0.000,310.022,0.000,6.736,0.000,220.654,0.000,572.511,0.000,0.000,53.706,5723.941,0.000,0.000,12865.104,1081.255,-1563.179,1006.460,0.000,0.000,75.880,6755.259,0.910,0,1093.829,0.000,1147.622,0.054,48.282,1563.179,0.000,1290.513,1415.572,0,0.000,5.930,407.633,1275.135,234.744,0.000,811.489,61.902,-1.689,0.000,0.000,48.282,117.154,47.277,0.000,0.000,-5192.080,0.000,3623.652,0.000,0.000,1368.984,0.000,0.000,0.000,0.000,0.000,631.427,0.000,0.000,1415.572,0.000,6964.006,46.302,2517.724,0.000,-5192.080,1131.152,217.157,0.000,0.000,0.021,2348.517,1087.113,0.000,0.000,0,0.000,22.791,366.870,0.000,0.000,0.000,292.896,0.000,0.000,-6.083,-159.361,0.000,0.000,0.000,163.448,0.000,3.151,201.414,0.000,177.157,0.000
B010,28252.800,1440.000,51840.000,1625.000,20.039,0.000,0.422,-10412.003,0.000,-2344.695,379.435,0.000,0.000,0.000,0.000,0.000,260.421,0,372.534,0.000,0.000,-309.431,1228.596,14.076,0.000,10412.003,0,0.000,0.000,335.690,3170.498,0.000,0,227.414,0.000,0.000,0.000,465.114,0.000,6.632,0.000,331.990,0.000,858.806,0.000,0.000,79.311,8579.217,0.000,0.000,19251.641,1621.310,-2344.695,1504.500,0.000,0.000,113.750,10100.893,1.150,0,1639.239,0.000,1721.432,0.070,71.832,2344.695,0.000,1919.297,2128.108,0,0.000,5.923,611.450,1912.703,349.891,0.000,1214.455,92.796,-1.679,0.000,0.000,71.832,175.626,70.831,0.000,0.000,-7756.198,0.000,5435.478,0.000,0.000,2058.100,0.000,0.000,0.000,0.000,0.000,947.140,0.000,0.000,2128.108,0.000,10412.003,69.453,3765.889,0.000,-7756.198,1685.000,323.835,0.000,0.000,0.027,3522.775,1623.943,0.000,0.000,0,0.000,22.438,550.305,0.000,0.000,0.000,437.217,0.000,0.000,-8.911,-234.297,0.000,0.000,0.000,245.172,0.000,7.713,302.121,0.000,260.421,0.000
